전공,입력코드,과목명,구분,전체,2학년,3학년,4학년,1학년
교양학부,STU4006-01,자연재해와우리사회,경쟁률,1 : 0.70,1 : 1.00,1 : 0.70,1 : 0.73,1 : 0.11
교양학부,STU4007-01,지구과학,경쟁률,1 : 0.35,1 : 0.40,1 : 0.31,1 : 0.21,1 : 0.02
교양학부,STU4011-01,우주와원자시대,경쟁률,1 : 0.17,1 : 0.25,1 : 0.09,1 : 0.05,1 : 0.03
교양학부,STU4016-01,사상의학의이해,경쟁률,1 : 0.69,1 : 0.73,1 : 0.39,1 : 0.55,1 : 0.09
스타트업연계전공,SUA2004-01,기업가정신과사업기회포착,경쟁률,1 : 0.18,1 : 0.30,1 : 0.22,1 : 0.05,신청없음
스타트업연계전공,SUA2005-01,실전스타트업(캐쉬클래스),경쟁률,1 : 0.03,신청없음,신청없음,1 : 0.04,신청없음
스타트업연계전공,SUA4005-01,기업과지식재산,경쟁률,1 : 0.13,1 : 0.30,1 : 0.07,1 : 0.07,신청없음
스타트업연계전공,SUA4011-01,스타트업을위한온라인협업모델링,경쟁률,1 : 0.07,신청없음,1 : 0.03,1 : 0.06,신청없음
교양학부(사고와언어표현의탐구),TLS1002-01,비평적글쓰기연습,경쟁률,1 : 0.43,1 : 1.00,1 : 0.30,1 : 0.24,1 : 0.06
교양학부(사고와언어표현의탐구),TLS1002-02,비평적글쓰기연습,경쟁률,1 : 0.47,1 : 1.20,1 : 0.30,1 : 0.29,신청없음
교양학부(사고와언어표현의탐구),TLS1002-03,비평적글쓰기연습,경쟁률,1 : 0.87,1 : 1.40,1 : 1.00,1 : 0.50,1 : 0.40
교양학부(사고와언어표현의탐구),TLS1002-04,비평적글쓰기연습,경쟁률,1 : 0.67,1 : 2.20,1 : 0.50,1 : 0.13,1 : 0.11
교양학부(사고와언어표현의탐구),TLS1004-01,글로벌의사소통II,경쟁률,1 : 0.54,1 : 1.50,1 : 0.43,1 : 0.18,신청없음
교양학부(사고와언어표현의탐구),TLS1004-02,글로벌의사소통II,경쟁률,1 : 0.65,1 : 1.67,1 : 0.29,1 : 0.25,1 : 0.13
교양학부(사고와언어표현의탐구),TLS1004-03,글로벌의사소통II,경쟁률,1 : 1.12,1 : 2.83,1 : 0.86,1 : 0.75,신청없음
교양학부(사고와언어표현의탐구),TLS1004-04,글로벌의사소통II,경쟁률,1 : 0.73,1 : 0.83,1 : 0.88,1 : 0.38,1 : 0.36
교양학부(사고와언어표현의탐구),TLS1004-05,글로벌의사소통II,경쟁률,1 : 0.69,1 : 1.33,1 : 0.43,1 : 0.55,1 : 0.09
교양학부(사고와언어표현의탐구),TLS1004-06,글로벌의사소통II,경쟁률,1 : 0.54,1 : 1.17,1 : 0.71,신청없음,1 : 0.13
교양학부(사고와언어표현의탐구),TLS1005-01,영어읽기와토론연습,경쟁률,1 : 0.50,1 : 0.67,1 : 0.22,1 : 0.36,1 : 0.13
교양학부(사고와언어표현의탐구),TLS1006-01,실용영어와발표연습,경쟁률,1 : 0.96,1 : 1.17,1 : 0.86,1 : 1.50,신청없음
