개설전공 ,입력코드,과목명,구분,전체,1학년,2학년,3학년,4학년
교양학부,LAU4005-01,한국명문감상,경쟁률,1 : 0.01,신청없음,1 : 0.03,신청없음,신청없음
교양학부,LAU4006-01,문학과판타지,경쟁률,1 : 0.60,1 : 1.00,1 : 0.50,1 : 0.23,1 : 0.26
교양학부,LAU4014-01,한국미술의역사와감상,경쟁률,1 : 0.53,1 : 0.20,1 : 0.56,1 : 0.11,1 : 0.27
교양학부,LAU4015-01,서양미술의역사와감상,경쟁률,1 : 1.43,1 : 1.20,1 : 1.95,1 : 0.65,1 : 1.43
교양학부,LAU4018-01,한국건축사,경쟁률,1 : 0.53,1 : 0.60,1 : 0.67,1 : 0.18,1 : 0.15
교양학부,LAU4021-01,서양음악의역사와감상,경쟁률,1 : 1.08,1 : 1.20,1 : 1.32,1 : 0.52,1 : 0.73
교양학부,LAU4022-01,서양대중음악의이해,경쟁률,1 : 1.82,1 : 2.10,1 : 1.73,1 : 0.93,1 : 2.73
교양학부,LAU4023-01,예술과자아성장,경쟁률,1 : 0.08,신청없음,1 : 0.10,1 : 0.06,신청없음
교양학부,LAU4031-01,영화로보는복식사(복식사와영화의상),경쟁률,1 : 0.88,1 : 1.40,1 : 0.60,1 : 0.57,1 : 0.44
교양학부,LAU4034-01,대학합창,경쟁률,1 : 1.79,1 : 0.65,1 : 1.22,1 : 0.95,1 : 3.71
교양학부,LAU4036-01,드로잉-선을통한사고와표현,경쟁률,1 : 3.60,1 : 2.10,1 : 2.40,1 : 1.80,1 : 8.10
교양학부,LAU4037-01,동양화그리기,경쟁률,1 : 6.80,1 : 1.80,1 : 3.50,1 : 7.60,1 : 22.60
교양학부,LAU4042-01,자연과문화속의언어,경쟁률,1 : 0.40,1 : 0.60,1 : 0.29,1 : 0.15,1 : 0.11
교양학부,LAU4045-01,치유서사창작론,경쟁률,1 : 1.08,쿼터없음,1 : 0.58,1 : 0.53,1 : 1.00
교양학부,LAU4046-01,연극과퍼포먼스,경쟁률,1 : 0.59,1 : 0.45,1 : 0.08,1 : 0.13,1 : 0.36
법학전공,LAW2001-01,법학개론,경쟁률,1 : 0.65,1 : 0.27,1 : 0.46,1 : 0.25,1 : 0.38
법학전공,LAW2010-01,법과현대사회,경쟁률,1 : 0.20,1 : 0.03,1 : 0.19,1 : 0.01,1 : 0.08
법학전공,LAW3012-01,헌법II,경쟁률,1 : 0.21,신청없음,1 : 0.15,1 : 0.07,1 : 0.08
법학전공,LAW3021-01,민법총칙,경쟁률,1 : 0.19,1 : 0.03,1 : 0.08,1 : 0.08,1 : 0.08
법학전공,LAW3061-01,상법총론,경쟁률,1 : 0.01,신청없음,1 : 0.02,신청없음,신청없음
법학전공,LAW4151-01,英法원강,경쟁률,1 : 0.11,신청없음,1 : 0.08,1 : 0.04,1 : 0.03
"교양학부(독,프,중)",LCS2001-01,독일언어와문화I,경쟁률,1 : 0.87,1 : 1.33,1 : 0.10,1 : 0.17,1 : 0.25
"교양학부(독,프,중)",LCS2001-02,독일언어와문화I,경쟁률,1 : 0.83,1 : 0.53,1 : 0.47,1 : 0.25,1 : 0.55
"교양학부(독,프,중)",LCS2001-03,독일언어와문화I,경쟁률,1 : 0.53,1 : 0.87,1 : 0.25,신청없음,신청없음
"교양학부(독,프,중)",LCS2001-04,독일언어와문화I,경쟁률,1 : 0.47,1 : 0.87,1 : 0.08,신청없음,신청없음
"교양학부(독,프,중)",LCS2001-05,독일언어와문화I,경쟁률,1 : 1.20,1 : 1.53,1 : 0.70,1 : 0.17,1 : 0.71
"교양학부(독,프,중)",LCS2002-01,독일언어와문화II,경쟁률,1 : 0.50,1 : 0.60,1 : 0.38,신청없음,신청없음
"교양학부(독,프,중)",LCS2003-01,프랑스언어와문화I,경쟁률,1 : 1.00,1 : 0.67,1 : 0.93,1 : 0.50,1 : 1.00
"교양학부(독,프,중)",LCS2003-02,프랑스언어와문화I,경쟁률,1 : 1.60,1 : 2.67,1 : 0.50,1 : 0.25,1 : 0.13
"교양학부(독,프,중)",LCS2003-03,프랑스언어와문화I,경쟁률,1 : 0.33,1 : 0.40,1 : 0.16,1 : 0.05,신청없음
"교양학부(독,프,중)",LCS2003-04,프랑스언어와문화I,경쟁률,1 : 1.03,1 : 1.07,1 : 0.70,1 : 0.50,1 : 1.00
"교양학부(독,프,중)",LCS2003-05,프랑스언어와문화I,경쟁률,1 : 0.63,1 : 0.67,1 : 0.20,1 : 0.27,1 : 0.15
"교양학부(독,프,중)",LCS2004-01,프랑스언어와문화II,경쟁률,1 : 0.43,1 : 0.33,1 : 0.10,1 : 0.19,1 : 0.11
"교양학부(독,프,중)",LCS2004-02,프랑스언어와문화II,경쟁률,1 : 0.70,1 : 1.13,1 : 0.20,신청없음,1 : 0.15
"교양학부(독,프,중)",LCS2005-01,중국언어와문화I,경쟁률,1 : 0.33,1 : 0.20,1 : 0.11,1 : 0.10,1 : 0.17
"교양학부(독,프,중)",LCS2005-02,중국언어와문화I,경쟁률,1 : 1.93,1 : 2.90,1 : 1.20,1 : 0.60,1 : 2.00
"교양학부(독,프,중)",LCS2005-03,중국언어와문화I,경쟁률,1 : 0.80,1 : 0.70,1 : 0.69,1 : 0.33,1 : 0.45
"교양학부(독,프,중)",LCS2005-04,중국언어와문화I,경쟁률,1 : 1.07,1 : 2.30,1 : 0.20,신청없음,1 : 0.39
"교양학부(독,프,중)",LCS2006-01,중국언어와문화II,경쟁률,1 : 0.57,1 : 0.50,1 : 0.47,1 : 0.15,1 : 0.19
"교양학부(독,프,중)",LCS2006-02,중국언어와문화II,경쟁률,1 : 0.57,1 : 0.40,1 : 0.31,1 : 0.25,1 : 0.24
"교양학부(독,프,중)",LCS2007-01,일본언어와문화I,경쟁률,1 : 0.38,1 : 0.47,1 : 0.33,1 : 0.05,1 : 0.10
"교양학부(독,프,중)",LCS2007-02,일본언어와문화I,경쟁률,1 : 0.89,1 : 1.27,1 : 0.80,1 : 0.25,1 : 0.53
"교양학부(독,프,중)",LCS2007-03,일본언어와문화I,경쟁률,1 : 0.69,1 : 1.00,1 : 1.20,1 : 0.30,1 : 0.06
"교양학부(독,프,중)",LCS2008-01,일본언어와문화II,경쟁률,1 : 0.47,1 : 0.27,1 : 0.48,신청없음,1 : 0.23
교양학부,LCU4005-01,인터넷을통한영어연습,경쟁률,1 : 0.96,쿼터없음,1 : 1.13,1 : 0.78,1 : 0.82
교양학부,LCU4005-02,인터넷을통한영어연습,경쟁률,1 : 0.85,쿼터없음,1 : 0.50,1 : 0.54,1 : 0.73
교양학부,LCU4015-01,영화를통한영어연습,경쟁률,1 : 1.50,쿼터없음,1 : 2.13,1 : 0.67,1 : 1.08
교양학부,LCU4015-02,영화를통한영어연습,경쟁률,1 : 1.85,쿼터없음,1 : 2.25,1 : 1.11,1 : 2.11
교양학부,LCU4017-01,비즈니스영어연습,경쟁률,1 : 1.23,쿼터없음,1 : 1.00,1 : 0.89,1 : 1.50
교양학부,LCU4018-01,연극을통한영어연습,경쟁률,1 : 0.27,쿼터없음,1 : 0.13,1 : 0.19,1 : 0.09
교양학부,LCU4021-01,초급라틴어,경쟁률,1 : 1.38,1 : 1.90,1 : 1.50,1 : 1.20,1 : 0.90
교양학부,LCU4025-01,초급이탈리아어,경쟁률,1 : 1.50,1 : 0.63,1 : 1.00,1 : 1.14,1 : 3.00
교양학부,LCU4029-01,이탈리아사회와문화,경쟁률,1 : 4.68,1 : 2.20,1 : 7.20,1 : 2.70,1 : 6.60
교양학부,LCU4030-01,초급스페인어,경쟁률,1 : 2.10,1 : 2.10,1 : 2.10,1 : 1.40,1 : 2.80
교양학부,LCU4035-01,초급러시아어,경쟁률,1 : 1.10,1 : 0.40,1 : 0.88,1 : 0.83,1 : 1.33
교양학부,LCU4103-01,기본영어,경쟁률,1 : 0.08,신청없음,1 : 0.08,신청없음,신청없음
교양학부,LCU4103-02,기본영어,경쟁률,1 : 0.12,1 : 0.09,신청없음,1 : 0.04,신청없음
교양학부,LCU4104-01,한국의명시감상,경쟁률,1 : 3.20,1 : 2.75,1 : 3.63,1 : 2.57,1 : 3.86
교양학부,LCU4107-01,튜터링을통한글쓰기능력신장,경쟁률,1 : 4.44,쿼터없음,1 : 3.60,1 : 1.40,1 : 7.90
교양학부,LCU4107-02,튜터링을통한글쓰기능력신장,경쟁률,1 : 2.88,쿼터없음,1 : 3.00,1 : 1.30,1 : 4.40
교양학부(중핵자유),LED3001-01,성경으로배우는리더십,경쟁률,1 : 0.10,1 : 0.10,1 : 0.05,신청없음,1 : 0.05
교양학부(중핵자유),LED3002-01,리더십훈련,경쟁률,1 : 0.20,쿼터없음,1 : 0.20,1 : 0.11,1 : 0.08
교양학부(중핵자유),LED3005-01,기업경영리더십,경쟁률,1 : 2.73,1 : 1.00,1 : 1.20,1 : 1.90,1 : 6.70
교양학부(중핵자유),LED3010-01,발표와토론,경쟁률,1 : 1.70,쿼터없음,신청없음,1 : 0.27,1 : 1.81
수학전공,MAT1060-01,미적분학실습II,경쟁률,1 : 0.89,1 : 0.92,신청없음,1 : 0.60,1 : 0.50
수학전공,MAT1060-02,미적분학실습II,경쟁률,1 : 1.44,1 : 1.50,1 : 1.00,1 : 2.00,1 : 1.00
수학전공,MAT1060-03,미적분학실습II,경쟁률,1 : 0.56,1 : 0.33,신청없음,1 : 0.08,1 : 0.38
수학전공,MAT1060-04,미적분학실습II,경쟁률,1 : 0.89,1 : 1.17,1 : 0.50,신청없음,1 : 0.20
수학전공,MAT1060-05,미적분학실습II,경쟁률,1 : 0.11,신청없음,신청없음,1 : 0.06,1 : 0.06
수학전공,MAT1060-06,미적분학실습II,경쟁률,1 : 0.72,1 : 0.33,1 : 0.20,1 : 0.60,1 : 0.17
수학전공,MAT2110-01,선형대수학,경쟁률,1 : 0.98,쿼터없음,1 : 0.70,1 : 0.82,1 : 0.86
수학전공,MAT2110-02,선형대수학,경쟁률,1 : 1.72,쿼터없음,1 : 1.58,1 : 2.30,1 : 1.70
수학전공,MAT2110-03,선형대수학,경쟁률,1 : 0.83,쿼터없음,1 : 0.50,1 : 0.57,1 : 0.39
수학전공,MAT2120-01,정수론,경쟁률,1 : 1.28,쿼터없음,1 : 1.73,1 : 0.90,1 : 0.58
수학전공,MAT2120-02,정수론,경쟁률,1 : 0.95,쿼터없음,1 : 1.07,1 : 0.90,1 : 0.58
수학전공,MAT2220-01,고등미적분학II,경쟁률,1 : 1.18,쿼터없음,1 : 1.20,1 : 1.05,1 : 1.40
수학전공,MAT2220-02,고등미적분학II,경쟁률,1 : 0.63,쿼터없음,1 : 0.57,1 : 0.42,1 : 0.24
수학전공,MAT2230-01,미분방정식,경쟁률,1 : 1.20,쿼터없음,1 : 1.57,1 : 0.65,1 : 0.59
수학전공,MAT2230-02,미분방정식,경쟁률,1 : 0.58,쿼터없음,1 : 0.87,1 : 0.21,1 : 0.14
수학전공,MAT2420-01,응용수학II,경쟁률,1 : 0.39,신청없음,1 : 0.60,1 : 0.11,1 : 0.06
수학전공,MAT2420-02,응용수학II,경쟁률,1 : 0.46,신청없음,1 : 0.60,1 : 0.31,1 : 0.04
수학전공,MAT2510-01,푸리에해석및응용,경쟁률,1 : 0.15,쿼터없음,1 : 0.10,1 : 0.08,1 : 0.07
수학전공,MAT3020-01,통계학입문,경쟁률,1 : 0.88,쿼터없음,1 : 1.40,1 : 0.75,1 : 0.40
수학전공,MAT3020-02,통계학입문,경쟁률,1 : 1.05,쿼터없음,1 : 0.90,1 : 1.14,1 : 0.90
수학전공,MAT3310-01,현대기하학,경쟁률,1 : 0.23,쿼터없음,1 : 0.10,1 : 0.13,1 : 0.12
수학전공,MAT3410-01,확률론입문,경쟁률,1 : 0.78,쿼터없음,1 : 0.30,1 : 0.65,1 : 0.61
수학전공,MAT3420-01,금융수학,경쟁률,1 : 1.00,쿼터없음,1 : 0.12,1 : 0.91,1 : 1.00
수학전공,MAT4120-01,추상대수학II,경쟁률,1 : 0.38,쿼터없음,1 : 0.20,1 : 0.42,1 : 0.12
수학전공,MAT4220-01,복소수함수론II,경쟁률,1 : 0.22,쿼터없음,신청없음,1 : 0.18,1 : 0.11
수학전공,MAT4320-01,위상수학개론I,경쟁률,1 : 1.10,쿼터없음,1 : 0.80,1 : 1.22,1 : 0.95
수학전공,MAT4331-01,산업수학종합설계,경쟁률,1 : 1.16,쿼터없음,쿼터없음,1 : 0.70,1 : 1.17
수학전공,MATG110-01,고급선형대수학,경쟁률,1 : 0.20,쿼터없음,1 : 0.20,1 : 0.14,1 : 0.09
수학전공,MATG220-01,실해석학II,경쟁률,1 : 0.14,쿼터없음,신청없음,1 : 0.10,1 : 0.09
수학전공,MATQ982-01,수학교과논리및논술,경쟁률,1 : 0.14,쿼터없음,신청없음,신청없음,1 : 0.14
기계공학전공,MEE2007-01,공학수학II,경쟁률,1 : 0.70,신청없음,1 : 0.60,1 : 0.42,1 : 0.08
기계공학전공,MEE2008-01,공학설계개론,경쟁률,1 : 0.25,1 : 0.20,1 : 0.04,1 : 0.02,1 : 0.06
기계공학전공,MEE2008-02,공학설계개론,경쟁률,1 : 0.38,1 : 0.24,1 : 0.16,1 : 0.15,신청없음
기계공학전공,MEE2012-01,유체역학I,경쟁률,1 : 0.46,쿼터없음,1 : 0.50,1 : 0.17,1 : 0.03
기계공학전공,MEE2012-02,유체역학I,경쟁률,1 : 0.71,쿼터없음,1 : 0.72,1 : 0.54,1 : 0.05
기계공학전공,MEE2013-01,동역학,경쟁률,1 : 0.41,쿼터없음,1 : 0.42,1 : 0.18,1 : 0.02
기계공학전공,MEE2013-02,동역학,경쟁률,1 : 0.67,쿼터없음,1 : 0.70,1 : 0.40,1 : 0.08
기계공학전공,MEE2014-01,디자인과재료,경쟁률,1 : 0.61,쿼터없음,1 : 0.75,1 : 0.31,1 : 0.11
기계공학전공,MEE2025-01,모형설계제작,경쟁률,1 : 0.36,쿼터없음,1 : 0.30,1 : 0.12,1 : 0.06
기계공학전공,MEE2025-02,모형설계제작,경쟁률,1 : 0.24,쿼터없음,1 : 0.30,신청없음,신청없음
기계공학전공,MEE2026-01,2DCAD,경쟁률,1 : 0.98,쿼터없음,1 : 1.23,1 : 0.50,1 : 0.20
기계공학전공,MEE3002-01,열역학II,경쟁률,1 : 0.17,쿼터없음,쿼터없음,1 : 0.16,1 : 0.04
기계공학전공,MEE3005-01,공학수치해석,경쟁률,1 : 0.41,쿼터없음,쿼터없음,1 : 0.40,1 : 0.07
기계공학전공,MEE3005-02,공학수치해석,경쟁률,1 : 0.28,쿼터없음,쿼터없음,1 : 0.48,1 : 0.05
기계공학전공,MEE3011-01,부품설계,경쟁률,1 : 0.17,쿼터없음,쿼터없음,1 : 0.14,1 : 0.11
기계공학전공,MEE3012-01,내연기관,경쟁률,1 : 0.29,쿼터없음,쿼터없음,1 : 0.36,1 : 0.13
기계공학전공,MEE3013-01,자동제어,경쟁률,1 : 0.35,쿼터없음,쿼터없음,1 : 0.62,1 : 0.06
기계공학전공,MEE3015-01,설계방법론(캡스톤디자인),경쟁률,1 : 0.37,쿼터없음,쿼터없음,1 : 0.40,1 : 0.05
기계공학전공,MEE3015-02,설계방법론(캡스톤디자인),경쟁률,1 : 0.28,쿼터없음,쿼터없음,1 : 0.32,1 : 0.02
기계공학전공,MEE3024-01,성형공정설계,경쟁률,1 : 0.02,쿼터없음,쿼터없음,1 : 0.04,신청없음
기계공학전공,MEE3025-01,기계공학실험I,경쟁률,1 : 1.07,쿼터없음,쿼터없음,1 : 1.16,1 : 0.60
기계공학전공,MEE3025-02,기계공학실험I,경쟁률,1 : 0.47,쿼터없음,쿼터없음,1 : 0.56,신청없음
기계공학전공,MEE3025-03,기계공학실험I,경쟁률,1 : 0.03,쿼터없음,쿼터없음,1 : 0.04,신청없음
기계공학전공,MEE3025-04,기계공학실험I,경쟁률,1 : 0.13,쿼터없음,쿼터없음,1 : 0.16,신청없음
기계공학전공,MEE4001-01,유한요소해석,경쟁률,1 : 0.19,쿼터없음,쿼터없음,1 : 0.26,1 : 0.07
기계공학전공,MEE4011-01,최적설계및실습,경쟁률,1 : 0.04,쿼터없음,쿼터없음,1 : 0.02,1 : 0.03
기계공학전공,MEE4016-01,바이오모방공학개론,경쟁률,1 : 0.09,쿼터없음,쿼터없음,1 : 0.06,1 : 0.06
기계공학전공,MEE4021-01,창의적종합설계,경쟁률,1 : 0.20,쿼터없음,쿼터없음,쿼터없음,1 : 0.20
기계공학전공,MEE4025-01,자동차공학,경쟁률,1 : 0.40,쿼터없음,쿼터없음,1 : 0.30,1 : 0.33
기계공학전공,MEE4042-01,열유체시스템설계,경쟁률,1 : 0.40,쿼터없음,쿼터없음,1 : 0.80,1 : 0.12
기계공학전공,MEE4047-01,기계공학세미나,경쟁률,1 : 0.12,쿼터없음,쿼터없음,쿼터없음,1 : 0.08
기계공학전공,MEEG005-01,연속체역학,경쟁률,1 : 0.05,쿼터없음,쿼터없음,신청없음,1 : 0.05
기계공학전공,MEEG012-01,전산유체역학,경쟁률,1 : 0.08,쿼터없음,쿼터없음,1 : 0.07,1 : 0.05
기계공학전공,MEEG103-01,고급메카트로닉스,경쟁률,1 : 0.03,쿼터없음,쿼터없음,신청없음,1 : 0.03
기계공학전공,MEEG112-01,연료전지개론,경쟁률,1 : 0.15,쿼터없음,쿼터없음,1 : 0.03,1 : 0.14
경영학전공,MGT2002-01,경영통계학,경쟁률,1 : 0.44,1 : 0.57,1 : 0.17,1 : 0.11,1 : 0.05
경영학전공,MGT2002-02,경영통계학,경쟁률,1 : 0.27,1 : 0.34,1 : 0.03,1 : 0.09,1 : 0.04
경영학전공,MGT2002-03,경영통계학,경쟁률,1 : 0.91,1 : 1.14,1 : 0.67,1 : 0.47,1 : 0.39
경영학전공,MGT2002-04,경영통계학,경쟁률,1 : 0.90,1 : 1.14,1 : 0.33,1 : 0.80,1 : 0.14
경영학전공,MGT2002-05,경영통계학,경쟁률,1 : 0.23,1 : 0.31,1 : 0.05,1 : 0.04,1 : 0.02
경영학전공,MGT2003-01,회계학원론,경쟁률,1 : 0.44,1 : 0.13,1 : 0.21,1 : 0.17,1 : 0.10
경영학전공,MGT2003-02,회계학원론,경쟁률,1 : 1.53,1 : 0.88,1 : 2.35,1 : 3.80,1 : 2.00
경영학전공,MGT2003-03,회계학원론,경쟁률,1 : 1.84,1 : 1.45,1 : 2.80,1 : 4.80,1 : 1.60
경영학전공,MGT2003-04,회계학원론,경쟁률,1 : 2.25,1 : 1.70,1 : 4.40,1 : 3.40,1 : 3.40
경영학전공,MGT2003-05,회계학원론,경쟁률,1 : 1.03,1 : 0.43,1 : 0.59,1 : 0.87,1 : 1.25
경영학전공,MGT2003-06,회계학원론,경쟁률,1 : 1.18,1 : 0.67,1 : 1.13,1 : 1.53,1 : 1.00
경영학전공,MGT3001-01,조직행동이론,경쟁률,1 : 1.80,쿼터없음,1 : 1.46,1 : 1.53,1 : 5.80
경영학전공,MGT3001-02,조직행동이론,경쟁률,1 : 0.19,1 : 0.07,1 : 0.15,1 : 0.02,1 : 0.10
경영학전공,MGT3001-03,조직행동이론,경쟁률,1 : 1.01,쿼터없음,1 : 0.78,1 : 0.72,쿼터없음
경영학전공,MGT3001-04,조직행동이론,경쟁률,1 : 0.61,쿼터없음,1 : 2.30,1 : 0.30,1 : 0.20
경영학전공,MGT3001-05,조직행동이론,경쟁률,1 : 0.04,신청없음,1 : 0.05,1 : 0.02,신청없음
경영학전공,MGT3002-01,경영정보시스템,경쟁률,1 : 1.26,쿼터없음,1 : 0.84,1 : 1.03,1 : 1.80
경영학전공,MGT3002-02,경영정보시스템,경쟁률,1 : 0.10,쿼터없음,신청없음,1 : 0.08,1 : 0.05
경영학전공,MGT3002-03,경영정보시스템,경쟁률,1 : 1.17,쿼터없음,1 : 1.08,1 : 0.80,1 : 1.40
경영학전공,MGT3002-04,경영정보시스템,경쟁률,1 : 2.23,쿼터없음,1 : 2.04,1 : 2.40,1 : 2.25
경영학전공,MGT3002-05,경영정보시스템,경쟁률,1 : 0.06,쿼터없음,신청없음,1 : 0.02,1 : 0.04
경영학전공,MGT3002-06,경영정보시스템,경쟁률,1 : 0.06,쿼터없음,1 : 0.04,1 : 0.04,1 : 0.01
경영학전공,MGT3003-01,생산관리론,경쟁률,1 : 1.49,쿼터없음,1 : 2.75,1 : 1.40,1 : 0.56
경영학전공,MGT3003-02,생산관리론,경쟁률,1 : 1.24,쿼터없음,1 : 2.45,1 : 1.28,1 : 0.24
경영학전공,MGT3003-03,생산관리론,경쟁률,1 : 0.10,쿼터없음,1 : 0.15,1 : 0.10,신청없음
경영학전공,MGT3003-04,생산관리론,경쟁률,1 : 0.41,쿼터없음,1 : 0.55,1 : 0.32,1 : 0.15
경영학전공,MGT3003-05,생산관리론,경쟁률,1 : 0.66,쿼터없음,1 : 0.65,1 : 0.69,1 : 0.31
경영학전공,MGT3004-01,재무관리,경쟁률,1 : 0.16,1 : 0.10,1 : 0.14,1 : 0.09,1 : 0.03
경영학전공,MGT3004-02,재무관리,경쟁률,1 : 1.00,신청없음,1 : 1.00,1 : 1.30,1 : 0.70
경영학전공,MGT3004-03,재무관리,경쟁률,1 : 1.11,1 : 0.10,1 : 1.17,1 : 1.25,1 : 0.90
경영학전공,MGT3004-04,재무관리,경쟁률,1 : 0.96,신청없음,1 : 0.77,1 : 1.07,1 : 0.75
경영학전공,MGT3004-05,재무관리,경쟁률,1 : 0.74,1 : 0.30,1 : 0.48,1 : 0.97,1 : 0.14
경영학전공,MGT3004-06,재무관리,경쟁률,1 : 0.31,1 : 0.10,1 : 0.31,1 : 0.18,1 : 0.09
경영학전공,MGT3004-07,재무관리,경쟁률,1 : 0.20,신청없음,1 : 0.17,1 : 0.11,1 : 0.07
경영학전공,MGT3004-08,재무관리,경쟁률,1 : 0.04,신청없음,1 : 0.07,1 : 0.02,신청없음
경영학전공,MGT3005-01,관리회계,경쟁률,1 : 0.74,신청없음,1 : 0.31,1 : 0.33,1 : 0.58
경영학전공,MGT3005-02,관리회계,경쟁률,1 : 0.99,신청없음,1 : 0.63,1 : 0.71,1 : 0.95
경영학전공,MGT3005-03,관리회계,경쟁률,1 : 0.46,1 : 0.20,1 : 0.29,1 : 0.10,1 : 0.30
경영학전공,MGT3005-04,관리회계,경쟁률,1 : 0.57,신청없음,1 : 0.43,1 : 0.27,1 : 0.30
경영학전공,MGT3006-01,마케팅원론,경쟁률,1 : 1.70,쿼터없음,1 : 2.70,1 : 1.77,1 : 0.60
경영학전공,MGT3006-02,마케팅원론,경쟁률,1 : 0.39,쿼터없음,1 : 0.55,1 : 0.26,1 : 0.12
경영학전공,MGT3006-03,마케팅원론,경쟁률,1 : 1.43,쿼터없음,1 : 2.25,1 : 1.07,1 : 1.05
경영학전공,MGT3006-04,마케팅원론,경쟁률,1 : 0.33,쿼터없음,1 : 0.40,1 : 0.19,1 : 0.11
경영학전공,MGT3007-01,국제경영론,경쟁률,1 : 0.10,쿼터없음,1 : 0.05,1 : 0.08,1 : 0.05
경영학전공,MGT3007-02,국제경영론,경쟁률,1 : 1.70,쿼터없음,1 : 1.91,1 : 2.49,1 : 1.00
