개설전공 ,입력코드,과목명,구분,전체,1학년,2학년,3학년,4학년
미국문화전공,AMC2020-01,문화와글쓰기,경쟁률,1 : 0.95,1 : 0.57,1 : 0.40,1 : 0.80,1 : 0.75
미국문화전공,AMC2028-01,다문화적의사소통,경쟁률,1 : 0.70,1 : 0.20,1 : 0.43,1 : 0.35,1 : 0.40
미국문화전공,AMC2031-01,미국학입문,경쟁률,1 : 0.60,1 : 0.60,쿼터없음,쿼터없음,쿼터없음
미국문화전공,AMC2031-02,미국학입문,경쟁률,1 : 0.43,1 : 0.60,1 : 0.21,1 : 0.13,1 : 0.11
미국문화전공,AMC2033-01,미국역사와문화,경쟁률,1 : 1.28,1 : 3.80,1 : 0.65,1 : 0.53,1 : 0.22
미국문화전공,AMC3045-01,시각예술,경쟁률,1 : 0.40,쿼터없음,1 : 0.40,1 : 0.23,1 : 0.20
미국문화전공,AMC3050-01,미국영화장르연구,경쟁률,1 : 0.48,쿼터없음,1 : 0.80,1 : 0.18,1 : 0.18
미국문화전공,AMC3056-01,세계속의미국영화,경쟁률,1 : 0.48,쿼터없음,1 : 0.80,1 : 0.23,1 : 0.22
미국문화전공,AMC3060-01,각색연구,경쟁률,1 : 0.33,쿼터없음,1 : 0.40,1 : 0.27,1 : 0.07
미국문화전공,AMC3070-01,문화적정체성,경쟁률,1 : 0.55,쿼터없음,1 : 1.30,1 : 0.15,1 : 0.22
미국문화전공,AMC3075-01,미국의지역문화,경쟁률,1 : 0.10,쿼터없음,1 : 0.20,1 : 0.04,1 : 0.03
미국문화전공,AMC3087-01,각년대의미국문화,경쟁률,1 : 0.23,쿼터없음,1 : 0.30,1 : 0.11,1 : 0.09
미국문화전공,AMC3099-01,미국문화특강II,경쟁률,1 : 0.08,쿼터없음,1 : 0.20,1 : 0.04,신청없음
미국문화전공,AMC4130-01,1960년대의저항문화,경쟁률,1 : 0.75,쿼터없음,1 : 1.80,1 : 0.93,1 : 0.33
미국문화전공,AMC4135-01,젠더세미나,경쟁률,1 : 0.35,쿼터없음,1 : 0.40,1 : 0.39,1 : 0.16
미국문화전공,AMC4150-01,미국원주민계문화,경쟁률,1 : 0.15,쿼터없음,신청없음,1 : 0.10,1 : 0.11
아트&테크놀로지전공,ANT2002-01,Content Planning & Development(Capstone),경쟁률,1 : 0.08,쿼터없음,신청없음,1 : 0.10,신청없음
아트&테크놀로지전공,ANT2007-01,Foundation Seminar,경쟁률,1 : 0.60,1 : 0.40,1 : 0.39,1 : 0.12,1 : 0.06
아트&테크놀로지전공,ANT2015-01,Design,경쟁률,1 : 0.95,1 : 0.80,1 : 0.55,1 : 0.63,1 : 0.60
아트&테크놀로지전공,ANT2016-01,Spatial Dynamics,경쟁률,1 : 0.55,쿼터없음,1 : 0.37,1 : 0.25,1 : 0.22
아트&테크놀로지전공,ANT3001-01,Content Business&Marketing(Capstone),경쟁률,1 : 0.40,쿼터없음,1 : 0.47,1 : 0.17,1 : 0.13
아트&테크놀로지전공,ANT3002-01,Intro to Storytelling,경쟁률,1 : 1.26,1 : 1.04,1 : 1.00,1 : 2.33,1 : 3.00
아트&테크놀로지전공,ANT3008-01,Media Arts Studio,경쟁률,1 : 0.40,쿼터없음,1 : 0.33,1 : 0.20,1 : 0.12
아트&테크놀로지전공,ANT3009-01,Game Studio I,경쟁률,1 : 0.48,쿼터없음,1 : 0.40,1 : 0.17,1 : 0.27
아트&테크놀로지전공,ANT3014-01,UI/UX Design(Capstone design),경쟁률,1 : 0.37,쿼터없음,1 : 0.33,1 : 0.08,1 : 0.18
아트&테크놀로지전공,ANT3016-01,Media Algorithms,경쟁률,1 : 0.23,쿼터없음,1 : 0.03,신청없음,1 : 0.13
아트&테크놀로지전공,ANT4001-01,Visual Story,경쟁률,1 : 1.29,쿼터없음,1 : 0.60,1 : 1.47,1 : 1.40
아트&테크놀로지전공,ANT4002-01,졸업창작프로젝트I,경쟁률,1 : 0.03,쿼터없음,신청없음,1 : 0.05,신청없음
아트&테크놀로지전공,ANT4006-01,졸업창작프로젝트II,경쟁률,1 : 0.03,쿼터없음,신청없음,1 : 0.05,신청없음
아트&테크놀로지전공,ANT4009-01,Mobile Studio,경쟁률,1 : 0.50,쿼터없음,1 : 0.13,1 : 0.18,1 : 0.39
아트&테크놀로지전공,ANT4010-01,졸업창작프로젝트III,경쟁률,1 : 0.17,쿼터없음,1 : 0.10,1 : 0.11,1 : 0.07
아트&테크놀로지전공,ANT4013-01,Creative Capstone Project II,경쟁률,1 : 0.10,쿼터없음,1 : 0.10,신청없음,1 : 0.07
생명과학전공,BIO1102-01,일반생물학II,경쟁률,1 : 1.86,1 : 2.08,1 : 1.60,1 : 1.40,1 : 1.80
생명과학전공,BIO1102-02,일반생물학II,경쟁률,1 : 0.47,1 : 0.50,1 : 0.20,1 : 0.11,1 : 0.05
생명과학전공,BIO1102-03,일반생물학II,경쟁률,1 : 0.16,1 : 0.23,신청없음,1 : 0.04,신청없음
생명과학전공,BIO1106-01,일반생물학실험II,경쟁률,1 : 0.58,1 : 0.88,신청없음,신청없음,쿼터없음
생명과학전공,BIO1106-02,일반생물학실험II,경쟁률,1 : 0.92,1 : 1.00,1 : 1.00,신청없음,쿼터없음
생명과학전공,BIO1106-03,일반생물학실험II,경쟁률,1 : 1.42,1 : 1.75,1 : 0.33,1 : 0.33,쿼터없음
생명과학전공,BIO1106-04,일반생물학실험II,경쟁률,1 : 1.00,1 : 1.50,신청없음,신청없음,쿼터없음
생명과학전공,BIO1106-05,일반생물학실험II,경쟁률,1 : 1.50,1 : 2.25,신청없음,신청없음,쿼터없음
생명과학전공,BIO1106-06,일반생물학실험II,경쟁률,1 : 1.67,1 : 2.13,1 : 0.67,1 : 0.50,쿼터없음
생명과학전공,BIO1106-07,일반생물학실험II,경쟁률,1 : 1.42,1 : 1.88,1 : 0.67,신청없음,쿼터없음
생명과학전공,BIO1106-08,일반생물학실험II,경쟁률,1 : 0.75,1 : 1.13,신청없음,신청없음,쿼터없음
생명과학전공,BIO1106-09,일반생물학실험II,경쟁률,1 : 2.58,1 : 3.38,1 : 1.33,신청없음,쿼터없음
생명과학전공,BIO1106-10,일반생물학실험II,경쟁률,1 : 0.67,1 : 0.50,1 : 0.29,1 : 0.17,쿼터없음
생명과학전공,BIO2122-01,현대생물학실험II,경쟁률,1 : 0.50,신청없음,1 : 0.50,1 : 0.29,신청없음
생명과학전공,BIO2122-02,현대생물학실험II,경쟁률,1 : 1.17,신청없음,1 : 1.50,1 : 0.33,1 : 0.33
생명과학전공,BIO2122-03,현대생물학실험II,경쟁률,1 : 1.17,신청없음,1 : 1.13,1 : 1.00,1 : 2.00
생명과학전공,BIO2130-01,기초생화학,경쟁률,1 : 0.19,신청없음,1 : 0.15,1 : 0.09,1 : 0.03
생명과학전공,BIO2132-01,생화학II,경쟁률,1 : 0.46,신청없음,1 : 0.50,1 : 0.20,1 : 0.10
생명과학전공,BIO2151-01,분자생물학,경쟁률,1 : 0.53,신청없음,1 : 0.55,1 : 0.24,1 : 0.15
생명과학전공,BIO2311-01,인체생물학,경쟁률,1 : 0.26,신청없음,1 : 0.10,1 : 0.18,1 : 0.07
생명과학전공,BIO2511-01,산업미생물학,경쟁률,1 : 0.01,신청없음,1 : 0.03,신청없음,신청없음
생명과학전공,BIO2522-01,식물생명과학,경쟁률,1 : 0.44,1 : 0.20,1 : 0.48,1 : 0.17,1 : 0.13
생명과학전공,BIO2701-01,환경과학론,경쟁률,1 : 0.31,신청없음,1 : 0.34,1 : 0.10,1 : 0.09
생명과학전공,BIO3124-01,현대생물학실험IV,경쟁률,1 : 0.42,쿼터없음,신청없음,1 : 0.33,1 : 0.22
생명과학전공,BIO3124-02,현대생물학실험IV,경쟁률,1 : 0.92,쿼터없음,신청없음,1 : 0.78,1 : 0.80
생명과학전공,BIO3124-03,현대생물학실험IV,경쟁률,1 : 1.42,쿼터없음,1 : 0.50,1 : 1.38,1 : 1.67
생명과학전공,BIO3711-01,미생물학,경쟁률,1 : 0.33,신청없음,1 : 0.07,1 : 0.24,1 : 0.13
생명과학전공,BIO4152-01,고급분자생물학,경쟁률,1 : 0.14,쿼터없음,신청없음,1 : 0.10,1 : 0.10
생명과학전공,BIO4251-01,생물통계학,경쟁률,1 : 0.44,쿼터없음,신청없음,1 : 0.13,1 : 0.39
생명과학전공,BIO4331-01,신경생물학,경쟁률,1 : 0.11,쿼터없음,신청없음,1 : 0.10,1 : 0.07
생명과학전공,BIO4351-01,면역학,경쟁률,1 : 0.10,쿼터없음,신청없음,1 : 0.10,1 : 0.06
생명과학전공,BIO4441-01,분자세포생물학,경쟁률,1 : 0.04,쿼터없음,신청없음,1 : 0.03,1 : 0.03
생명과학전공,BIO4921-01,특수연구,경쟁률,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.05
생명과학전공,BIO4931-01,응용바이오기술실험,경쟁률,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.05
바이오융합기술연계전공,BNT3002-01,바이오융합기술프로젝트II,경쟁률,1 : 0.90,쿼터없음,1 : 0.50,1 : 1.20,1 : 0.56
바이오융합기술연계전공,BNT3009-01,바이오모방공학개론,경쟁률,1 : 0.28,쿼터없음,쿼터없음,1 : 0.25,1 : 0.17
바이오융합기술연계전공,BNT3092-01,특수연구II,경쟁률,1 : 0.20,쿼터없음,쿼터없음,쿼터없음,1 : 0.20
바이오융합기술연계전공,BNTG005-01,바이오측정.기기,경쟁률,1 : 0.05,쿼터없음,쿼터없음,신청없음,1 : 0.05
바이오융합기술연계전공,BNTG006-01,기술과경제정책,경쟁률,1 : 0.18,쿼터없음,쿼터없음,1 : 0.15,1 : 0.11
바이오융합기술연계전공,BNTG009-01,생물물리화학,경쟁률,1 : 0.13,쿼터없음,쿼터없음,1 : 0.20,1 : 0.03
바이오융합기술연계전공,BNTG031-01,지식재산권과특허,경쟁률,1 : 1.03,쿼터없음,1 : 1.00,1 : 1.00,1 : 1.05
바이오융합기술연계전공,BNTG032-01,의공학개론II,경쟁률,1 : 0.13,쿼터없음,쿼터없음,1 : 0.15,1 : 0.05
화공생명공학전공,CBE2002-01,창의설계,경쟁률,1 : 0.20,1 : 0.04,1 : 0.14,쿼터없음,쿼터없음
화공생명공학전공,CBE2002-02,창의설계,경쟁률,1 : 1.67,1 : 1.00,1 : 4.20,쿼터없음,쿼터없음
화공생명공학전공,CBE2002-03,창의설계,경쟁률,1 : 0.43,1 : 0.12,1 : 0.26,쿼터없음,쿼터없음
화공생명공학전공,CBE2002-04,창의설계,경쟁률,1 : 1.33,1 : 0.80,1 : 1.00,쿼터없음,쿼터없음
화공생명공학전공,CBE2006-01,응용생물학,경쟁률,1 : 1.59,1 : 1.22,1 : 2.10,쿼터없음,쿼터없음
화공생명공학전공,CBE2007-01,응용생화학,경쟁률,1 : 0.86,쿼터없음,1 : 0.82,1 : 0.38,쿼터없음
화공생명공학전공,CBE2007-02,응용생화학,경쟁률,1 : 0.69,쿼터없음,1 : 0.58,1 : 0.26,쿼터없음
화공생명공학전공,CBE2009-01,화공생명공학기초실험II,경쟁률,1 : 0.64,쿼터없음,1 : 0.65,1 : 0.25,쿼터없음
화공생명공학전공,CBE2009-02,화공생명공학기초실험II,경쟁률,1 : 0.48,쿼터없음,1 : 0.50,신청없음,쿼터없음
화공생명공학전공,CBE2009-03,화공생명공학기초실험II,경쟁률,1 : 0.44,쿼터없음,1 : 0.45,1 : 0.13,쿼터없음
화공생명공학전공,CBE2009-04,화공생명공학기초실험II,경쟁률,1 : 0.84,쿼터없음,1 : 0.75,1 : 0.20,쿼터없음
화공생명공학전공,CBE2012-01,화공수학II,경쟁률,1 : 0.63,쿼터없음,1 : 0.69,1 : 0.19,1 : 0.04
화공생명공학전공,CBE2012-02,화공수학II,경쟁률,1 : 0.57,쿼터없음,1 : 0.53,1 : 0.22,1 : 0.09
화공생명공학전공,CBE3001-01,화공열역학,경쟁률,1 : 0.89,쿼터없음,1 : 0.78,1 : 0.52,쿼터없음
화공생명공학전공,CBE3001-02,화공열역학,경쟁률,1 : 0.57,쿼터없음,1 : 0.52,1 : 0.21,쿼터없음
화공생명공학전공,CBE3005-01,열및물질전달,경쟁률,1 : 0.53,쿼터없음,쿼터없음,1 : 0.52,1 : 0.15
화공생명공학전공,CBE3005-02,열및물질전달,경쟁률,1 : 0.41,쿼터없음,쿼터없음,1 : 0.38,1 : 0.13
화공생명공학전공,CBE3006-01,공정제어,경쟁률,1 : 0.80,쿼터없음,쿼터없음,1 : 0.82,1 : 0.33
화공생명공학전공,CBE3012-01,화공수학III,경쟁률,1 : 0.14,쿼터없음,쿼터없음,1 : 0.23,1 : 0.03
화공생명공학전공,CBE3016-01,화공생명공학요소실험II,경쟁률,1 : 0.92,쿼터없음,쿼터없음,1 : 0.90,1 : 0.71
화공생명공학전공,CBE3016-02,화공생명공학요소실험II,경쟁률,1 : 0.60,쿼터없음,쿼터없음,1 : 0.70,1 : 0.09
화공생명공학전공,CBE3016-03,화공생명공학요소실험II,경쟁률,1 : 0.32,쿼터없음,쿼터없음,1 : 0.30,1 : 0.11
화공생명공학전공,CBE3016-04,화공생명공학요소실험II,경쟁률,1 : 0.72,쿼터없음,쿼터없음,1 : 0.80,1 : 0.22
화공생명공학전공,CBE4001-01,화공생명공학심화종합설계,경쟁률,1 : 0.73,쿼터없음,쿼터없음,신청없음,1 : 0.73
화공생명공학전공,CBE4001-02,화공생명공학심화종합설계,경쟁률,1 : 0.33,쿼터없음,쿼터없음,신청없음,1 : 0.33
화공생명공학전공,CBE4005-01,촉매공학,경쟁률,1 : 0.67,쿼터없음,쿼터없음,1 : 0.60,1 : 0.32
화공생명공학전공,CBE4008-01,반도체공정,경쟁률,1 : 0.24,쿼터없음,쿼터없음,1 : 0.10,1 : 0.21
화공생명공학전공,CBE4009-01,고분자가공,경쟁률,1 : 0.10,쿼터없음,쿼터없음,1 : 0.14,1 : 0.03
화공생명공학전공,CBE4010-01,화공재료,경쟁률,1 : 0.20,쿼터없음,쿼터없음,1 : 0.12,1 : 0.08
화공생명공학전공,CBE4011-01,전기화학,경쟁률,1 : 0.44,쿼터없음,쿼터없음,1 : 0.43,1 : 0.24
화공생명공학전공,CBE4016-01,석유화학공학,경쟁률,1 : 0.36,쿼터없음,쿼터없음,1 : 0.33,1 : 0.10
화공생명공학전공,CBE4017-01,화공생명공학공정실험,경쟁률,1 : 0.28,쿼터없음,쿼터없음,신청없음,1 : 0.28
화공생명공학전공,CBE4020-01,에너지공학,경쟁률,1 : 0.77,쿼터없음,쿼터없음,1 : 0.66,1 : 0.57
중국문화전공,CHI2003-01,기초한문,경쟁률,1 : 1.07,1 : 1.60,1 : 0.90,1 : 0.64,1 : 0.89
중국문화전공,CHI3003-01,중국어3,경쟁률,1 : 0.97,1 : 1.40,1 : 1.30,1 : 0.80,1 : 0.50
중국문화전공,CHI3006-01,중국시사,경쟁률,1 : 0.58,1 : 0.40,1 : 0.77,1 : 0.17,1 : 0.37
중국문화전공,CHI3007-01,중국어회화2,경쟁률,1 : 0.50,1 : 0.80,1 : 0.55,1 : 0.27,1 : 0.06
중국문화전공,CHI3010-01,중국문화텍스트읽기,경쟁률,1 : 0.47,1 : 0.60,1 : 0.42,1 : 0.18,1 : 0.16
중국문화전공,CHI3013-01,중국의공연예술,경쟁률,1 : 1.00,1 : 1.00,1 : 0.90,1 : 0.64,1 : 1.00
중국문화전공,CHI3018-01,중국언어의이해,경쟁률,1 : 0.83,1 : 1.60,1 : 1.20,1 : 0.20,1 : 0.23
중국문화전공,CHI3027-01,젠더와중국사회,경쟁률,1 : 0.78,1 : 0.20,1 : 0.72,1 : 0.53,1 : 0.47
중국문화전공,CHI3028-01,사서와현대인의수양,경쟁률,1 : 0.85,1 : 0.70,1 : 1.23,1 : 0.40,1 : 0.44
중국문화전공,CHI3037-01,오늘의중국경제,경쟁률,1 : 1.13,신청없음,1 : 0.95,1 : 1.09,1 : 1.40
중국문화전공,CHI4003-01,중국문학사,경쟁률,1 : 0.30,1 : 0.20,1 : 0.21,1 : 0.05,1 : 0.16
중국문화전공,CHI4009-01,중국미디어와도시,경쟁률,1 : 0.31,신청없음,1 : 0.07,1 : 0.28,1 : 0.14
중국문화전공,CHIG008-01,중국지역학방법론,경쟁률,1 : 0.07,쿼터없음,신청없음,1 : 0.10,신청없음
화학전공,CHM1002-01,일반화학II,경쟁률,1 : 0.21,1 : 0.25,쿼터없음,쿼터없음,신청없음
화학전공,CHM1002-02,일반화학II,경쟁률,1 : 1.44,1 : 1.35,쿼터없음,쿼터없음,1 : 0.80
화학전공,CHM1002-03,일반화학II,경쟁률,1 : 0.24,1 : 0.20,쿼터없음,쿼터없음,1 : 0.10
화학전공,CHM1002-04,일반화학II,경쟁률,1 : 0.36,1 : 0.15,쿼터없음,쿼터없음,1 : 0.20
화학전공,CHM1002-05,일반화학II,경쟁률,1 : 1.40,1 : 1.32,쿼터없음,쿼터없음,1 : 0.60
화학전공,CHM1002-06,일반화학II,경쟁률,1 : 1.07,1 : 0.98,쿼터없음,쿼터없음,1 : 0.30
화학전공,CHM1002-07,일반화학II,경쟁률,1 : 0.06,1 : 0.03,쿼터없음,쿼터없음,신청없음
화학전공,CHM1052-01,일반화학실험II,경쟁률,1 : 0.44,1 : 0.44,쿼터없음,쿼터없음,쿼터없음
화학전공,CHM1052-02,일반화학실험II,경쟁률,1 : 0.86,1 : 0.75,쿼터없음,쿼터없음,신청없음
화학전공,CHM1052-03,일반화학실험II,경쟁률,1 : 0.71,1 : 0.42,쿼터없음,쿼터없음,1 : 1.50
화학전공,CHM1052-04,일반화학실험II,경쟁률,1 : 0.71,1 : 0.67,쿼터없음,쿼터없음,1 : 1.00
화학전공,CHM1052-05,일반화학실험II,경쟁률,1 : 0.36,1 : 0.25,쿼터없음,쿼터없음,신청없음
화학전공,CHM1052-06,일반화학실험II,경쟁률,1 : 0.50,1 : 0.33,쿼터없음,쿼터없음,신청없음
화학전공,CHM1052-07,일반화학실험II,경쟁률,1 : 1.00,1 : 0.94,쿼터없음,쿼터없음,쿼터없음
화학전공,CHM1052-08,일반화학실험II,경쟁률,1 : 1.00,1 : 1.00,쿼터없음,쿼터없음,1 : 0.50
화학전공,CHM1052-09,일반화학실험II,경쟁률,1 : 1.31,1 : 1.25,쿼터없음,쿼터없음,쿼터없음
화학전공,CHM1052-10,일반화학실험II,경쟁률,1 : 2.93,1 : 3.00,쿼터없음,쿼터없음,1 : 0.50
화학전공,CHM1052-11,일반화학실험II,경쟁률,1 : 0.43,1 : 0.42,쿼터없음,쿼터없음,1 : 0.50
화학전공,CHM1052-12,일반화학실험II,경쟁률,1 : 0.29,1 : 0.33,쿼터없음,쿼터없음,신청없음
화학전공,CHM1052-13,일반화학실험II,경쟁률,1 : 0.31,1 : 0.31,쿼터없음,쿼터없음,쿼터없음
화학전공,CHM1052-14,일반화학실험II,경쟁률,1 : 1.29,1 : 1.50,쿼터없음,쿼터없음,신청없음
화학전공,CHM1052-15,일반화학실험II,경쟁률,1 : 1.79,1 : 1.58,쿼터없음,쿼터없음,1 : 1.00
화학전공,CHM1052-16,일반화학실험II,경쟁률,1 : 0.64,1 : 0.58,쿼터없음,쿼터없음,1 : 1.00
화학전공,CHM1052-17,일반화학실험II,경쟁률,1 : 0.43,1 : 0.25,쿼터없음,쿼터없음,1 : 1.50
화학전공,CHM1052-18,일반화학실험II,경쟁률,1 : 0.71,1 : 0.67,쿼터없음,쿼터없음,1 : 0.50
화학전공,CHM2102-01,기기분석,경쟁률,1 : 0.13,신청없음,1 : 0.03,1 : 0.12,1 : 0.03
화학전공,CHM2152-01,기기분석실험,경쟁률,1 : 0.63,쿼터없음,쿼터없음,1 : 0.75,1 : 0.40
화학전공,CHM2152-02,기기분석실험,경쟁률,1 : 0.88,쿼터없음,쿼터없음,1 : 0.38,1 : 0.85
화학전공,CHM2201-01,물리화학I,경쟁률,1 : 0.48,1 : 0.03,1 : 0.67,1 : 0.27,1 : 0.05
화학전공,CHM2203-01,물리화학III,경쟁률,1 : 0.05,신청없음,1 : 0.03,1 : 0.03,1 : 0.02
화학전공,CHM2252-01,물리화학실험II,경쟁률,1 : 0.31,쿼터없음,쿼터없음,1 : 0.13,1 : 0.27
화학전공,CHM2252-02,물리화학실험II,경쟁률,1 : 0.06,쿼터없음,쿼터없음,신청없음,1 : 0.06
화학전공,CHM2302-01,유기화학II,경쟁률,1 : 0.16,신청없음,1 : 0.19,1 : 0.10,신청없음
화학전공,CHM2302-02,유기화학II,경쟁률,1 : 0.18,신청없음,1 : 0.23,1 : 0.09,1 : 0.02
화학전공,CHM2332-01,유기화학특론II,경쟁률,1 : 0.02,신청없음,신청없음,1 : 0.02,1 : 0.01
화학전공,CHM2351-01,유기화학실험I,경쟁률,1 : 0.93,쿼터없음,1 : 0.86,쿼터없음,쿼터없음
화학전공,CHM2351-02,유기화학실험I,경쟁률,1 : 0.93,쿼터없음,1 : 0.86,쿼터없음,쿼터없음
화학전공,CHM2351-03,유기화학실험I,경쟁률,1 : 1.07,쿼터없음,1 : 0.93,쿼터없음,쿼터없음
화학전공,CHM2351-04,유기화학실험I,경쟁률,1 : 1.36,쿼터없음,1 : 1.07,쿼터없음,쿼터없음
화학전공,CHM2402-01,무기화학II,경쟁률,1 : 0.14,신청없음,신청없음,1 : 0.12,1 : 0.05
화학전공,CHM2451-01,무기화학실험,경쟁률,1 : 1.17,쿼터없음,쿼터없음,1 : 0.80,1 : 1.25
화학전공,CHM2451-02,무기화학실험,경쟁률,1 : 0.83,쿼터없음,쿼터없음,1 : 0.50,1 : 0.71
화학전공,CHM2451-03,무기화학실험,경쟁률,1 : 1.08,쿼터없음,쿼터없음,1 : 1.00,1 : 1.50
화학전공,CHM2451-04,무기화학실험,경쟁률,1 : 0.42,쿼터없음,쿼터없음,1 : 0.40,1 : 0.13
화학전공,CHM2601-01,생화학I,경쟁률,1 : 0.34,신청없음,1 : 0.24,1 : 0.30,1 : 0.05
화학전공,CHM4052-01,창의적연구프로젝트설계,경쟁률,1 : 0.17,쿼터없음,쿼터없음,1 : 0.10,1 : 0.14
화학전공,CHM4054-01,화학기기종합설계,경쟁률,1 : 0.20,쿼터없음,쿼터없음,1 : 0.20,1 : 0.11
화학전공,CHM4203-01,화학특허와기술이전,경쟁률,1 : 0.02,신청없음,신청없음,1 : 0.01,1 : 0.01
화학전공,CHMG101-01,고급분석화학,경쟁률,1 : 0.02,신청없음,신청없음,신청없음,1 : 0.02
화학전공,CHMG302-01,고급유기화학II,경쟁률,1 : 0.01,신청없음,신청없음,신청없음,1 : 0.01
교양학부(사학),CHS2001-01,한국문화와역사,경쟁률,1 : 1.06,1 : 2.40,1 : 0.65,1 : 0.44,1 : 0.34
교양학부(사학),CHS2001-02,한국문화와역사,경쟁률,1 : 0.34,1 : 0.80,1 : 0.25,1 : 0.05,1 : 0.05
교양학부(사학),CHS2002-01,현대한국의형성,경쟁률,1 : 0.83,1 : 2.00,1 : 0.75,1 : 0.24,1 : 0.13
교양학부(사학),CHS2002-02,현대한국의형성,경쟁률,1 : 0.98,1 : 2.10,1 : 0.85,1 : 0.43,1 : 0.27
교양학부(사학),CHS2002-03,현대한국의형성,경쟁률,1 : 1.08,1 : 2.75,1 : 0.90,1 : 0.27,1 : 0.19
교양학부(사학),CHS2003-01,현대동아시아의형성,경쟁률,1 : 1.38,1 : 4.00,1 : 0.75,1 : 0.32,1 : 0.19
교양학부(사학),CHS2003-02,현대동아시아의형성,경쟁률,1 : 0.88,1 : 2.05,1 : 1.00,1 : 0.25,1 : 0.11
교양학부(사학),CHS2003-03,현대동아시아의형성,경쟁률,1 : 0.93,1 : 2.75,1 : 0.70,1 : 0.12,1 : 0.05
교양학부(사학),CHS2004-01,현대서양의형성,경쟁률,1 : 1.60,1 : 3.95,1 : 1.40,1 : 0.70,1 : 0.27
교양학부(사학),CHS2004-02,현대서양의형성,경쟁률,1 : 0.43,1 : 1.25,1 : 0.35,1 : 0.03,1 : 0.02
교양학부(사학),CHS2004-03,현대서양의형성,경쟁률,1 : 0.73,1 : 1.85,1 : 0.60,1 : 0.25,1 : 0.05
교양학부,CHU4005-01,인물로본중국사,경쟁률,1 : 0.55,1 : 0.80,1 : 0.38,1 : 0.17,1 : 0.27
교양학부,CHU4007-01,인물로본서양사,경쟁률,1 : 0.18,1 : 0.10,1 : 0.08,1 : 0.11,1 : 0.04
교양학부,CHU4011-01,영화로본역사,경쟁률,1 : 0.74,1 : 0.65,1 : 0.63,1 : 0.43,1 : 0.43
교양학부,CHU4013-01,문학작품으로읽는한국사,경쟁률,1 : 0.16,1 : 0.10,1 : 0.13,1 : 0.06,1 : 0.04
교양학부,CHU4016-01,한국사와유교문화,경쟁률,1 : 0.39,1 : 0.35,1 : 0.39,1 : 0.10,1 : 0.13
교양학부,CHU4019-01,인물로본일본사,경쟁률,1 : 0.18,1 : 0.05,1 : 0.13,1 : 0.06,1 : 0.07
신문방송학전공,COM2001-01,커뮤니케이션학입문,경쟁률,1 : 0.97,1 : 1.00,1 : 0.45,1 : 0.65,1 : 0.90
신문방송학전공,COM2002-01,인간커뮤니케이션,경쟁률,1 : 2.03,1 : 7.10,1 : 1.05,1 : 1.00,1 : 1.00
신문방송학전공,COM2003-01,매스커뮤니케이션 캡스톤디자인,경쟁률,1 : 1.40,1 : 4.30,1 : 0.55,1 : 0.42,1 : 0.38
신문방송학전공,COM2004-01,커뮤니케이션조사론,경쟁률,1 : 1.48,1 : 0.60,1 : 2.14,1 : 1.27,1 : 1.47
신문방송학전공,COM3101-01,저널리즘개론,경쟁률,1 : 0.41,쿼터없음,1 : 0.77,1 : 0.16,1 : 0.08
신문방송학전공,COM3102-01,방송원론,경쟁률,1 : 0.44,쿼터없음,1 : 0.60,1 : 0.26,1 : 0.12
신문방송학전공,COM3103-01,창의적말하기와글쓰기,경쟁률,1 : 3.57,쿼터없음,1 : 0.80,1 : 1.92,1 : 7.50
신문방송학전공,COM3107-01,정치커뮤니케이션,경쟁률,1 : 0.50,쿼터없음,1 : 0.45,1 : 0.29,1 : 0.26
신문방송학전공,COM3109-01,과학.환경.위험커뮤니케이션,경쟁률,1 : 0.20,쿼터없음,1 : 0.20,1 : 0.11,1 : 0.08
신문방송학전공,COM3119-01,미디어기호학,경쟁률,1 : 1.20,쿼터없음,쿼터없음,1 : 1.30,1 : 1.00
신문방송학전공,COM3121-01,영상문화와사회,경쟁률,1 : 1.05,쿼터없음,1 : 0.93,1 : 1.09,1 : 0.90
신문방송학전공,COM3128-01,라디오제작(팟캐스팅 및 컨텐츠기획),경쟁률,1 : 1.40,쿼터없음,1 : 1.10,1 : 1.70,1 : 1.40
신문방송학전공,COM3129-01,매스컴연구,경쟁률,1 : 0.53,쿼터없음,쿼터없음,1 : 0.73,1 : 0.21
신문방송학전공,COM3137-01,저널리즘과사회이슈,경쟁률,1 : 0.58,쿼터없음,쿼터없음,1 : 0.65,1 : 0.30
신문방송학전공,COM3201-01,광고커뮤니케이션,경쟁률,1 : 0.66,쿼터없음,1 : 1.10,1 : 0.35,1 : 0.17
신문방송학전공,COM3204-01,광고와소비자심리,경쟁률,1 : 1.27,1 : 1.00,1 : 3.00,1 : 0.80,1 : 0.79
신문방송학전공,COM3205-01,PR전략과이론,경쟁률,1 : 0.80,쿼터없음,1 : 0.70,1 : 0.38,1 : 0.55
신문방송학전공,COM3206-01,통합마케팅커뮤니케이션론캡스톤디자인,경쟁률,1 : 0.38,신청없음,1 : 0.08,1 : 0.19,1 : 0.23
신문방송학전공,COM3207-01,마케팅PR,경쟁률,1 : 0.30,쿼터없음,1 : 0.40,1 : 0.14,1 : 0.15
