전공,입력코드,과목명,구분,1학년,2학년,3학년,4학년
국제한국학전공,KOS3015-01,INTL.l Politics of Korean Peninsula,경쟁률,1 : 1.05,1 : 0.85,1 : 0.43,1 : 0.39
국제한국학전공,KOS3042-01,Korean Studies in Practice II(Capstone),경쟁률,1 : 0.10,1 : 0.05,1 : 0.08,1 : 0.02
국제한국학전공,KOSG002-01,한국학에서디지털기술과학문적실습,경쟁률,쿼터없음,쿼터없음,1 : 0.20,1 : 0.14
국제한국학전공,KOSG003-01,Reading Theories of Korean Development,경쟁률,쿼터없음,쿼터없음,1 : 0.60,1 : 0.17
교양학부,LAU4001-01,현대사회와문학예술,경쟁률,1 : 0.10,1 : 0.18,1 : 0.04,1 : 0.03
교양학부,LAU4006-01,문학과판타지,경쟁률,1 : 0.90,1 : 0.95,1 : 0.43,1 : 0.47
교양학부,LAU4014-01,한국미술의역사와감상,경쟁률,1 : 1.00,1 : 0.50,1 : 0.47,1 : 0.61
교양학부,LAU4015-01,서양미술의역사와감상,경쟁률,1 : 1.03,1 : 1.88,1 : 1.43,1 : 1.40
교양학부,LAU4018-01,한국건축사,경쟁률,1 : 0.33,1 : 0.44,1 : 0.21,1 : 0.42
교양학부,LAU4021-01,서양음악의역사와감상,경쟁률,1 : 1.00,1 : 0.85,1 : 0.39,1 : 0.33
교양학부,LAU4022-01,서양대중음악의이해,경쟁률,1 : 1.60,1 : 1.10,1 : 0.80,1 : 1.58
교양학부,LAU4023-01,예술과자아성장,경쟁률,1 : 0.30,1 : 0.29,1 : 0.18,1 : 0.11
교양학부,LAU4031-01,영화로보는복식사(복식사와영화의상),경쟁률,1 : 1.00,1 : 1.40,1 : 0.90,1 : 1.36
교양학부,LAU4036-01,드로잉-선을통한사고와표현,경쟁률,1 : 4.10,1 : 4.00,1 : 3.60,1 : 10.60
교양학부,LAU4037-01,동양화그리기,경쟁률,1 : 0.70,1 : 4.25,1 : 8.00,1 : 21.20
교양학부,LAU4042-01,자연과문화속의언어,경쟁률,1 : 1.00,1 : 0.60,1 : 0.14,1 : 0.14
교양학부,LAU4045-01,치유서사창작론,경쟁률,1 : 0.92,1 : 1.92,1 : 1.17,1 : 1.83
교양학부,LAU4046-01,연극과퍼포먼스,경쟁률,1 : 3.20,1 : 0.38,1 : 0.15,1 : 0.63
법학전공,LAW3021-01,민법총칙,경쟁률,1 : 0.35,1 : 0.42,1 : 0.26,1 : 0.33
법학전공,LAW4151-01,英法원강,경쟁률,1 : 0.05,1 : 0.15,1 : 0.08,1 : 0.14
"교양학부(독,프,중)",LCS2001-01,독일언어와문화I,경쟁률,1 : 1.30,1 : 0.80,1 : 1.14,1 : 1.00
"교양학부(독,프,중)",LCS2001-02,독일언어와문화I,경쟁률,1 : 1.00,1 : 0.30,1 : 0.25,1 : 0.50
"교양학부(독,프,중)",LCS2001-03,독일언어와문화I,경쟁률,1 : 2.10,1 : 0.30,1 : 0.08,신청없음
"교양학부(독,프,중)",LCS2001-04,독일언어와문화I,경쟁률,1 : 2.40,1 : 0.60,신청없음,1 : 0.07
"교양학부(독,프,중)",LCS2001-05,독일언어와문화I,경쟁률,1 : 0.60,1 : 0.07,1 : 0.11,신청없음
"교양학부(독,프,중)",LCS2002-01,독일언어와문화II,경쟁률,1 : 0.50,1 : 0.07,1 : 0.11,1 : 0.09
"교양학부(독,프,중)",LCS2003-01,프랑스언어와문화I,경쟁률,1 : 0.80,1 : 0.38,1 : 0.64,1 : 0.67
"교양학부(독,프,중)",LCS2003-02,프랑스언어와문화I,경쟁률,1 : 0.80,1 : 0.62,1 : 0.13,1 : 0.44
"교양학부(독,프,중)",LCS2003-03,프랑스언어와문화I,경쟁률,1 : 0.93,1 : 0.36,1 : 0.10,신청없음
"교양학부(독,프,중)",LCS2003-04,프랑스언어와문화I,경쟁률,1 : 1.20,1 : 0.80,1 : 1.20,1 : 3.00
"교양학부(독,프,중)",LCS2003-05,프랑스언어와문화I,경쟁률,1 : 0.73,1 : 0.07,1 : 0.13,1 : 0.13
"교양학부(독,프,중)",LCS2004-01,프랑스언어와문화II,경쟁률,1 : 0.67,1 : 0.33,신청없음,1 : 0.10
"교양학부(독,프,중)",LCS2004-02,프랑스언어와문화II,경쟁률,1 : 0.60,1 : 0.25,1 : 0.18,신청없음
"교양학부(독,프,중)",LCS2005-01,중국언어와문화I,경쟁률,1 : 1.40,1 : 0.10,1 : 0.07,1 : 0.28
"교양학부(독,프,중)",LCS2005-02,중국언어와문화I,경쟁률,1 : 1.10,1 : 0.50,1 : 0.40,신청없음
"교양학부(독,프,중)",LCS2005-03,중국언어와문화I,경쟁률,1 : 1.80,1 : 1.10,1 : 0.80,1 : 0.50
"교양학부(독,프,중)",LCS2005-04,중국언어와문화I,경쟁률,1 : 0.40,1 : 0.19,신청없음,1 : 0.26
"교양학부(독,프,중)",LCS2006-01,중국언어와문화II,경쟁률,1 : 0.70,1 : 0.23,1 : 0.13,1 : 0.22
"교양학부(독,프,중)",LCS2006-02,중국언어와문화II,경쟁률,1 : 1.30,1 : 0.50,1 : 0.40,1 : 0.36
"교양학부(독,프,중)",LCS2007-01,일본언어와문화I,경쟁률,1 : 1.20,1 : 0.60,1 : 0.14,1 : 0.05
"교양학부(독,프,중)",LCS2007-02,일본언어와문화I,경쟁률,1 : 1.60,1 : 1.10,1 : 0.50,1 : 0.40
"교양학부(독,프,중)",LCS2007-03,일본언어와문화I,경쟁률,1 : 2.00,1 : 1.30,1 : 0.80,1 : 1.08
"교양학부(독,프,중)",LCS2008-01,일본언어와문화II,경쟁률,1 : 0.27,1 : 0.24,1 : 0.15,1 : 0.13
교양학부,LCU4011-01,고급영어회화,경쟁률,1 : 0.67,1 : 1.00,1 : 1.86,1 : 1.86
교양학부,LCU4015-01,영화를통한영어연습,경쟁률,쿼터없음,1 : 3.00,1 : 2.00,1 : 3.78
교양학부,LCU4017-01,비즈니스영어연습,경쟁률,쿼터없음,1 : 1.25,1 : 1.33,1 : 1.11
교양학부,LCU4017-02,비즈니스영어연습,경쟁률,쿼터없음,1 : 0.63,1 : 0.33,1 : 1.12
교양학부,LCU4021-01,초급라틴어,경쟁률,1 : 0.30,1 : 0.15,1 : 0.02,1 : 0.07
교양학부,LCU4030-01,초급스페인어,경쟁률,1 : 1.67,1 : 0.43,1 : 0.58,1 : 0.57
교양학부,LCU4035-01,초급러시아어,경쟁률,1 : 0.60,1 : 0.93,1 : 1.27,1 : 2.80
교양학부,LCU4103-01,기본영어,경쟁률,1 : 2.13,1 : 11.00,1 : 5.00,1 : 1.00
교양학부,LCU4104-01,한국의명시감상,경쟁률,1 : 0.55,1 : 0.38,1 : 0.24,1 : 0.24
교양학부,LCU4107-01,튜터링을통한글쓰기능력신장,경쟁률,쿼터없음,1 : 0.60,1 : 0.71,1 : 3.07
교양학부,LCU4107-02,튜터링을통한글쓰기능력신장,경쟁률,쿼터없음,1 : 0.55,1 : 0.28,1 : 0.56
교양학부,LCU4109-01,글쓰기를위한기초인문학,경쟁률,1 : 0.13,1 : 0.47,1 : 0.47,1 : 0.53
교양학부,LCU4110-01,문학예술과창의적글쓰기,경쟁률,1 : 0.88,1 : 1.11,1 : 0.43,1 : 0.82
교양학부,LCU4111-01,해석과설득적글쓰기,경쟁률,신청없음,1 : 0.25,1 : 0.05,1 : 0.08
교양학부,LCU4112-01,과학기술글쓰기,경쟁률,1 : 0.13,1 : 0.07,신청없음,1 : 0.07
교양학부,LCU4113-01,사회학적참여관찰과글쓰기,경쟁률,1 : 0.13,1 : 0.07,신청없음,1 : 0.04
교양학부(중핵자유),LED3002-01,리더십훈련,경쟁률,1 : 0.60,1 : 0.07,1 : 0.13,1 : 0.23
교양학부(중핵자유),LED3010-01,발표와토론,경쟁률,쿼터없음,1 : 0.20,1 : 0.07,1 : 0.46
교양학부(중핵자유),LED3010-02,발표와토론,경쟁률,쿼터없음,1 : 0.20,신청없음,1 : 0.21
수학전공,MAT1060-01,미적분학실습II,경쟁률,1 : 1.25,1 : 2.50,1 : 2.00,1 : 2.00
수학전공,MAT1060-02,미적분학실습II,경쟁률,1 : 0.17,신청없음,1 : 0.07,1 : 0.07
수학전공,MAT1060-03,미적분학실습II,경쟁률,1 : 0.50,1 : 0.25,1 : 0.38,1 : 0.43
수학전공,MAT1060-04,미적분학실습II,경쟁률,1 : 0.17,1 : 0.17,1 : 0.17,1 : 0.17
수학전공,MAT1060-05,미적분학실습II,경쟁률,1 : 0.58,1 : 0.14,1 : 0.13,1 : 0.22
수학전공,MAT1060-06,미적분학실습II,경쟁률,1 : 0.17,신청없음,1 : 0.07,1 : 0.13
수학전공,MAT2110-01,선형대수학,경쟁률,쿼터없음,1 : 0.25,1 : 0.18,1 : 0.16
수학전공,MAT2110-02,선형대수학,경쟁률,쿼터없음,1 : 1.15,1 : 1.60,1 : 1.70
수학전공,MAT2110-03,선형대수학,경쟁률,쿼터없음,1 : 1.03,1 : 2.00,1 : 0.80
수학전공,MAT2120-01,정수론,경쟁률,쿼터없음,1 : 2.43,1 : 1.65,1 : 2.10
수학전공,MAT2120-02,정수론,경쟁률,쿼터없음,1 : 0.77,1 : 0.19,1 : 0.25
수학전공,MAT2220-01,고등미적분학II,경쟁률,쿼터없음,1 : 0.47,1 : 0.22,1 : 0.13
수학전공,MAT2220-02,고등미적분학II,경쟁률,쿼터없음,1 : 0.73,1 : 0.29,1 : 0.50
수학전공,MAT2230-01,미분방정식,경쟁률,쿼터없음,1 : 0.47,1 : 0.28,1 : 0.22
수학전공,MAT2230-02,미분방정식,경쟁률,쿼터없음,1 : 1.53,1 : 0.75,1 : 0.60
수학전공,MAT2420-01,응용수학II,경쟁률,쿼터없음,1 : 0.43,1 : 0.26,1 : 0.24
수학전공,MAT2420-02,응용수학II,경쟁률,쿼터없음,1 : 0.57,1 : 0.23,1 : 0.34
수학전공,MAT3020-01,통계학입문,경쟁률,쿼터없음,1 : 1.90,1 : 1.05,1 : 0.60
수학전공,MAT3020-02,통계학입문,경쟁률,쿼터없음,1 : 0.50,1 : 0.27,1 : 0.24
수학전공,MAT3310-01,현대기하학,경쟁률,쿼터없음,1 : 0.25,1 : 0.76,1 : 0.95
수학전공,MAT3410-01,확률론입문,경쟁률,쿼터없음,1 : 0.40,1 : 0.50,1 : 0.42
수학전공,MAT3420-01,금융수학,경쟁률,쿼터없음,신청없음,1 : 0.48,1 : 0.57
수학전공,MAT4120-01,추상대수학II,경쟁률,쿼터없음,1 : 0.10,1 : 0.59,1 : 0.53
수학전공,MAT4220-01,복소수함수론II,경쟁률,쿼터없음,신청없음,1 : 0.20,1 : 0.15
수학전공,MAT4320-01,위상수학개론I,경쟁률,쿼터없음,1 : 0.30,1 : 0.84,1 : 1.15
수학전공,MAT4331-01,산업수학종합설계,경쟁률,쿼터없음,쿼터없음,1 : 0.50,1 : 0.79
수학전공,MATG110-01,고급선형대수학,경쟁률,쿼터없음,신청없음,1 : 0.17,1 : 0.24
수학전공,MATG220-01,실해석학II,경쟁률,쿼터없음,신청없음,1 : 0.07,1 : 0.04
수학전공,MATQ982-01,수학교과논리및논술,경쟁률,쿼터없음,신청없음,1 : 0.07,1 : 0.25
수학전공,MATQ983-01,수학교과교재연구및지도법,경쟁률,쿼터없음,신청없음,1 : 0.29,신청없음
기계공학전공,MEE1005-01,C프로그래밍기초,경쟁률,쿼터없음,1 : 0.17,쿼터없음,쿼터없음
기계공학전공,MEE2007-01,공학수학II,경쟁률,쿼터없음,1 : 0.74,1 : 0.30,1 : 0.08
기계공학전공,MEE2007-02,공학수학II,경쟁률,쿼터없음,1 : 0.70,1 : 0.36,신청없음
기계공학전공,MEE2008-01,공학설계개론,경쟁률,1 : 0.46,1 : 0.19,1 : 0.06,신청없음
기계공학전공,MEE2008-02,공학설계개론,경쟁률,1 : 0.66,1 : 0.27,1 : 0.05,신청없음
기계공학전공,MEE2012-01,유체역학I,경쟁률,쿼터없음,1 : 0.92,1 : 0.57,1 : 0.06
기계공학전공,MEE2012-02,유체역학I,경쟁률,쿼터없음,1 : 0.64,1 : 0.29,1 : 0.10
기계공학전공,MEE2013-01,동역학,경쟁률,쿼터없음,1 : 0.54,1 : 0.06,신청없음
기계공학전공,MEE2013-02,동역학,경쟁률,쿼터없음,1 : 0.76,1 : 0.45,신청없음
기계공학전공,MEE2014-01,디자인과재료,경쟁률,쿼터없음,1 : 0.62,1 : 0.30,1 : 0.14
기계공학전공,MEE2025-01,모형설계제작,경쟁률,쿼터없음,1 : 0.55,1 : 0.25,1 : 0.09
기계공학전공,MEE2025-02,모형설계제작,경쟁률,쿼터없음,1 : 0.40,신청없음,신청없음
기계공학전공,MEE2026-01,2DCAD,경쟁률,쿼터없음,1 : 0.73,1 : 0.17,신청없음
기계공학전공,MEE3002-01,열역학II,경쟁률,쿼터없음,쿼터없음,1 : 0.20,1 : 0.06
기계공학전공,MEE3005-01,공학수치해석,경쟁률,쿼터없음,쿼터없음,1 : 0.62,1 : 0.15
기계공학전공,MEE3005-02,공학수치해석,경쟁률,쿼터없음,쿼터없음,1 : 0.50,1 : 0.09
기계공학전공,MEE3011-01,부품설계,경쟁률,쿼터없음,쿼터없음,1 : 0.22,신청없음
기계공학전공,MEE3012-01,내연기관,경쟁률,쿼터없음,쿼터없음,1 : 0.40,1 : 0.13
기계공학전공,MEE3015-01,설계방법론(캡스톤디자인),경쟁률,쿼터없음,쿼터없음,1 : 0.63,1 : 0.09
기계공학전공,MEE3025-01,기계공학실험I,경쟁률,쿼터없음,쿼터없음,1 : 0.84,1 : 0.89
기계공학전공,MEE3025-02,기계공학실험I,경쟁률,쿼터없음,쿼터없음,1 : 0.92,1 : 0.43
기계공학전공,MEE3025-03,기계공학실험I,경쟁률,쿼터없음,쿼터없음,1 : 0.20,1 : 0.04
기계공학전공,MEE3025-04,기계공학실험I,경쟁률,쿼터없음,쿼터없음,1 : 0.48,신청없음
기계공학전공,MEE4001-01,유한요소해석,경쟁률,쿼터없음,쿼터없음,1 : 0.42,1 : 0.10
기계공학전공,MEE4016-01,바이오모방공학개론,경쟁률,쿼터없음,쿼터없음,1 : 0.20,1 : 0.09
기계공학전공,MEE4021-01,창의적종합설계,경쟁률,쿼터없음,쿼터없음,쿼터없음,1 : 0.17
기계공학전공,MEE4023-01,로봇설계및제어,경쟁률,쿼터없음,쿼터없음,1 : 0.22,1 : 0.06
기계공학전공,MEE4024-01,계측및신호처리,경쟁률,쿼터없음,쿼터없음,1 : 0.25,1 : 0.13
기계공학전공,MEE4025-01,자동차공학,경쟁률,쿼터없음,쿼터없음,신청없음,1 : 0.03
기계공학전공,MEE4047-01,기계공학세미나,경쟁률,쿼터없음,쿼터없음,1 : 0.27,1 : 0.08
기계공학전공,MEEG005-01,연속체역학,경쟁률,쿼터없음,쿼터없음,1 : 0.03,1 : 0.03
기계공학전공,MEEG017-01,미소열유체공학,경쟁률,쿼터없음,쿼터없음,1 : 0.10,1 : 0.02
기계공학전공,MEEG019-01,공정설계의CAE,경쟁률,쿼터없음,쿼터없음,1 : 0.07,신청없음
기계공학전공,MEEG032-01,전산열전달,경쟁률,쿼터없음,쿼터없음,신청없음,1 : 0.15
경영학전공,MGT2002-01,경영통계학,경쟁률,1 : 2.11,1 : 0.33,1 : 0.30,1 : 0.13
경영학전공,MGT2002-02,경영통계학,경쟁률,1 : 2.31,1 : 0.93,1 : 1.91,1 : 1.50
경영학전공,MGT2002-03,경영통계학,경쟁률,1 : 0.06,1 : 0.04,1 : 0.09,1 : 0.03
경영학전공,MGT2002-04,경영통계학,경쟁률,1 : 0.54,1 : 0.13,1 : 0.08,1 : 0.02
경영학전공,MGT2003-01,회계학원론,경쟁률,1 : 0.06,1 : 0.05,1 : 0.11,1 : 0.04
경영학전공,MGT2003-02,회계학원론,경쟁률,1 : 0.48,1 : 0.67,1 : 0.59,1 : 0.37
경영학전공,MGT2003-03,회계학원론,경쟁률,1 : 1.12,1 : 3.40,1 : 1.10,1 : 0.60
경영학전공,MGT2003-04,회계학원론,경쟁률,1 : 0.28,1 : 0.35,1 : 0.38,1 : 0.11
경영학전공,MGT2003-05,회계학원론,경쟁률,1 : 0.44,1 : 0.34,1 : 0.31,1 : 0.21
경영학전공,MGT2003-06,회계학원론,경쟁률,1 : 4.30,1 : 0.50,1 : 0.40,1 : 0.50
경영학전공,MGT2003-07,회계학원론,경쟁률,1 : 6.40,1 : 1.90,1 : 1.70,1 : 6.60
경영학전공,MGT3001-01,조직행동이론,경쟁률,1 : 0.07,1 : 0.88,1 : 0.58,1 : 0.16
경영학전공,MGT3001-02,조직행동이론,경쟁률,쿼터없음,1 : 1.67,1 : 1.37,1 : 3.20
경영학전공,MGT3001-03,조직행동이론,경쟁률,쿼터없음,1 : 2.20,1 : 1.07,1 : 1.20
경영학전공,MGT3001-04,조직행동이론,경쟁률,신청없음,1 : 0.40,1 : 0.20,1 : 0.16
경영학전공,MGT3002-01,경영정보시스템,경쟁률,쿼터없음,1 : 0.08,1 : 0.10,1 : 0.13
경영학전공,MGT3002-02,경영정보시스템,경쟁률,쿼터없음,1 : 0.24,1 : 0.20,1 : 0.20
경영학전공,MGT3002-03,경영정보시스템,경쟁률,쿼터없음,1 : 0.24,1 : 1.02,1 : 1.75
경영학전공,MGT3002-04,경영정보시스템,경쟁률,쿼터없음,1 : 0.64,1 : 1.50,1 : 1.55
경영학전공,MGT3003-01,생산관리론,경쟁률,쿼터없음,1 : 2.05,1 : 1.24,1 : 0.52
경영학전공,MGT3003-02,생산관리론,경쟁률,쿼터없음,1 : 2.45,1 : 1.28,1 : 0.44
경영학전공,MGT3003-03,생산관리론,경쟁률,쿼터없음,1 : 0.80,1 : 0.66,1 : 0.20
경영학전공,MGT3003-04,생산관리론,경쟁률,쿼터없음,1 : 0.45,1 : 0.06,1 : 0.05
경영학전공,MGT3003-05,생산관리론,경쟁률,쿼터없음,1 : 1.25,1 : 0.32,1 : 0.14
경영학전공,MGT3004-01,재무관리,경쟁률,1 : 0.20,1 : 0.50,1 : 0.91,1 : 1.13
경영학전공,MGT3004-02,재무관리,경쟁률,1 : 0.40,1 : 3.27,1 : 2.00,1 : 1.40
경영학전공,MGT3004-03,재무관리,경쟁률,신청없음,1 : 0.93,1 : 0.59,1 : 0.28
경영학전공,MGT3004-04,재무관리,경쟁률,신청없음,1 : 0.20,1 : 0.14,1 : 0.07
경영학전공,MGT3004-05,재무관리,경쟁률,1 : 0.10,1 : 0.31,1 : 0.38,1 : 0.18
경영학전공,MGT3005-01,관리회계,경쟁률,1 : 0.20,1 : 0.94,1 : 0.88,1 : 1.71
경영학전공,MGT3005-02,관리회계,경쟁률,신청없음,1 : 0.57,1 : 0.24,1 : 0.34
경영학전공,MGT3005-03,관리회계,경쟁률,1 : 0.20,1 : 0.85,1 : 0.66,1 : 0.45
경영학전공,MGT3005-04,관리회계,경쟁률,신청없음,1 : 0.20,1 : 0.24,1 : 0.20
경영학전공,MGT3006-01,마케팅원론,경쟁률,쿼터없음,1 : 0.27,1 : 0.12,1 : 0.15
경영학전공,MGT3006-02,마케팅원론,경쟁률,쿼터없음,1 : 0.20,1 : 0.25,1 : 0.13
경영학전공,MGT3006-03,마케팅원론,경쟁률,쿼터없음,1 : 1.03,1 : 1.05,1 : 1.20
경영학전공,MGT3006-04,마케팅원론,경쟁률,쿼터없음,1 : 0.80,1 : 0.77,1 : 0.23
경영학전공,MGT3006-05,마케팅원론,경쟁률,쿼터없음,1 : 1.93,1 : 2.30,1 : 1.05
경영학전공,MGT3007-01,국제경영론,경쟁률,쿼터없음,1 : 0.30,1 : 0.18,1 : 0.14
경영학전공,MGT3007-02,국제경영론,경쟁률,쿼터없음,1 : 0.25,1 : 0.11,1 : 0.05
경영학전공,MGT3007-03,국제경영론,경쟁률,쿼터없음,1 : 2.95,1 : 1.90,1 : 1.17
경영학전공,MGT3007-04,국제경영론,경쟁률,쿼터없음,1 : 0.60,1 : 1.11,1 : 0.70
경영학전공,MGT3007-05,국제경영론,경쟁률,쿼터없음,1 : 1.20,1 : 1.35,1 : 0.73
경영학전공,MGT4102-01,경영전략,경쟁률,쿼터없음,1 : 0.80,1 : 0.88,1 : 3.08
경영학전공,MGT4102-02,경영전략,경쟁률,쿼터없음,1 : 0.40,1 : 0.30,1 : 0.44
경영학전공,MGT4102-03,경영전략,경쟁률,쿼터없음,신청없음,1 : 0.18,1 : 0.30
경영학전공,MGT4104-01,리더쉽이론,경쟁률,신청없음,1 : 0.11,1 : 0.25,1 : 0.49
경영학전공,MGT4105-01,기업윤리,경쟁률,쿼터없음,1 : 2.80,1 : 1.20,1 : 1.43
경영학전공,MGT4201-01,의사결정론,경쟁률,신청없음,1 : 0.08,1 : 0.21,1 : 0.31
경영학전공,MGT4203-01,경영과학,경쟁률,신청없음,신청없음,1 : 0.20,1 : 0.33
경영학전공,MGT4203-02,경영과학,경쟁률,신청없음,1 : 0.04,1 : 0.31,1 : 0.17
경영학전공,MGT4204-01,시뮬레이션,경쟁률,신청없음,신청없음,1 : 0.24,1 : 0.24
경영학전공,MGT4206-01,경영환경에서의시계열자료분석과예측(캡스톤디자인),경쟁률,신청없음,1 : 0.04,1 : 0.02,1 : 0.18
경영학전공,MGT4207-01,응용경영통계,경쟁률,신청없음,1 : 0.04,1 : 0.31,1 : 0.26
경영학전공,MGT4223-01,정보기술과글로벌소셜비즈니스모델(캡스톤디자인),경쟁률,쿼터없음,1 : 0.10,1 : 0.02,1 : 0.04
경영학전공,MGT4229-01,미래창업을위한창의성과창의경영,경쟁률,신청없음,1 : 0.03,1 : 0.63,1 : 1.50
경영학전공,MGT4241-01,기술경영,경쟁률,쿼터없음,1 : 0.10,1 : 0.33,1 : 0.55
경영학전공,MGT4244-01,로지스틱스와생산전략,경쟁률,쿼터없음,1 : 0.10,1 : 0.21,1 : 0.30
경영학전공,MGT4246-01,서비스기업운영관리론,경쟁률,쿼터없음,1 : 0.90,1 : 0.68,1 : 1.20
경영학전공,MGT4248-01,비즈니스프로세스관리,경쟁률,쿼터없음,신청없음,1 : 0.10,1 : 0.20
경영학전공,MGT4249-01,종합물류론,경쟁률,쿼터없음,1 : 0.10,1 : 0.23,1 : 0.47
경영학전공,MGT4301-01,투자론,경쟁률,신청없음,1 : 0.47,1 : 1.19,1 : 1.50
경영학전공,MGT4301-02,투자론,경쟁률,신청없음,1 : 0.23,1 : 0.72,1 : 1.00
경영학전공,MGT4303-01,선물옵션투자론,경쟁률,신청없음,신청없음,1 : 0.60,1 : 0.68
경영학전공,MGT4304-01,포트폴리오관리,경쟁률,1 : 0.10,신청없음,1 : 0.18,1 : 0.17
경영학전공,MGT4307-01,금융기관론,경쟁률,신청없음,1 : 0.03,1 : 0.12,1 : 0.22
경영학전공,MGT4310-01,재무특강,경쟁률,신청없음,신청없음,1 : 0.14,1 : 0.08
경영학전공,MGT4311-01,금융실무,경쟁률,쿼터없음,쿼터없음,1 : 0.75,1 : 1.69
경영학전공,MGT4313-01,벤처와금융시장(캡스톤디자인),경쟁률,쿼터없음,1 : 0.13,1 : 0.12,1 : 0.22
경영학전공,MGT4314-01,지속가능금융,경쟁률,신청없음,신청없음,1 : 0.06,1 : 0.07
경영학전공,MGT4331-01,보험학원론,경쟁률,신청없음,1 : 0.03,1 : 0.14,1 : 0.10
경영학전공,MGT4331-02,보험학원론,경쟁률,신청없음,신청없음,1 : 0.06,1 : 0.13
경영학전공,MGT4332-01,기업리스크관리,경쟁률,신청없음,신청없음,1 : 0.04,1 : 0.04
경영학전공,MGT4401-01,중급회계1,경쟁률,1 : 0.40,1 : 1.09,1 : 0.97,1 : 0.71
경영학전공,MGT4401-02,중급회계1,경쟁률,신청없음,1 : 1.00,1 : 0.63,1 : 0.32
경영학전공,MGT4402-01,중급회계2,경쟁률,쿼터없음,1 : 0.43,1 : 0.51,1 : 0.44
경영학전공,MGT4404-01,원가회계,경쟁률,1 : 0.20,1 : 0.92,1 : 1.03,1 : 1.15
경영학전공,MGT4406-01,세무회계,경쟁률,신청없음,1 : 0.06,1 : 0.21,1 : 0.23
경영학전공,MGT4501-01,마케팅전략,경쟁률,쿼터없음,1 : 0.10,1 : 0.26,1 : 0.61
경영학전공,MGT4503-01,시장조사론,경쟁률,쿼터없음,신청없음,1 : 0.16,1 : 0.26
경영학전공,MGT4510-01,국제마케팅론,경쟁률,쿼터없음,신청없음,1 : 0.18,1 : 0.22
경영학전공,MGT4514-01,아시아마케팅,경쟁률,쿼터없음,1 : 0.30,1 : 0.24,1 : 0.17
경영학전공,MGT4601-01,기업과국제환경,경쟁률,쿼터없음,1 : 0.75,1 : 1.34,1 : 1.13
경영학전공,MGT4601-02,기업과국제환경,경쟁률,쿼터없음,1 : 0.20,1 : 0.39,1 : 0.37
경영학전공,MGT4609-01,외환론,경쟁률,쿼터없음,1 : 0.17,1 : 0.80,1 : 1.00
경영학전공,MGT4701-01,경영영어라이팅,경쟁률,쿼터없음,쿼터없음,1 : 0.23,1 : 0.23
경영학전공,MGT4704-01,CEO경영특강,경쟁률,신청없음,1 : 0.10,1 : 0.22,1 : 0.59
경영학전공,MGT4707-01,글로벌인턴십(현장실습중심),경쟁률,쿼터없음,쿼터없음,신청없음,쿼터없음
경영학전공,MGT4711-01,산업분석연구,경쟁률,신청없음,신청없음,1 : 0.06,1 : 0.33
경영학전공,MGT4713-01,사회적가치창출프랙티컴,경쟁률,쿼터없음,쿼터없음,1 : 1.02,쿼터없음
경영학전공,MGT4714-01,사회적기업창업과운영,경쟁률,신청없음,1 : 0.07,1 : 0.10,1 : 0.25
정․경․철연계전공,PEP2000-01,"현대문명의정치,경제,철학적이해",경쟁률,1 : 0.04,1 : 0.04,1 : 0.03,1 : 0.03
철학전공,PHI2001-01,철학개론,경쟁률,1 : 2.60,1 : 0.77,1 : 0.46,1 : 0.28
철학전공,PHI2004-01,한국철학사,경쟁률,쿼터없음,1 : 0.03,1 : 0.06,1 : 0.02
철학전공,PHI2007-01,인식론,경쟁률,쿼터없음,1 : 0.20,1 : 0.13,1 : 0.04
철학전공,PHI3001-01,서양고대철학사,경쟁률,쿼터없음,1 : 1.20,1 : 1.75,1 : 3.00
철학전공,PHI3011-01,독일관념론,경쟁률,쿼터없음,1 : 0.45,1 : 0.23,1 : 0.15
철학전공,PHI3021-01,사회철학,경쟁률,쿼터없음,1 : 0.15,1 : 0.19,1 : 0.15
철학전공,PHI3024-01,예술철학,경쟁률,쿼터없음,1 : 0.15,1 : 0.24,1 : 0.16
철학전공,PHI3030-01,언어철학,경쟁률,쿼터없음,1 : 0.90,1 : 0.86,1 : 1.08
철학전공,PHI3033-01,"선진,한철학사",경쟁률,쿼터없음,1 : 0.15,1 : 0.27,1 : 0.24
철학전공,PHI3035-01,"송,명,청철학사",경쟁률,쿼터없음,1 : 0.40,1 : 0.34,1 : 0.16
철학전공,PHI3036-01,중국근현대철학사,경쟁률,쿼터없음,1 : 0.15,1 : 0.16,1 : 0.12
철학전공,PHI4010-01,논리철학,경쟁률,쿼터없음,1 : 0.50,1 : 0.47,1 : 0.50
철학전공,PHI4024-01,과학기술의철학,경쟁률,쿼터없음,신청없음,1 : 0.15,1 : 0.07
철학전공,PHI4038-01,철학상담,경쟁률,쿼터없음,쿼터없음,1 : 0.10,신청없음
철학전공,PHIG083-01,서양철학읽기,경쟁률,쿼터없음,쿼터없음,1 : 0.05,1 : 0.10
철학전공,PHIQ983-01,철학교과교재연구및지도법,경쟁률,쿼터없음,쿼터없음,1 : 0.05,신청없음
물리학전공,PHY1002-01,일반물리II,경쟁률,1 : 1.22,1 : 1.70,1 : 0.10,1 : 0.14
물리학전공,PHY1002-02,일반물리II,경쟁률,1 : 0.53,1 : 0.19,1 : 0.20,1 : 0.09
