학과,과목분반,과목명,1학년,2학년,3학년 ,4학년,전학년
물리학전공,PHY1102-03,일반물리실험II,1 : 1.91,1 : 0.50,1 : 0.67,신청없음,1 : 1.50
물리학전공,PHY1102-04,일반물리실험II,1 : 1.64,1 : 0.50,1 : 0.67,1 : 1.00,1 : 1.44
물리학전공,PHY1102-05,일반물리실험II,1 : 0.09,신청없음,1 : 0.14,1 : 0.08,1 : 0.25
물리학전공,PHY1102-06,일반물리실험II,1 : 0.27,신청없음,신청없음,신청없음,1 : 0.19
물리학전공,PHY1102-07,일반물리실험II,1 : 0.82,신청없음,신청없음,신청없음,1 : 0.56
물리학전공,PHY1102-08,일반물리실험II,1 : 0.73,신청없음,신청없음,신청없음,1 : 0.50
물리학전공,PHY1102-09,일반물리실험II,1 : 1.18,1 : 0.50,신청없음,신청없음,1 : 0.88
물리학전공,PHY1102-10,일반물리실험II,1 : 0.82,신청없음,신청없음,1 : 0.14,1 : 0.63
물리학전공,PHY1102-11,일반물리실험II,1 : 1.00,1 : 1.50,1 : 1.00,신청없음,1 : 1.00
물리학전공,PHY1102-12,일반물리실험II,1 : 0.91,신청없음,신청없음,1 : 0.33,1 : 0.75
물리학전공,PHY1102-13,일반물리실험II,1 : 0.09,신청없음,신청없음,신청없음,1 : 0.06
물리학전공,PHY1102-14,일반물리실험II,1 : 0.36,신청없음,1 : 0.18,1 : 0.10,1 : 0.44
물리학전공,PHY1102-15,일반물리실험II,1 : 0.82,1 : 0.25,신청없음,신청없음,1 : 0.63
물리학전공,PHY1102-16,일반물리실험II,1 : 0.73,신청없음,신청없음,1 : 0.13,1 : 0.56
물리학전공,PHY1102-17,일반물리실험II,1 : 0.18,신청없음,신청없음,신청없음,1 : 0.13
물리학전공,PHY1102-18,일반물리실험II,1 : 0.09,신청없음,1 : 0.14,신청없음,1 : 0.19
물리학전공,PHY1102-19,일반물리실험II,1 : 0.55,1 : 0.29,신청없음,1 : 0.25,1 : 0.63
물리학전공,PHY1102-20,일반물리실험II,1 : 0.36,1 : 0.22,신청없음,신청없음,1 : 0.38
물리학전공,PHY2002-01,역학II,쿼터없음,1 : 0.23,1 : 0.10,1 : 0.07,1 : 0.26
물리학전공,PHY2003-01,전자기학I,쿼터없음,1 : 0.33,1 : 0.11,1 : 0.04,1 : 0.29
물리학전공,PHY2004-01,전자기학II,쿼터없음,1 : 0.43,1 : 0.14,1 : 0.09,1 : 0.39
물리학전공,PHY2006-01,수리물리학II,쿼터없음,1 : 0.35,1 : 0.04,1 : 0.09,1 : 0.30
물리학전공,PHY2007-01,전자물리학I,쿼터없음,1 : 0.28,1 : 0.16,1 : 0.10,1 : 0.34
물리학전공,PHY2009-01,현대물리학,쿼터없음,1 : 0.65,1 : 0.18,1 : 0.03,1 : 0.47
물리학전공,PHY2102-01,실험물리학II,쿼터없음,1 : 1.00,1 : 1.50,1 : 1.00,1 : 1.07
물리학전공,PHY2102-02,실험물리학II,쿼터없음,1 : 0.82,1 : 0.75,1 : 0.50,1 : 0.93
물리학전공,PHY2102-04,실험물리학II,쿼터없음,1 : 1.09,1 : 0.50,신청없음,1 : 0.93
물리학전공,PHY3002-01,양자물리학II,쿼터없음,신청없음,1 : 0.18,1 : 0.12,1 : 0.26
물리학전공,PHY3004-01,통계물리학,쿼터없음,신청없음,1 : 0.20,1 : 0.16,1 : 0.30
물리학전공,PHY3102-01,실험물리학Ⅳ,쿼터없음,신청없음,1 : 0.82,1 : 1.67,1 : 1.17
물리학전공,PHY3102-02,실험물리학Ⅳ,쿼터없음,신청없음,1 : 0.18,1 : 0.40,1 : 0.50
물리학전공,PHY3102-03,실험물리학Ⅳ,쿼터없음,신청없음,1 : 0.45,1 : 0.43,1 : 0.67
물리학전공,PHY4002-01,고체물리학II,쿼터없음,신청없음,신청없음,1 : 0.07,1 : 0.07
물리학전공,PHY4008-01,전산물리학II,쿼터없음,신청없음,1 : 0.30,1 : 0.43,1 : 0.53
물리학전공,PHY4011-01,천체물리학,쿼터없음,신청없음,1 : 0.13,1 : 0.08,1 : 0.14
물리학전공,PHY4201-01,특수연구,쿼터없음,쿼터없음,신청없음,1 : 0.02,1 : 0.02
물리학전공,PHY4203-01,물리특허와기술이전,쿼터없음,신청없음,1 : 0.03,신청없음,1 : 0.02
물리학전공,PHY4204-01,졸업프로젝트,쿼터없음,쿼터없음,신청없음,1 : 0.05,1 : 0.05
물리학전공,PHYG003-01,통계역학,쿼터없음,쿼터없음,쿼터없음,신청없음,1 : 0.03
정치외교학전공,POL2002-01,정치학개론,1 : 0.27,1 : 0.21,1 : 0.11,1 : 0.14,1 : 0.33
정치외교학전공,POL2002-02,정치학개론,1 : 0.50,1 : 0.09,1 : 0.01,1 : 0.02,1 : 0.18
정치외교학전공,POL3068-01,한국의선거,1 : 0.24,1 : 0.08,1 : 0.05,1 : 0.05,1 : 0.17
정치외교학전공,POL3080-01,현대북한의정치,1 : 0.16,1 : 0.05,1 : 0.06,1 : 0.06,1 : 0.16
정치외교학전공,POL3094-01,정당과정당제,1 : 0.02,1 : 0.08,1 : 0.08,1 : 0.09,1 : 0.19
정치외교학전공,POL3107-01,고대중세정치사상,신청없음,1 : 0.02,1 : 0.05,1 : 0.04,1 : 0.08
정치외교학전공,POL3122-01,소유와화폐의정치,1 : 0.02,1 : 0.03,1 : 0.02,1 : 0.01,1 : 0.05
정치외교학전공,POL3163-01,일본정치의이해,1 : 0.08,1 : 0.18,1 : 0.12,1 : 0.11,1 : 0.27
정치외교학전공,POL3167-01,정치발전과저발전의정치,신청없음,1 : 0.04,1 : 0.02,1 : 0.02,1 : 0.06
정치외교학전공,POL3170-01,유럽정치의이해,1 : 0.16,1 : 0.24,1 : 0.15,1 : 0.13,1 : 0.34
정치외교학전공,POL3179-01,비교민주주의론,1 : 0.04,1 : 0.03,1 : 0.09,1 : 0.08,1 : 0.16
정치외교학전공,POL3184-01,정치심리학,1 : 1.68,1 : 1.64,1 : 1.38,1 : 1.30,1 : 1.50
정치외교학전공,POL3185-01,미국정치특강,1 : 0.36,1 : 0.34,1 : 0.38,1 : 0.38,1 : 0.65
정치외교학전공,POL4084-01,한반도정치론,1 : 0.02,1 : 0.05,1 : 0.15,1 : 0.09,1 : 0.22
정치외교학전공,POL4151-01,군사안보전략,신청없음,1 : 0.01,1 : 0.04,1 : 0.08,1 : 0.12
정치외교학전공,POL4155-01,국제관계실무토론과글쓰기,신청없음,신청없음,1 : 0.02,1 : 0.04,1 : 0.06
심리학전공,PSY2001-01,일반심리학,1 : 1.20,1 : 0.87,1 : 0.76,1 : 0.74,1 : 0.97
심리학전공,PSY2003-01,발달심리학,1 : 4.70,1 : 4.27,1 : 1.85,1 : 1.48,1 : 2.64
심리학전공,PSY3001-01,임상심리학,쿼터없음,1 : 1.40,1 : 1.87,1 : 1.90,1 : 1.76
심리학전공,PSY3002-01,상담심리학,1 : 0.10,1 : 0.21,1 : 0.06,1 : 0.17,1 : 0.28
심리학전공,PSY3009-01,사회심리학,1 : 0.30,1 : 0.30,1 : 0.16,1 : 0.12,1 : 0.38
심리학전공,PSY3011-01,청년심리학,1 : 0.40,1 : 1.52,1 : 1.50,1 : 1.00,1 : 1.30
심리학전공,PSY3014-01,학습심리학,1 : 0.40,1 : 1.00,1 : 1.93,1 : 1.73,1 : 1.42
심리학전공,PSY3016-01,동기및정서심리학,1 : 0.05,1 : 0.10,1 : 0.27,1 : 0.15,1 : 0.36
심리학전공,PSY3020-01,아동청소년상담과심리치료,쿼터없음,1 : 0.40,1 : 0.44,1 : 0.54,1 : 0.71
심리학전공,PSY3025-01,개인차의심리학,쿼터없음,1 : 1.10,1 : 2.20,1 : 3.10,1 : 2.13
심리학전공,PSY4002-01,심리검사및측정,1 : 0.05,1 : 0.21,1 : 0.24,1 : 0.27,1 : 0.46
심리학전공,PSY4016-01,조직심리학,쿼터없음,1 : 0.50,1 : 0.47,1 : 0.78,1 : 0.87
심리학전공,PSY4019-01,독서심리학,쿼터없음,1 : 2.60,1 : 1.70,1 : 1.13,1 : 1.57
심리학전공,PSY4036-01,발달정신병리학,쿼터없음,1 : 0.13,1 : 0.64,1 : 0.90,1 : 0.94
심리학전공,PSY4043-01,계량심리학세미나,쿼터없음,1 : 0.20,1 : 0.36,1 : 0.68,1 : 0.76
공공인재 연계전공,PUB2001-01,법과정의,1 : 0.80,1 : 1.33,1 : 4.40,1 : 4.20,1 : 2.75
공공인재 연계전공,PUB2005-01,법과현대사회,1 : 0.05,1 : 0.03,1 : 0.10,1 : 0.18,1 : 0.26
공공인재 연계전공,PUB3003-01,법치행정의이해,1 : 0.03,1 : 0.10,1 : 0.28,1 : 0.24,1 : 0.43
공공인재 연계전공,PUB3004-01,재산관계와법I,1 : 0.13,1 : 0.07,1 : 0.24,1 : 0.39,1 : 0.53
공공인재 연계전공,PUB3006-01,가족관계와법,1 : 0.10,1 : 0.02,1 : 0.05,1 : 0.06,1 : 0.13
공공인재 연계전공,PUB3007-01,민사분쟁처리와법,1 : 0.03,1 : 0.07,1 : 0.01,1 : 0.05,1 : 0.10
공공인재 연계전공,PUB3008-01,범죄와형벌의이해,신청없음,1 : 0.05,1 : 0.06,1 : 0.09,1 : 0.15
공공인재 연계전공,PUB3010-01,기업과법,신청없음,1 : 0.10,1 : 0.13,1 : 0.17,1 : 0.29
공공인재 연계전공,PUB3012-01,국가와법,신청없음,1 : 0.05,1 : 0.14,1 : 0.16,1 : 0.27
공공인재 연계전공,PUB3015-01,소유권과법,신청없음,신청없음,1 : 0.04,1 : 0.05,1 : 0.08
공공인재 연계전공,PUB3019-01,미국의법체계와소송,1 : 0.13,1 : 0.32,1 : 0.18,1 : 0.15,1 : 0.39
공공인재 연계전공,PUB4001-01,국제사회와법,신청없음,1 : 0.30,1 : 0.33,1 : 0.69,1 : 0.80
공공인재 연계전공,PUB4002-01,환경과법,1 : 0.03,신청없음,1 : 0.01,1 : 0.02,1 : 0.03
공공인재 연계전공,PUB4010-01,형사절차의이해Ⅱ,쿼터없음,1 : 0.20,1 : 0.14,1 : 0.59,1 : 0.65
종교학전공,REL2001-01,종교의이해,1 : 0.05,신청없음,신청없음,1 : 0.01,1 : 0.02
종교학전공,REL2012-01,종교학답사III,신청없음,신청없음,1 : 0.02,1 : 0.02,1 : 0.03
종교학전공,REL3006-01,고대근동의종교,1 : 0.08,1 : 0.01,1 : 0.03,1 : 0.01,1 : 0.05
종교학전공,REL3010-01,현대사회와이슬람교,1 : 0.08,1 : 0.03,1 : 0.03,신청없음,1 : 0.06
종교학전공,REL3021-01,도교강독,1 : 0.05,1 : 0.03,1 : 0.03,신청없음,1 : 0.05
종교학전공,REL3024-01,그리스도교강독,1 : 0.03,1 : 0.04,1 : 0.03,1 : 0.03,1 : 0.07
종교학전공,REL3027-01,종교현상학,신청없음,1 : 0.01,1 : 0.02,1 : 0.04,1 : 0.06
종교학전공,REL3028-01,종교인류학,1 : 0.10,1 : 0.03,1 : 0.04,1 : 0.01,1 : 0.08
종교학전공,REL3029-01,종교심리학,1 : 0.03,신청없음,1 : 0.03,1 : 0.03,1 : 0.06
종교학전공,REL3038-01,종교와젠더,1 : 0.03,1 : 0.01,1 : 0.03,1 : 0.02,1 : 0.06
종교학전공,REL4099-01,개별연구논문,_,_,_,_,_
종교학전공,RELG002-01,종교학사,_,_,_,_,_
교양학부,ROT4002-01,안전및조직관리사례연구,쿼터없음,쿼터없음,1 : 0.13,쿼터없음,1 : 0.13
교양학부,ROT4004-01,조직리더십사례연구,쿼터없음,쿼터없음,쿼터없음,1 : 0.22,1 : 0.22
교양학부,SHS2001-01,현대사회의이해,1 : 0.08,1 : 0.04,1 : 0.02,1 : 0.02,1 : 0.12
교양학부,SHS2001-02,현대사회의이해,1 : 0.68,1 : 0.82,1 : 0.53,1 : 1.06,1 : 1.01
교양학부,SHS2002-01,한국과세계,1 : 0.53,1 : 0.29,1 : 0.23,1 : 0.32,1 : 0.70
교양학부,SHS2002-02,한국과세계,1 : 0.42,1 : 0.29,1 : 0.14,1 : 0.10,1 : 0.53
교양학부,SHS2002-03,한국과세계,1 : 0.80,1 : 0.63,1 : 0.36,1 : 0.46,1 : 0.87
교양학부,SHS2002-04,한국과세계,1 : 0.23,1 : 0.11,1 : 0.03,1 : 0.06,1 : 0.28
교양학부,SHS2002-05,한국과세계,1 : 1.15,쿼터없음,쿼터없음,쿼터없음,1 : 1.23
교양학부,SHS2002-06,한국과세계,1 : 0.30,쿼터없음,쿼터없음,쿼터없음,1 : 0.43
교양학부,SHS2002-07,한국과세계,쿼터없음,1 : 0.25,1 : 0.14,1 : 0.08,1 : 0.24
교양학부,SHS2003-01,커뮤니케이션과사회,1 : 0.35,1 : 0.12,1 : 0.20,1 : 0.32,1 : 0.63
교양학부,SHS2004-01,경제와사회,신청없음,1 : 0.04,1 : 0.05,1 : 0.05,1 : 0.12
교양학부,SHS2005-01,법과지식산업,1 : 1.20,1 : 1.05,1 : 1.30,1 : 1.50,1 : 1.21
교양학부,SHS2005-02,법과지식산업,1 : 1.40,1 : 1.50,1 : 1.10,1 : 1.50,1 : 1.40
교양학부,SHS2005-03,법과지식산업,1 : 1.38,1 : 0.50,1 : 0.35,1 : 0.57,1 : 1.10
교양학부,SHS2005-04,법과지식산업,1 : 0.52,1 : 0.41,1 : 0.25,1 : 0.27,1 : 0.70
교양학부,SHS2005-05,법과지식산업,1 : 0.04,1 : 0.06,1 : 0.04,1 : 0.07,1 : 0.17
교양학부,SHS2005-06,법과지식산업,1 : 0.72,1 : 0.68,1 : 0.57,1 : 0.63,1 : 0.92
교양학부,SHS2007-01,생활속의심리학,1 : 0.64,1 : 0.57,1 : 0.35,1 : 0.25,1 : 0.83
교양학부,SHS2007-02,생활속의심리학,1 : 0.94,1 : 0.92,1 : 1.83,1 : 4.80,1 : 1.34
교양학부,SHS2007-03,생활속의심리학,1 : 0.42,1 : 0.21,1 : 0.17,1 : 0.34,1 : 0.67
교양학부,SHU4001-01,북한의이해와통일후한국,1 : 0.10,1 : 0.02,1 : 0.06,1 : 0.09,1 : 0.16
교양학부,SHU4006-01,인권과정의,신청없음,1 : 0.13,1 : 0.02,1 : 0.04,1 : 0.12
교양학부,SHU4023-01,성의식과인간이해,1 : 0.50,1 : 0.05,1 : 0.09,1 : 0.17,1 : 0.32
교양학부,SHU4027-01,영화로사회읽기,신청없음,신청없음,신청없음,1 : 0.02,1 : 0.02
교양학부,SHU4031-01,인권과교육,신청없음,신청없음,신청없음,1 : 0.12,1 : 0.12
교양학부,SHU4054-01,인간관계의심리와대인관계기술,신청없음,1 : 0.03,1 : 0.02,1 : 0.09,1 : 0.11
교양학부,SHU4058-01,내가설계하는최고의인문학강의(스탈링스),1 : 1.05,1 : 0.20,쿼터없음,쿼터없음,1 : 0.78
교양학부,SHU4063-01,4차산업혁명과기업가정신,1 : 0.63,1 : 1.07,1 : 1.67,1 : 4.07,1 : 1.96
교양학부,SHU4067-01,동남아시아현대사회의이해,1 : 0.10,1 : 0.13,1 : 0.17,1 : 0.30,1 : 0.44
교양학부,SHU4068-01,한중정치사회의이해(중국어),1 : 0.18,1 : 0.24,1 : 0.18,1 : 0.09,1 : 0.33
교양학부,SHU4068-02,한중정치사회의이해(중국어),1 : 0.42,1 : 0.89,1 : 0.42,1 : 0.39,1 : 0.75
교양학부,SHU4071-01,기업으로본아시아현대사회,1 : 1.20,1 : 0.60,1 : 0.17,1 : 0.44,1 : 0.76
교양학부,SHU4072-01,현대아시아도시사회의이해,1 : 0.20,1 : 0.07,1 : 0.03,1 : 0.13,1 : 0.22
사회학전공,SOC2001-01,사회학개론,1 : 0.30,1 : 0.18,1 : 0.15,1 : 0.08,1 : 0.30
사회학전공,SOC2001-02,사회학개론,1 : 0.60,1 : 0.36,1 : 0.21,1 : 0.14,1 : 0.46
사회학전공,SOC2004-01,사회통계학,신청없음,1 : 0.50,1 : 0.29,1 : 0.41,1 : 0.64
사회학전공,SOC3006-01,사회변동론,1 : 0.20,1 : 0.11,1 : 0.06,1 : 0.06,1 : 0.19
사회학전공,SOC3011-01,도시사회학,1 : 0.10,1 : 0.11,1 : 0.06,1 : 0.11,1 : 0.21
사회학전공,SOC3013-01,현대가족연구,신청없음,1 : 0.25,1 : 0.02,1 : 0.04,1 : 0.18
사회학전공,SOC3017-01,예술사회학,1 : 0.05,1 : 0.33,1 : 0.30,1 : 0.15,1 : 0.45
사회학전공,SOC3018-01,일상생활의사회학,1 : 0.45,1 : 0.35,1 : 0.20,1 : 0.17,1 : 0.46
사회학전공,SOC3019-01,교육사회학,1 : 0.40,1 : 0.56,1 : 0.35,1 : 0.40,1 : 0.69
사회학전공,SOC3020-01,세계화와후기산업사회,1 : 0.15,1 : 0.14,1 : 0.12,1 : 0.17,1 : 0.31
사회학전공,SOC3032-01,현대사회와세대문제,1 : 0.50,1 : 0.60,1 : 0.44,1 : 0.29,1 : 0.66
사회학전공,SOC3034-01,국제이주와초국가주의,신청없음,1 : 0.05,1 : 0.07,1 : 0.05,1 : 0.13
사회학전공,SOC3051-01,시장과사회,신청없음,1 : 0.05,1 : 0.05,1 : 0.01,1 : 0.08
사회학전공,SOCG010-01,사회학글쓰기,신청없음,신청없음,신청없음,1 : 0.01,1 : 0.01
스포츠미디어 연계전공,SPM3001-01,운동처방,1 : 0.07,1 : 0.14,1 : 0.11,1 : 0.13,1 : 0.26
스포츠미디어 연계전공,SPM3004-01,스포츠프로모션,1 : 0.40,1 : 0.25,1 : 0.05,1 : 0.07,1 : 0.26
스포츠미디어 연계전공,SPM3007-01,스포츠사회학,1 : 0.20,1 : 0.19,1 : 0.05,1 : 0.03,1 : 0.17
스포츠미디어 연계전공,SPM3009-01,스포츠마케팅,1 : 0.47,1 : 0.04,1 : 0.10,1 : 0.12,1 : 0.27
스포츠미디어 연계전공,SPM3013-01,스포츠정치철학,신청없음,신청없음,1 : 0.04,1 : 0.01,1 : 0.04
스포츠미디어 연계전공,SPM3015-01,서사적체육:스포츠와스토리텔링,신청없음,신청없음,신청없음,1 : 0.40,1 : 0.40
스포츠미디어 연계전공,SPM3101-01,스쿠바다이빙,신청없음,신청없음,1 : 0.07,1 : 0.82,1 : 0.83
스포츠미디어 연계전공,SPM3113-01,댄스스포츠I,신청없음,신청없음,1 : 0.10,1 : 0.81,1 : 0.83
스포츠미디어 연계전공,SPM3114-01,댄스스포츠II,신청없음,1 : 0.05,1 : 0.10,1 : 0.53,1 : 0.58
스포츠미디어 연계전공,SPM3116-01,태권도,신청없음,신청없음,1 : 0.10,1 : 0.38,1 : 0.43
스포츠미디어 연계전공,SPM3119-01,파워요가,신청없음,1 : 0.40,1 : 0.14,1 : 0.93,1 : 0.95
스포츠미디어 연계전공,SPM3120-01,댄스피트니스,신청없음,1 : 0.10,1 : 0.04,1 : 0.43,1 : 0.48
교양학부,STS2001-01,자연과인간,1 : 0.77,1 : 1.21,1 : 2.10,1 : 1.30,1 : 1.21
교양학부,STS2002-01,생명과환경,1 : 2.83,1 : 1.25,1 : 2.80,1 : 3.60,1 : 2.52
교양학부,STS2002-02,생명과환경,1 : 0.55,1 : 0.11,1 : 0.04,1 : 0.08,1 : 0.49
교양학부,STS2004-01,대학수학,1 : 2.28,1 : 5.60,1 : 3.33,1 : 1.50,1 : 2.58
교양학부,STS2004-02,대학수학,1 : 0.50,1 : 0.20,1 : 0.11,1 : 0.12,1 : 0.62
교양학부,STS2004-03,대학수학,1 : 0.62,1 : 0.71,1 : 0.40,1 : 0.13,1 : 0.88
교양학부,STS2004-04,대학수학,1 : 0.34,1 : 0.11,1 : 0.08,1 : 0.03,1 : 0.42
교양학부,STS2004-05,대학수학,1 : 0.32,1 : 0.15,1 : 0.08,1 : 0.03,1 : 0.43
교양학부,STS2004-06,대학수학,1 : 0.68,1 : 0.29,1 : 0.33,1 : 0.14,1 : 0.80
교양학부,STS2004-07,대학수학,1 : 0.36,1 : 0.78,1 : 1.18,1 : 6.00,1 : 1.20
교양학부,STS2006-01,미적분학II,1 : 0.10,신청없음,신청없음,신청없음,1 : 0.08
교양학부,STS2006-02,미적분학II,1 : 1.24,1 : 2.40,1 : 0.67,1 : 0.33,1 : 1.28
교양학부,STS2006-03,미적분학II,1 : 1.00,1 : 1.00,1 : 0.67,신청없음,1 : 0.95
교양학부,STS2006-04,미적분학II,1 : 0.66,1 : 0.18,1 : 0.14,신청없음,1 : 0.67
교양학부,STS2006-05,미적분학II,1 : 0.24,1 : 0.05,1 : 0.05,신청없음,1 : 0.27
교양학부,STS2006-06,미적분학II,1 : 1.60,1 : 3.00,1 : 1.67,1 : 1.00,1 : 1.70
교양학부,STS2006-07,미적분학II,1 : 0.12,1 : 0.04,1 : 0.02,신청없음,1 : 0.15
교양학부,STS2006-08,미적분학II,1 : 1.30,1 : 4.60,1 : 1.67,1 : 3.00,1 : 1.65
교양학부,STS2006-09,미적분학II,1 : 0.34,1 : 0.05,1 : 0.03,신청없음,1 : 0.33
교양학부,STS2006-10,미적분학II,1 : 0.12,신청없음,신청없음,신청없음,1 : 0.10
교양학부,STS2006-11,미적분학II,1 : 1.78,1 : 2.40,1 : 1.00,1 : 0.50,1 : 1.75
교양학부,STS2006-12,미적분학II,1 : 0.56,1 : 0.15,1 : 0.12,1 : 0.04,1 : 0.60
교양학부,STS2008-01,고급응용C프로그래밍,쿼터없음,1 : 0.40,1 : 0.19,1 : 0.15,1 : 0.56
교양학부,STS2008-02,고급응용C프로그래밍,쿼터없음,1 : 0.31,1 : 0.07,1 : 0.25,1 : 0.49
교양학부,STS2008-03,고급응용C프로그래밍,쿼터없음,1 : 0.17,1 : 0.03,1 : 0.03,1 : 0.18
교양학부,STS2008-04,고급응용C프로그래밍,쿼터없음,1 : 0.57,1 : 0.25,1 : 0.40,1 : 0.73
교양학부,STS2008-05,고급응용C프로그래밍,쿼터없음,1 : 0.37,1 : 0.30,1 : 0.21,1 : 0.60
교양학부,STS2010-01,과학사,1 : 0.23,1 : 0.07,1 : 0.06,1 : 0.05,1 : 0.23
교양학부,STS2010-02,과학사,1 : 0.80,1 : 0.15,1 : 0.09,1 : 0.10,1 : 0.50
교양학부,STS2011-01,기초빅데이터프로그래밍,쿼터없음,1 : 0.48,1 : 0.50,1 : 1.40,1 : 1.17
교양학부,STS2011-02,기초빅데이터프로그래밍,쿼터없음,1 : 0.12,1 : 0.48,1 : 0.67,1 : 0.83
교양학부,STU4004-01,생명의신비,1 : 0.03,1 : 0.10,1 : 0.04,1 : 0.01,1 : 0.09
교양학부,STU4005-01,바다의이해,1 : 0.40,1 : 0.28,1 : 0.30,1 : 1.36,1 : 1.23
교양학부,STU4010-01,건강과한의학,1 : 0.20,1 : 0.06,1 : 0.05,1 : 0.10,1 : 0.18
교양학부,STU4011-01,우주와원자시대,1 : 2.07,1 : 0.20,1 : 0.12,1 : 0.24,1 : 1.10
교양학부,STU4011-02,우주와원자시대,1 : 0.57,1 : 0.06,1 : 0.02,1 : 0.06,1 : 0.33
스타트업연계전공,SUA2003-01,창의적문제해결과신제품개발(스타트업),신청없음,1 : 0.10,1 : 0.16,1 : 0.12,1 : 0.23
스타트업연계전공,SUA2005-01,실전스타트업(캡스톤디자인),쿼터없음,쿼터없음,1 : 0.30,1 : 0.06,1 : 0.20
스타트업연계전공,SUA4003-01,벤처창업과투자유치실습,신청없음,신청없음,신청없음,1 : 0.17,1 : 0.17
스타트업연계전공,SUA4010-01,스타트업사업운영실습,신청없음,신청없음,신청없음,1 : 0.07,1 : 0.07
교양학부,TLS1001-01,독서와토론,1 : 0.40,1 : 1.71,1 : 3.20,1 : 2.60,1 : 1.97
교양학부,TLS1002-01,비평적글쓰기연습,1 : 0.33,1 : 1.20,1 : 1.80,1 : 1.80,1 : 1.37
교양학부,TLS1002-02,비평적글쓰기연습,1 : 0.13,1 : 1.39,1 : 2.60,1 : 2.60,1 : 1.77
교양학부,TLS1003-01,스토리텔링글쓰기연습,1 : 1.33,1 : 8.60,1 : 3.80,1 : 1.80,1 : 3.03
교양학부,TLS1004-01,영어글로벌의사소통II,1 : 1.71,1 : 0.86,1 : 0.43,1 : 0.20,1 : 0.88
교양학부,TLS1004-02,영어글로벌의사소통II,1 : 4.57,1 : 2.00,1 : 1.17,1 : 0.33,1 : 2.12
교양학부,TLS1004-03,영어글로벌의사소통II,1 : 2.14,1 : 1.86,1 : 1.50,1 : 0.17,1 : 1.46
교양학부,TLS1004-04,영어글로벌의사소통II,1 : 1.71,1 : 0.71,신청없음,1 : 0.14,1 : 0.73
교양학부,TLS1004-05,영어글로벌의사소통II,1 : 1.86,1 : 0.57,신청없음,1 : 0.13,1 : 0.73
교양학부,TLS1004-06,영어글로벌의사소통II,1 : 0.71,1 : 0.89,1 : 0.29,1 : 0.45,1 : 0.77
교양학부,TLS1004-07,영어글로벌의사소통II,1 : 0.71,1 : 1.00,1 : 0.17,1 : 0.64,1 : 0.85
교양학부,TLS1004-08,영어글로벌의사소통II,1 : 1.43,1 : 0.57,1 : 0.22,1 : 0.08,1 : 0.65
교양학부,TLS1004-09,영어글로벌의사소통II,1 : 2.14,1 : 0.57,신청없음,1 : 0.13,1 : 0.81
