개설전공,입력코드,과목명,전체,2학년,3학년,4학년,1학년
"교양학부(철학,종교)",ETS2002-03,논리와비판적사고,1 : 0.98,1 : 1.65,1 : 0.70,1 : 1.06,1 : 0.47
"교양학부(철학,종교)",ETS2002-04,논리와비판적사고,1 : 0.14,1 : 0.25,1 : 0.09,1 : 0.02,1 : 0.03
"교양학부(철학,종교)",ETS2002-05,논리와비판적사고,1 : 0.26,1 : 0.55,1 : 0.10,1 : 0.08,1 : 0.06
"교양학부(철학,종교)",ETS2002-06,논리와비판적사고,1 : 1.41,1 : 2.50,1 : 1.75,1 : 1.50,1 : 0.43
"교양학부(철학,종교)",ETS2003-01,철학산책,1 : 0.21,1 : 0.43,1 : 0.02,1 : 0.10,1 : 0.04
"교양학부(철학,종교)",ETS2004-01,종교와세계문화,1 : 0.33,1 : 0.65,1 : 0.11,1 : 0.16,1 : 0.05
"교양학부(철학,종교)",ETS2004-02,종교와세계문화,1 : 0.33,1 : 0.85,1 : 0.09,1 : 0.05,1 : 0.08
"교양학부(철학,종교)",ETS2004-03,종교와세계문화,1 : 0.16,1 : 0.20,1 : 0.09,1 : 0.05,1 : 0.04
"교양학부(철학,종교)",ETS2004-04,종교와세계문화,1 : 0.21,1 : 0.65,1 : 0.07,1 : 0.02,1 : 0.02
"교양학부(철학,종교)",ETS2004-05,종교와세계문화,1 : 0.33,1 : 0.85,신청없음,1 : 0.07,1 : 0.10
"교양학부(철학,종교)",ETS2004-06,종교와세계문화,1 : 0.44,1 : 1.15,1 : 0.40,1 : 0.06,1 : 0.04
"교양학부(철학,종교)",ETS2004-07,종교와세계문화,1 : 0.05,1 : 0.15,신청없음,1 : 0.02,신청없음
교양학부,ETU4002-01,정보윤리학,1 : 0.25,1 : 0.30,1 : 0.12,1 : 0.08,쿼터없음
교양학부,ETU4003-01,직업과윤리,1 : 0.15,1 : 0.15,신청없음,1 : 0.09,쿼터없음
교양학부,ETU4005-01,서양철학고전읽기,1 : 0.20,신청없음,1 : 0.13,1 : 0.11,쿼터없음
교양학부,ETU4009-01,영화와철학,1 : 0.68,1 : 0.80,1 : 0.42,1 : 0.33,쿼터없음
교양학부,ETU4010-01,한국문화와종교,1 : 0.14,1 : 0.10,1 : 0.13,1 : 0.08,신청없음
교양학부,ETU4016-01,"종교,폭력,평화",1 : 0.13,1 : 0.15,1 : 0.03,1 : 0.11,신청없음
#N/A,EUR2201-01,기초독어,1 : 0.87,1 : 1.30,1 : 1.20,1 : 1.40,신청없음
#N/A,EUR2243-01,독일예술감상,1 : 1.43,1 : 2.40,1 : 2.20,1 : 1.20,1 : 0.20
#N/A,EUR2301-01,기초프랑스어,1 : 0.23,1 : 0.30,1 : 0.15,1 : 0.07,1 : 0.02
#N/A,EUR2302-01,쉬운프랑스어읽기,1 : 0.30,1 : 0.53,1 : 0.18,1 : 0.06,1 : 0.03
#N/A,EUR2303-01,프랑스어문법1,1 : 0.23,1 : 0.40,1 : 0.19,신청없음,1 : 0.02
#N/A,EUR3218-01,게르만인과언어,1 : 0.57,1 : 1.30,1 : 0.60,1 : 0.14,신청없음
#N/A,EUR3233-01,독일낭만주의문학,1 : 0.60,1 : 0.70,1 : 0.88,1 : 0.67,신청없음
#N/A,EUR3237-01,독일어권문학연구,1 : 0.33,1 : 0.60,신청없음,1 : 0.21,1 : 0.05
#N/A,EUR3244-01,독일어권문화탐방,1 : 1.10,1 : 2.30,1 : 1.00,1 : 1.00,신청없음
#N/A,EUR3245-01,독일문화사,1 : 0.70,1 : 1.10,1 : 0.80,1 : 0.83,1 : 0.09
#N/A,EUR3321-01,시청각프랑스어2,1 : 0.40,1 : 0.33,1 : 0.44,1 : 0.21,신청없음
#N/A,EUR3323-01,프랑스어작문1,1 : 0.56,1 : 0.67,1 : 0.65,1 : 0.32,1 : 0.04
#N/A,EUR3327-01,연극을통한프랑스어연습,1 : 0.50,1 : 0.60,1 : 0.42,1 : 0.17,쿼터없음
#N/A,EUR3340-01,프랑스문학강독1,1 : 0.25,1 : 0.33,1 : 0.32,1 : 0.03,신청없음
#N/A,EUR3348-01,프랑스시,1 : 0.17,1 : 0.20,1 : 0.11,1 : 0.05,신청없음
#N/A,EUR3361-01,프랑스어권의다문화,1 : 0.29,1 : 0.20,1 : 0.07,1 : 0.28,신청없음
#N/A,EUR3364-01,프랑스문화강독1,1 : 0.53,1 : 0.40,1 : 0.38,1 : 0.47,신청없음
#N/A,EUR4207-01,시사독일어,1 : 0.50,1 : 0.80,1 : 0.71,1 : 0.29,신청없음
#N/A,EUR4381-01,시청각프랑스어4,1 : 0.16,신청없음,1 : 0.03,1 : 0.16,신청없음
#N/A,EURG211-01,고급독어,1 : 0.20,1 : 0.20,1 : 0.23,1 : 0.07,신청없음
#N/A,EURG304-01,프랑스어강독과번역,1 : 0.35,1 : 1.50,1 : 0.20,1 : 0.22,신청없음
여성학연계전공,GES2001-01,현대사회와여성,1 : 0.09,1 : 0.10,1 : 0.03,1 : 0.05,신청없음
여성학연계전공,GES3003-01,여성과취업,1 : 0.59,쿼터없음,1 : 0.25,1 : 0.53,쿼터없음
여성학연계전공,GES3009-01,여성심리학,1 : 0.06,1 : 0.05,1 : 0.05,1 : 0.02,신청없음
여성학연계전공,GES3010-01,남성문화연구,1 : 0.09,1 : 0.15,1 : 0.03,1 : 0.04,신청없음
여성학연계전공,GES3011-01,여성신학,1 : 0.04,신청없음,신청없음,1 : 0.05,신청없음
여성학연계전공,GES3013-01,한국여성사,1 : 0.09,1 : 0.05,1 : 0.05,1 : 0.05,신청없음
교양학부(교양신학),HFS2001-01,철학적인간학,1 : 0.42,1 : 0.33,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-02,철학적인간학,1 : 1.63,1 : 1.33,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-03,철학적인간학,1 : 1.45,1 : 1.30,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-04,철학적인간학,1 : 1.28,1 : 1.03,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-05,철학적인간학,1 : 1.55,1 : 1.17,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2002-01,신학적인간학,1 : 0.29,1 : 0.28,1 : 0.11,신청없음,쿼터없음
교양학부(교양신학),HFS2002-02,신학적인간학,1 : 1.53,1 : 1.64,1 : 1.80,1 : 0.70,쿼터없음
교양학부(교양신학),HFS2002-03,신학적인간학,1 : 1.99,1 : 1.74,1 : 3.50,1 : 1.70,쿼터없음
교양학부(교양신학),HFS2002-04,신학적인간학,1 : 2.04,1 : 2.06,1 : 2.90,1 : 0.90,쿼터없음
교양학부(교양신학),HFS2003-01,그리스도교윤리,1 : 1.70,1 : 1.88,1 : 1.80,1 : 0.70,쿼터없음
교양학부(교양신학),HFS2003-02,그리스도교윤리,1 : 0.73,1 : 0.64,1 : 0.46,1 : 0.24,쿼터없음
교양학부(교양신학),HFS2003-03,그리스도교윤리,1 : 2.99,1 : 3.04,1 : 3.20,1 : 2.40,쿼터없음
교양학부(교양신학),HFS2003-04,그리스도교윤리,1 : 0.09,1 : 0.12,신청없음,신청없음,쿼터없음
교양학부,HFU4003-01,생명윤리,1 : 0.64,1 : 1.20,1 : 0.67,1 : 0.52,1 : 0.13
교양학부,HFU4005-01,개인과공동체,1 : 0.37,1 : 0.53,1 : 0.14,1 : 0.21,1 : 0.10
교양학부,HFU4012-01,그리스도교신앙과영성,1 : 0.53,1 : 0.95,1 : 0.48,1 : 0.31,신청없음
교양학부,HFU4014-01,영성수련,1 : 0.76,1 : 0.07,1 : 0.24,1 : 0.94,신청없음
교양학부,HFU4024-01,문학과영성,1 : 0.25,1 : 0.20,1 : 0.17,1 : 0.16,1 : 0.03
교양학부,HFU4026-01,치유의행복학,1 : 2.00,1 : 3.50,1 : 2.10,1 : 2.20,1 : 0.20
사학전공,HIS2003-01,한국사개론,1 : 0.13,1 : 0.35,1 : 0.06,1 : 0.02,신청없음
사학전공,HIS2004-01,동아시아사개론,1 : 0.28,1 : 0.60,1 : 0.07,1 : 0.11,1 : 0.05
사학전공,HIS2005-01,서양사개론,1 : 0.63,1 : 1.50,1 : 0.65,1 : 0.22,1 : 0.02
사학전공,HIS2006-01,역사학입문,1 : 0.35,1 : 0.90,1 : 0.14,1 : 0.15,1 : 0.02
사학전공,HIS3003-01,조선시대사,1 : 0.48,1 : 0.65,1 : 0.41,1 : 0.36,1 : 0.02
사학전공,HIS3008-01,중국근세사,1 : 0.26,1 : 0.45,1 : 0.16,1 : 0.11,1 : 0.03
사학전공,HIS3014-01,일본사개설,1 : 0.05,1 : 0.10,1 : 0.03,1 : 0.02,신청없음
사학전공,HIS3015-01,요동사,1 : 0.13,1 : 0.25,1 : 0.09,1 : 0.04,신청없음
사학전공,HIS3021-01,서양고대사,1 : 0.18,1 : 0.20,1 : 0.14,1 : 0.10,신청없음
사학전공,HIS3022-01,서양중세사,1 : 0.15,1 : 0.20,1 : 0.08,1 : 0.09,신청없음
사학전공,HIS3024-01,절대주의와계몽주의시대사,1 : 0.05,1 : 0.05,1 : 0.05,1 : 0.02,신청없음
사학전공,HIS3026-01,민족주의와제국주의시대사,1 : 0.33,1 : 0.85,1 : 0.09,1 : 0.15,1 : 0.02
사학전공,HIS3037-01,미국사개설,1 : 0.19,1 : 0.30,1 : 0.18,1 : 0.06,신청없음
사학전공,HIS3039-01,한국사학사,1 : 0.15,1 : 0.15,1 : 0.14,1 : 0.08,신청없음
사학전공,HIS3042-01,한국정치사,1 : 0.04,1 : 0.05,1 : 0.03,1 : 0.02,신청없음
사학전공,HIS3046-01,한중교섭사,1 : 0.08,1 : 0.05,1 : 0.03,1 : 0.07,신청없음
사학전공,HIS3047-01,한일관계사,1 : 0.14,1 : 0.10,1 : 0.16,1 : 0.06,신청없음
사학전공,HIS3052-01,한국금석학,1 : 0.05,신청없음,1 : 0.03,1 : 0.05,신청없음
사학전공,HIS3069-01,근대시민혁명사,1 : 0.14,1 : 0.20,1 : 0.08,1 : 0.08,신청없음
사학전공,HIS3072-01,문화유산현장실습3,1 : 0.26,1 : 0.35,1 : 0.06,1 : 0.24,신청없음
사학전공,HIS4013-01,서양사특강2,1 : 0.10,1 : 0.10,1 : 0.03,1 : 0.09,신청없음
사학전공,HIS4015-01,미국사특강1,1 : 0.08,신청없음,1 : 0.03,1 : 0.08,신청없음
교양학부(체육),HLU4001-01,영양과다이어트,1 : 0.31,1 : 0.20,1 : 0.19,1 : 0.24,신청없음
교양학부(체육),HLU4004-01,수영,1 : 0.43,1 : 0.11,1 : 0.24,1 : 0.45,신청없음
교양학부(체육),HLU4006-01,요가,1 : 3.29,1 : 1.56,1 : 3.78,1 : 7.33,1 : 0.13
교양학부(체육),HLU4007-01,테니스,1 : 1.11,1 : 0.78,1 : 0.82,1 : 1.91,1 : 0.25
교양학부(체육),HLU4007-02,테니스,1 : 1.06,1 : 0.67,1 : 0.08,1 : 1.50,신청없음
교양학부(체육),HLU4008-01,탁구,1 : 1.91,1 : 1.44,1 : 2.67,1 : 3.11,1 : 0.25
교양학부(체육),HLU4009-01,배드민턴,1 : 0.83,1 : 0.44,1 : 0.14,1 : 1.10,신청없음
교양학부(체육),HLU4011-01,농구,1 : 0.37,1 : 0.11,1 : 0.06,1 : 0.44,신청없음
교양학부(체육),HLU4011-02,농구,1 : 0.57,1 : 0.78,1 : 0.36,1 : 0.50,1 : 0.06
교양학부(체육),HLU4013-01,축구,1 : 0.69,1 : 0.56,1 : 0.38,1 : 0.82,신청없음
교양학부(체육),HLU4013-02,축구,1 : 0.91,1 : 0.89,1 : 0.40,1 : 1.20,1 : 0.25
교양학부(체육),HLU4014-01,야구,1 : 1.00,1 : 0.22,1 : 0.38,1 : 1.42,신청없음
교양학부(체육),HLU4015-01,골프,1 : 1.06,1 : 1.00,1 : 0.56,1 : 1.77,신청없음
교양학부(체육),HLU4015-02,골프,1 : 0.66,1 : 0.11,1 : 0.18,1 : 0.83,신청없음
교양학부(체육),HLU4102-01,테니스II,1 : 0.57,1 : 0.56,1 : 0.54,1 : 0.53,신청없음
교양학부(중핵자유),HSS3001-01,인간과인성,1 : 0.43,1 : 0.24,1 : 0.17,1 : 0.47,1 : 0.02
교양학부(중핵자유),HSS3002-01,사회봉사,1 : 1.22,1 : 1.13,1 : 1.20,1 : 6.20,1 : 0.05
교양학부(중핵자유),HSS3002-02,사회봉사,1 : 0.24,1 : 0.13,1 : 0.09,1 : 0.27,1 : 0.03
교양학부(중핵자유),HSS3004-01,특수교육과장애의이해,1 : 1.13,1 : 2.38,1 : 0.75,1 : 1.13,신청없음
교양학부(중핵자유),HSS3005-01,수화의이해,1 : 1.19,1 : 1.05,1 : 0.80,1 : 2.06,신청없음
교양학부(중핵자유),HSS3011-01,영어토론세미나,1 : 3.04,1 : 8.67,1 : 9.80,1 : 1.68,쿼터없음
교양학부(중핵자유),HSS3011-02,영어토론세미나,1 : 3.29,1 : 11.33,1 : 11.20,1 : 1.57,쿼터없음
교양학부(중핵자유),HSS3013-01,현대인문세미나,1 : 0.39,1 : 0.08,1 : 0.25,1 : 0.29,쿼터없음
교양학부(중핵자유),HSS3014-05,신입생세미나,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.05
교양학부(중핵자유),HSS3014-29,신입생세미나,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.05
교양학부(중핵자유),HSS3016-01,진로탐색,1 : 0.99,1 : 1.06,쿼터없음,쿼터없음,1 : 0.60
교양학부(중핵자유),HSS3023-01,사회참여실천프로젝트,1 : 0.20,1 : 0.07,1 : 0.03,1 : 0.18,신청없음
일본문화전공,JPN2001-01,중급일본어I,1 : 0.40,1 : 0.20,1 : 0.17,1 : 0.44,신청없음
일본문화전공,JPN2002-01,중급일본어II,1 : 0.15,1 : 0.20,신청없음,1 : 0.14,신청없음
일본문화전공,JPN2005-01,일본어작문,1 : 0.33,1 : 0.60,1 : 0.14,1 : 0.23,신청없음
일본문화전공,JPN2008-01,일본문학의이해,1 : 0.32,1 : 0.33,1 : 0.20,1 : 0.26,신청없음
일본문화전공,JPN2013-01,일본문화특강I,1 : 0.43,1 : 0.40,1 : 0.17,1 : 0.40,1 : 0.06
일본문화전공,JPN2014-01,일본문화특강II,1 : 0.07,1 : 0.07,신청없음,1 : 0.07,신청없음
일본문화전공,JPN3002-01,일본의법과사회,1 : 0.08,1 : 0.13,1 : 0.04,1 : 0.05,신청없음
일본문화전공,JPN3010-01,일본현지체험학습,1 : 0.05,1 : 0.07,1 : 0.03,1 : 0.02,신청없음
일본문화전공,JPN4013-01,일본경제특강,1 : 0.08,신청없음,신청없음,1 : 0.11,신청없음
한국과국제개발협력연계전공,KIC2003-01,개발경제론,1 : 0.14,1 : 0.15,1 : 0.16,1 : 0.02,1 : 0.01
한국과국제개발협력연계전공,KIC3016-01,국제개발협력실습II,쿼터없음,쿼터없음,쿼터없음,쿼터없음,쿼터없음
국어국문학전공,KOR2001-01,국어학입문,1 : 0.34,1 : 0.65,1 : 0.19,1 : 0.05,1 : 0.08
국어국문학전공,KOR2201-01,문학이란무엇인가,1 : 0.88,1 : 1.27,1 : 0.60,1 : 0.27,1 : 0.31
국어국문학전공,KOR3004-01,국어형태론,1 : 1.70,1 : 3.30,1 : 1.80,1 : 0.53,쿼터없음
국어국문학전공,KOR3005-01,국어의미론,1 : 0.60,1 : 0.27,1 : 0.42,1 : 0.50,신청없음
국어국문학전공,KOR3203-01,구술문학론,1 : 0.48,1 : 0.10,1 : 0.58,1 : 0.39,신청없음
국어국문학전공,KOR3205-01,문장과수사,1 : 1.00,1 : 1.10,1 : 0.80,1 : 0.92,쿼터없음
국어국문학전공,KOR3300-01,고전문학사,1 : 0.20,1 : 0.10,1 : 0.16,1 : 0.04,쿼터없음
국어국문학전공,KOR3302-01,고전소설텍스트읽기,1 : 0.96,1 : 0.80,1 : 1.32,1 : 0.47,쿼터없음
국어국문학전공,KOR3305-01,향가와고려시가,1 : 0.43,1 : 0.57,1 : 0.30,1 : 0.14,쿼터없음
국어국문학전공,KOR3309-01,한문학강독,1 : 0.43,1 : 0.30,1 : 0.29,1 : 0.32,신청없음
국어국문학전공,KOR3313-01,판소리연행론,1 : 0.57,1 : 0.30,1 : 0.41,1 : 0.35,쿼터없음
국어국문학전공,KOR3400-01,현대문학사,1 : 0.31,1 : 0.53,1 : 0.32,1 : 0.03,1 : 0.02
국어국문학전공,KOR3402-01,현대소설텍스트읽기I,1 : 2.08,1 : 3.10,1 : 2.27,1 : 1.80,신청없음
국어국문학전공,KOR3410-01,희곡론,1 : 0.48,1 : 0.30,1 : 0.35,1 : 0.19,쿼터없음
국어국문학전공,KOR4300-01,고전문학연습,1 : 0.20,신청없음,1 : 0.05,1 : 0.17,쿼터없음
국어국문학전공,KOR4500-01,국어와생활,1 : 0.18,신청없음,1 : 0.17,1 : 0.10,신청없음
국어국문학전공,KOR4503-01,독서와논술,1 : 0.75,신청없음,1 : 0.54,1 : 0.62,쿼터없음
국어국문학전공,KORQ981-01,국어교과교육론,1 : 0.01,신청없음,신청없음,1 : 0.02,신청없음
국제한국학전공,KOS2007-01,Introductory Seminar in Korean Studies,1 : 0.13,1 : 0.30,1 : 0.09,1 : 0.02,신청없음
국제한국학전공,KOS2102-01,Korean Language&History-Intermediate,1 : 0.14,신청없음,1 : 0.18,1 : 0.06,1 : 0.01
국제한국학전공,KOS2201-01,Intro to Korea thru Literature and Film,1 : 0.03,신청없음,1 : 0.03,1 : 0.02,신청없음
국제한국학전공,KOS2204-01,Introduction to Korean History,1 : 0.29,1 : 0.70,1 : 0.12,1 : 0.12,1 : 0.02
국제한국학전공,KOS2205-01,Topics in Korea Today,1 : 0.10,1 : 0.10,1 : 0.08,1 : 0.05,신청없음
국제한국학전공,KOS3006-01,East asian development Revisited,1 : 0.13,1 : 0.10,1 : 0.13,1 : 0.02,쿼터없음
국제한국학전공,KOS3017-01,Social Change&Movement in Contemporary K,1 : 0.14,1 : 0.30,1 : 0.12,1 : 0.02,신청없음
국제한국학전공,KOS3030-01,Theorising Korean Development,1 : 0.10,쿼터없음,1 : 0.20,신청없음,쿼터없음
국제한국학전공,KOS3041-01,Korean Studies in Practice I (Capstone),1 : 0.09,1 : 0.20,1 : 0.03,1 : 0.02,1 : 0.01
교양학부,LAU4003-01,언어의이해,1 : 0.15,1 : 0.20,1 : 0.06,1 : 0.09,1 : 0.01
교양학부,LAU4004-01,한문의이해,1 : 0.14,신청없음,1 : 0.15,1 : 0.07,1 : 0.01
교양학부,LAU4008-01,다매체시대의고전읽기,1 : 0.20,1 : 0.20,1 : 0.17,1 : 0.05,신청없음
교양학부,LAU4009-01,실무논술작법,1 : 0.23,신청없음,1 : 0.10,1 : 0.21,신청없음
교양학부,LAU4012-01,그리스로마신화,1 : 0.53,1 : 0.63,1 : 0.40,1 : 0.46,1 : 0.07
교양학부,LAU4014-01,한국미술의역사와감상,1 : 0.35,1 : 0.50,1 : 0.27,1 : 0.19,1 : 0.04
교양학부,LAU4015-01,서양미술의역사와감상,1 : 0.79,1 : 1.25,1 : 0.70,1 : 0.79,1 : 0.14
교양학부,LAU4015-02,서양미술의역사와감상,1 : 0.47,1 : 0.87,1 : 0.06,1 : 0.32,1 : 0.11
교양학부,LAU4017-01,현대패션의이해,1 : 0.55,1 : 0.93,1 : 0.31,1 : 0.50,1 : 0.04
교양학부,LAU4020-01,한국음악의역사와감상,1 : 0.60,1 : 0.42,1 : 0.37,쿼터없음,1 : 0.36
교양학부,LAU4029-01,세계음악과문화의이해,1 : 0.53,1 : 1.00,1 : 0.70,1 : 0.19,1 : 0.07
교양학부,LAU4032-01,뮤지컬의이해,1 : 0.06,1 : 0.13,신청없음,1 : 0.03,신청없음
교양학부,LAU4034-01,대학합창,1 : 0.91,1 : 1.52,1 : 0.84,1 : 1.00,1 : 0.12
교양학부,LAU4035-01,사진의이해,1 : 1.70,1 : 0.75,1 : 1.20,1 : 4.13,신청없음
교양학부,LAU4038-01,동양미술의이해,1 : 0.83,1 : 0.70,1 : 1.13,1 : 1.40,1 : 0.20
교양학부,LAU4041-01,단소실습,1 : 0.72,1 : 0.40,1 : 0.24,1 : 0.87,신청없음
교양학부,LAU4044-01,기호학으로문화읽기,1 : 0.47,1 : 0.70,1 : 0.23,1 : 0.27,신청없음
교양학부,LAU4050-01,디자인의이해,1 : 1.05,1 : 1.50,1 : 0.90,1 : 1.45,1 : 0.20
법학전공,LAW2010-01,법과현대사회,1 : 0.24,1 : 0.30,1 : 0.22,1 : 0.10,1 : 0.01
법학전공,LAW3011-01,헌법I,1 : 0.49,1 : 0.47,1 : 0.44,1 : 0.43,1 : 0.04
법학전공,LAW3155-01,영미법,1 : 0.50,1 : 0.63,1 : 0.52,1 : 0.40,1 : 0.02
"교양학부(독,프,중)",LCS2001-01,독일언어와문화I,1 : 0.10,1 : 0.10,1 : 0.14,신청없음,신청없음
"교양학부(독,프,중)",LCS2001-02,독일언어와문화I,1 : 0.37,1 : 0.50,1 : 0.40,1 : 0.18,신청없음
"교양학부(독,프,중)",LCS2001-03,독일언어와문화I,1 : 0.57,1 : 0.50,1 : 0.80,1 : 0.43,1 : 0.07
"교양학부(독,프,중)",LCS2001-05,독일언어와문화I,1 : 0.17,1 : 0.40,신청없음,신청없음,1 : 0.04
"교양학부(독,프,중)",LCS2001-06,독일언어와문화I,1 : 0.50,1 : 0.50,1 : 0.40,1 : 0.36,1 : 0.12
"교양학부(독,프,중)",LCS2001-07,독일언어와문화I,1 : 0.27,1 : 0.50,1 : 0.20,1 : 0.08,신청없음
"교양학부(독,프,중)",LCS2001-08,독일언어와문화I,1 : 0.10,1 : 0.10,신청없음,1 : 0.11,신청없음
"교양학부(독,프,중)",LCS2001-09,독일언어와문화I,1 : 0.70,1 : 1.20,1 : 0.60,1 : 0.71,1 : 0.08
"교양학부(독,프,중)",LCS2002-01,독일언어와문화II,1 : 0.33,1 : 0.60,1 : 0.11,1 : 0.23,신청없음
"교양학부(독,프,중)",LCS2003-01,프랑스언어와문화I,1 : 0.20,1 : 0.10,1 : 0.08,1 : 0.23,1 : 0.04
"교양학부(독,프,중)",LCS2003-02,프랑스언어와문화I,1 : 0.47,1 : 0.80,신청없음,1 : 0.14,1 : 0.24
"교양학부(독,프,중)",LCS2003-03,프랑스언어와문화I,1 : 0.93,1 : 1.40,1 : 2.00,1 : 1.50,1 : 0.33
"교양학부(독,프,중)",LCS2003-04,프랑스언어와문화I,1 : 0.10,1 : 0.30,신청없음,신청없음,신청없음
"교양학부(독,프,중)",LCS2003-05,프랑스언어와문화I,1 : 0.20,1 : 0.10,1 : 0.17,1 : 0.17,1 : 0.04
"교양학부(독,프,중)",LCS2003-06,프랑스언어와문화I,1 : 0.47,1 : 0.70,1 : 0.50,1 : 0.40,1 : 0.11
"교양학부(독,프,중)",LCS2003-07,프랑스언어와문화I,1 : 0.37,1 : 0.50,1 : 0.25,1 : 0.50,신청없음
"교양학부(독,프,중)",LCS2003-08,프랑스언어와문화I,1 : 0.37,1 : 0.50,1 : 0.50,1 : 0.33,신청없음
"교양학부(독,프,중)",LCS2003-09,프랑스언어와문화I,1 : 0.37,1 : 0.40,1 : 0.33,1 : 0.13,1 : 0.14
"교양학부(독,프,중)",LCS2004-01,프랑스언어와문화II,1 : 0.80,1 : 1.00,1 : 1.33,1 : 2.50,신청없음
"교양학부(독,프,중)",LCS2005-01,중국언어와문화I,1 : 0.17,1 : 0.20,1 : 0.23,신청없음,신청없음
"교양학부(독,프,중)",LCS2005-02,중국언어와문화I,1 : 0.80,1 : 1.40,1 : 0.40,1 : 0.88,1 : 0.09
"교양학부(독,프,중)",LCS2005-03,중국언어와문화I,1 : 0.30,1 : 0.10,1 : 0.50,1 : 0.08,신청없음
"교양학부(독,프,중)",LCS2005-04,중국언어와문화I,1 : 0.20,신청없음,1 : 0.13,1 : 0.22,신청없음
"교양학부(독,프,중)",LCS2005-05,중국언어와문화I,1 : 0.30,1 : 0.40,신청없음,1 : 0.31,신청없음
"교양학부(독,프,중)",LCS2005-06,중국언어와문화I,1 : 0.07,신청없음,1 : 0.07,신청없음,1 : 0.03
"교양학부(독,프,중)",LCS2005-07,중국언어와문화I,1 : 0.33,1 : 0.80,1 : 0.14,1 : 0.09,신청없음
"교양학부(독,프,중)",LCS2005-08,중국언어와문화I,1 : 0.03,1 : 0.10,신청없음,신청없음,신청없음
"교양학부(독,프,중)",LCS2007-01,일본언어와문화I,1 : 0.20,1 : 0.20,1 : 0.06,1 : 0.15,1 : 0.05
"교양학부(독,프,중)",LCS2007-02,일본언어와문화I,1 : 0.31,1 : 0.50,1 : 0.40,1 : 0.16,신청없음
"교양학부(독,프,중)",LCS2007-03,일본언어와문화I,1 : 0.20,1 : 0.30,1 : 0.06,1 : 0.12,1 : 0.05
"교양학부(독,프,중)",LCS2007-04,일본언어와문화I,1 : 0.29,1 : 0.10,1 : 0.42,1 : 0.05,1 : 0.09
"교양학부(독,프,중)",LCS2007-05,일본언어와문화I,1 : 0.13,1 : 0.40,1 : 0.06,1 : 0.04,신청없음
교양학부,LCU4005-01,인터넷을통한영어연습,1 : 0.46,1 : 0.38,신청없음,1 : 0.39,쿼터없음
교양학부,LCU4015-01,영화를통한영어연습,1 : 1.08,1 : 1.13,1 : 1.11,1 : 0.78,쿼터없음
교양학부,LCU4015-02,영화를통한영어연습,1 : 2.46,1 : 3.63,1 : 1.89,1 : 2.00,쿼터없음
교양학부,LCU4017-01,비즈니스영어연습,1 : 0.96,1 : 0.50,1 : 0.38,1 : 0.88,쿼터없음
교양학부,LCU4017-02,비즈니스영어연습,1 : 1.19,1 : 1.00,1 : 0.78,1 : 1.36,쿼터없음
교양학부,LCU4021-01,초급라틴어,1 : 0.68,1 : 1.25,1 : 0.73,1 : 0.49,1 : 0.06
교양학부,LCU4022-01,중급라틴어I,1 : 0.18,신청없음,1 : 0.10,1 : 0.18,신청없음
교양학부,LCU4025-01,초급이탈리아어,1 : 0.90,1 : 0.38,1 : 0.42,1 : 1.29,1 : 0.13
교양학부,LCU4029-01,이탈리아사회와문화,1 : 2.80,1 : 3.60,1 : 2.40,1 : 4.90,1 : 0.30
교양학부,LCU4035-01,초급러시아어,1 : 0.68,1 : 0.30,1 : 0.59,1 : 0.71,1 : 0.13
교양학부,LCU4039-01,러시아사회와문화,1 : 0.15,1 : 0.10,1 : 0.16,1 : 0.08,신청없음
교양학부,LCU4060-01,현대프랑스사회의갈등과통합,1 : 0.06,1 : 0.10,1 : 0.05,1 : 0.02,신청없음
교양학부,LCU4103-01,기본영어,1 : 0.19,신청없음,신청없음,1 : 0.33,1 : 0.16
교양학부,LCU4103-02,기본영어,1 : 0.04,신청없음,1 : 0.50,신청없음,신청없음
교양학부,LCU4105-01,초급아랍어,1 : 0.83,1 : 2.40,1 : 1.60,1 : 0.80,1 : 0.06
교양학부,LCU4106-01,현대중동이해,1 : 0.79,1 : 1.16,1 : 1.04,1 : 0.96,신청없음
교양학부,LCU4107-01,튜터링을통한글쓰기능력신장,1 : 2.40,1 : 2.00,1 : 1.50,1 : 3.50,쿼터없음
교양학부,LCU4107-02,튜터링을통한글쓰기능력신장,1 : 0.56,1 : 0.40,1 : 0.31,1 : 0.42,쿼터없음
교양학부(중핵자유),LED3002-01,리더십훈련,1 : 0.13,1 : 0.10,1 : 0.05,1 : 0.11,신청없음
교양학부(중핵자유),LED3010-01,발표와토론,1 : 0.63,1 : 0.20,1 : 0.07,1 : 0.61,쿼터없음
교양학부(중핵자유),LED3013-01,국제적의사소통실습,1 : 0.08,신청없음,1 : 0.07,1 : 0.07,신청없음
