전공,입력코드,과목명,2학년,3학년,4학년,1학년
교양학부(교양신학),HFS2001-01,철학적인간학,1 : 0.27,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-02,철학적인간학,1 : 1.37,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-03,철학적인간학,1 : 0.93,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-04,철학적인간학,1 : 2.27,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-05,철학적인간학,1 : 0.21,쿼터없음,쿼터없음,쿼터없음
교양학부(교양신학),HFS2002-01,신학적인간학,1 : 0.46,1 : 0.14,1 : 0.21,쿼터없음
교양학부(교양신학),HFS2002-02,신학적인간학,1 : 2.10,1 : 1.10,1 : 0.80,쿼터없음
교양학부(교양신학),HFS2002-03,신학적인간학,1 : 3.06,1 : 3.90,1 : 1.90,쿼터없음
교양학부(교양신학),HFS2002-04,신학적인간학,1 : 2.42,1 : 2.50,1 : 1.60,쿼터없음
교양학부(교양신학),HFS2003-01,그리스도교윤리,1 : 1.98,1 : 3.00,1 : 2.00,쿼터없음
교양학부(교양신학),HFS2003-02,그리스도교윤리,1 : 0.32,1 : 0.27,1 : 0.14,쿼터없음
교양학부(교양신학),HFS2003-03,그리스도교윤리,1 : 3.42,1 : 3.80,1 : 1.50,쿼터없음
교양학부(교양신학),HFS2003-04,그리스도교윤리,1 : 0.48,1 : 0.39,1 : 0.38,쿼터없음
교양학부,HFU4005-01,개인과공동체,1 : 0.30,1 : 0.09,1 : 0.08,1 : 0.03
교양학부,HFU4008-01,신앙과과학,신청없음,신청없음,쿼터없음,쿼터없음
교양학부,HFU4009-01,영성과문화예술,1 : 0.20,1 : 0.17,1 : 0.18,신청없음
교양학부,HFU4011-01,가톨릭교회와사회참여,1 : 0.05,신청없음,1 : 0.03,신청없음
교양학부,HFU4012-01,그리스도교신앙과영성,1 : 0.27,1 : 0.23,1 : 0.25,신청없음
교양학부,HFU4014-01,영성수련,1 : 2.00,1 : 1.27,1 : 3.60,1 : 0.10
교양학부,HFU4024-01,문학과영성,1 : 2.70,1 : 0.90,1 : 1.82,신청없음
사학전공,HIS2003-01,한국사개론,1 : 0.20,1 : 0.06,1 : 0.04,1 : 0.01
사학전공,HIS2005-01,서양사개론,1 : 1.10,1 : 0.50,1 : 0.13,1 : 0.02
사학전공,HIS2006-01,역사학입문,1 : 1.35,1 : 0.70,1 : 0.27,1 : 0.10
사학전공,HIS3001-01,한국고대사,1 : 0.25,1 : 0.06,1 : 0.04,1 : 0.01
사학전공,HIS3008-01,중국근세사,1 : 0.50,1 : 0.40,1 : 0.05,1 : 0.02
사학전공,HIS3013-01,일본현대사,1 : 0.50,1 : 0.13,1 : 0.04,1 : 0.03
사학전공,HIS3015-01,요동사,1 : 0.50,1 : 0.07,1 : 0.10,1 : 0.02
사학전공,HIS3019-01,아시아지역사특강2,1 : 0.25,1 : 0.03,1 : 0.09,신청없음
사학전공,HIS3020-01,오리엔트문명사,1 : 0.35,1 : 0.15,1 : 0.02,1 : 0.01
사학전공,HIS3023-01,르네상스와종교개혁사,1 : 0.10,1 : 0.05,1 : 0.02,신청없음
사학전공,HIS3025-01,프랑스혁명과나폴레옹시대사,신청없음,신청없음,1 : 0.05,신청없음
사학전공,HIS3047-01,한일관계사,1 : 0.15,1 : 0.16,1 : 0.02,신청없음
사학전공,HIS3051-01,한국고고학,1 : 0.05,1 : 0.05,1 : 0.02,신청없음
사학전공,HIS3064-01,서양지성사1,1 : 0.10,1 : 0.08,신청없음,신청없음
사학전공,HIS3072-01,문화유산현장실습3,1 : 0.35,1 : 0.09,1 : 0.16,1 : 0.02
사학전공,HIS4002-01,한국사특강2,신청없음,1 : 0.05,1 : 0.05,신청없음
사학전공,HIS4011-01,동양사강독2,신청없음,1 : 0.05,1 : 0.12,신청없음
사학전공,HIS4017-01,서양사명저해제1,1 : 0.05,신청없음,1 : 0.03,신청없음
사학전공,HIS4099-01,논문세미나,신청없음,1 : 0.05,1 : 0.03,신청없음
사학전공,HISG106-01,역사자료연습I,신청없음,신청없음,1 : 0.03,신청없음
사학전공,HISG307-01,역사자료연습III,신청없음,신청없음,1 : 0.02,신청없음
사학전공,HISQ981-01,역사교과교육론,신청없음,신청없음,1 : 0.02,신청없음
교양학부(체육),HLU4003-01,운동과건강,1 : 0.40,1 : 0.14,1 : 0.42,1 : 0.03
교양학부(체육),HLU4006-01,요가,1 : 3.33,1 : 3.33,1 : 5.11,1 : 0.25
교양학부(체육),HLU4006-02,요가,1 : 0.33,1 : 0.80,1 : 2.50,1 : 0.38
교양학부(체육),HLU4007-01,테니스,1 : 1.43,1 : 0.71,1 : 1.89,신청없음
교양학부(체육),HLU4007-02,테니스,1 : 0.78,1 : 0.73,1 : 1.75,1 : 0.13
교양학부(체육),HLU4007-03,테니스,1 : 0.56,1 : 0.15,1 : 0.35,1 : 0.05
교양학부(체육),HLU4007-04,테니스,1 : 0.56,1 : 0.15,1 : 0.80,신청없음
교양학부(체육),HLU4008-01,탁구,1 : 1.33,1 : 0.78,1 : 2.36,신청없음
교양학부(체육),HLU4009-01,배드민턴,1 : 1.22,1 : 0.89,1 : 1.70,1 : 0.13
교양학부(체육),HLU4011-01,농구,1 : 0.44,1 : 0.21,1 : 0.20,1 : 0.08
교양학부(체육),HLU4011-02,농구,1 : 0.56,1 : 0.54,1 : 0.13,신청없음
교양학부(체육),HLU4013-01,축구,1 : 0.11,1 : 0.24,1 : 0.18,신청없음
교양학부(체육),HLU4013-02,축구,신청없음,1 : 0.33,1 : 0.33,1 : 0.05
교양학부(체육),HLU4014-01,야구,신청없음,신청없음,1 : 0.11,1 : 0.06
교양학부(체육),HLU4015-01,골프,1 : 1.67,1 : 0.44,1 : 0.64,1 : 0.08
교양학부(체육),HLU4015-02,골프,1 : 0.11,1 : 0.18,1 : 0.22,신청없음
교양학부(체육),HLU4015-03,골프,1 : 0.11,1 : 0.12,1 : 0.46,신청없음
교양학부(체육),HLU4016-01,춤과풍물,1 : 0.78,1 : 0.36,1 : 0.13,신청없음
교양학부(체육),HLU4101-01,수영II,1 : 0.22,1 : 0.19,1 : 0.82,신청없음
교양학부(체육),HLU4102-01,테니스II,1 : 0.33,1 : 0.13,1 : 0.32,신청없음
교양학부(중핵자유),HSS3002-01,사회봉사,1 : 2.60,1 : 1.40,1 : 7.40,1 : 0.10
교양학부(중핵자유),HSS3002-02,사회봉사,1 : 0.47,1 : 0.33,1 : 0.35,신청없음
교양학부(중핵자유),HSS3004-01,특수교육과장애의이해,1 : 0.47,1 : 0.70,1 : 2.50,신청없음
교양학부(중핵자유),HSS3005-01,수화의이해,1 : 3.05,1 : 2.05,1 : 3.27,1 : 0.05
교양학부(중핵자유),HSS3011-01,영어토론세미나,1 : 5.60,1 : 5.00,1 : 7.13,쿼터없음
교양학부(중핵자유),HSS3012-01,동서고전세미나,1 : 0.80,1 : 0.75,1 : 1.12,신청없음
교양학부(중핵자유),HSS3014-18,신입생세미나,쿼터없음,쿼터없음,쿼터없음,1 : 0.05
교양학부(중핵자유),HSS3016-01,진로탐색입문,1 : 0.73,쿼터없음,쿼터없음,1 : 0.25
교양학부(중핵자유),HSS3019-01,세계를간다,쿼터없음,쿼터없음,쿼터없음,쿼터없음
교양학부(중핵자유),HSS3022-01,인간과영성,1 : 0.13,1 : 0.46,1 : 1.38,1 : 0.07
교양학부(중핵자유),HSS3025-01,진로탐색심화,1 : 3.40,1 : 1.84,쿼터없음,쿼터없음
일본문화전공,JPN2002-01,중급일본어II,1 : 0.40,1 : 0.14,1 : 0.11,신청없음
일본문화전공,JPN2005-01,일본어작문,1 : 0.20,1 : 0.22,1 : 0.18,1 : 0.04
일본문화전공,JPN2007-01,시사일본어,1 : 0.27,1 : 0.04,1 : 0.18,신청없음
일본문화전공,JPN2014-01,일본문화특강II,1 : 0.35,1 : 0.27,1 : 0.27,신청없음
일본문화전공,JPN3021-01,일본의기업경영,신청없음,1 : 0.03,1 : 0.02,신청없음
일본문화전공,JPN4005-01,일본문학특강,1 : 0.20,1 : 0.26,1 : 0.11,신청없음
일본문화전공,JPN4011-01,일본사회특강,1 : 0.20,1 : 0.30,1 : 0.29,신청없음
한국과국제개발협력연계전공,KIC2003-01,개발경제론,1 : 0.05,1 : 0.08,1 : 0.07,신청없음
한국과국제개발협력연계전공,KIC3016-01,국제개발협력실습II,1 : 0.10,신청없음,1 : 0.03,신청없음
국어국문학전공,KOR2001-01,국어학입문,1 : 0.40,1 : 0.07,1 : 0.07,1 : 0.09
국어국문학전공,KOR3005-01,국어의미론,1 : 1.00,1 : 0.73,1 : 0.58,쿼터없음
국어국문학전공,KOR3006-01,국어방언론,1 : 1.00,1 : 0.40,1 : 0.33,쿼터없음
국어국문학전공,KOR3010-01,중세국어강독,1 : 3.30,1 : 1.00,1 : 0.60,쿼터없음
국어국문학전공,KOR3213-01,기호학,1 : 1.13,1 : 0.53,1 : 0.32,쿼터없음
국어국문학전공,KOR3310-01,고전비평론,1 : 0.13,신청없음,1 : 0.05,쿼터없음
국어국문학전공,KOR3311-01,동양고전의현대적해석,1 : 0.20,1 : 0.15,1 : 0.11,쿼터없음
국어국문학전공,KOR3313-01,판소리연행론,1 : 1.47,1 : 0.73,1 : 0.32,쿼터없음
국어국문학전공,KOR3403-01,현대희곡텍스트읽기,1 : 0.55,1 : 0.24,1 : 0.17,쿼터없음
국어국문학전공,KOR3409-01,현대소설론,1 : 1.50,1 : 0.80,1 : 0.92,쿼터없음
국어국문학전공,KOR4400-01,현대문학연습,쿼터없음,1 : 0.50,1 : 0.93,쿼터없음
국어국문학전공,KOR4506-01,출판의이론과실제,1 : 0.40,1 : 0.69,1 : 0.53,쿼터없음
국어국문학전공,KORG001-01,국어학연구방법론,쿼터없음,1 : 0.80,1 : 0.67,쿼터없음
국어국문학전공,KORG012-01,고전문학자료연구,쿼터없음,신청없음,1 : 0.50,쿼터없음
국어국문학전공,KORQ981-01,국어교과교육론,신청없음,1 : 0.20,1 : 0.12,쿼터없음
국제한국학전공,KOS2007-01,Introductory Seminar in Korean Studies,1 : 0.40,1 : 0.78,1 : 1.25,1 : 0.10
국제한국학전공,KOS2008-01,데이터과학과한국학,1 : 1.50,1 : 3.33,1 : 4.00,신청없음
국제한국학전공,KOS2112-01,Korean Language and history-Beginner,1 : 0.33,1 : 0.17,1 : 0.03,1 : 0.03
국제한국학전공,KOS2112-02,Korean Language and history-Beginner,1 : 0.57,1 : 0.17,1 : 0.07,1 : 0.14
국제한국학전공,KOS2201-01,Intro to Korea thru Literature and Film,1 : 0.75,1 : 0.20,1 : 0.10,1 : 0.02
국제한국학전공,KOS2205-01,Topics in Korea Today,1 : 2.75,1 : 1.10,1 : 0.90,1 : 0.23
국제한국학전공,KOS2206-01,한국학을위한컴퓨터공학기초,1 : 0.05,1 : 0.10,1 : 0.07,신청없음
국제한국학전공,KOS3033-01,한국학세미나  : Labour and Development,1 : 0.30,1 : 0.47,1 : 0.40,신청없음
교양학부,LAU4003-01,언어의이해,1 : 2.60,1 : 0.20,1 : 0.11,1 : 0.10
교양학부,LAU4004-01,한문의이해,1 : 0.50,1 : 0.40,1 : 0.37,신청없음
교양학부,LAU4008-01,다매체시대의고전읽기,1 : 0.13,1 : 0.09,신청없음,1 : 0.03
교양학부,LAU4009-01,실무논술작법,신청없음,1 : 0.07,1 : 0.13,신청없음
교양학부,LAU4014-01,한국미술의역사와감상,1 : 0.90,1 : 1.09,1 : 1.50,신청없음
교양학부,LAU4015-01,서양미술의역사와감상,1 : 0.85,1 : 0.46,1 : 0.42,1 : 0.05
교양학부,LAU4017-01,현대패션의이해,1 : 1.70,1 : 0.70,1 : 0.77,1 : 0.15
교양학부,LAU4020-01,한국음악의역사와감상,1 : 0.20,1 : 0.26,쿼터없음,1 : 0.13
교양학부,LAU4021-01,서양음악의역사와감상,1 : 0.65,1 : 0.33,1 : 0.18,신청없음
교양학부,LAU4032-01,뮤지컬의이해,1 : 1.20,1 : 0.50,1 : 0.40,1 : 0.05
교양학부,LAU4034-01,대학합창,1 : 1.80,1 : 0.90,1 : 1.82,1 : 0.15
교양학부,LAU4035-01,사진의이해,1 : 2.50,1 : 1.38,1 : 6.25,1 : 0.33
교양학부,LAU4038-01,동양미술의이해,1 : 0.80,1 : 0.42,1 : 1.75,신청없음
교양학부,LAU4041-01,단소실습,1 : 1.30,1 : 0.70,1 : 2.38,1 : 0.10
교양학부,LAU4044-01,기호학으로문화읽기,1 : 0.67,1 : 0.33,1 : 0.35,1 : 0.06
"교양학부(독,프,중)",LCS2001-01,독일언어와문화I,1 : 0.40,1 : 0.11,1 : 0.30,신청없음
"교양학부(독,프,중)",LCS2001-02,독일언어와문화I,1 : 0.30,1 : 0.20,신청없음,1 : 0.04
"교양학부(독,프,중)",LCS2001-03,독일언어와문화I,1 : 0.20,신청없음,신청없음,신청없음
"교양학부(독,프,중)",LCS2001-05,독일언어와문화I,1 : 0.40,1 : 0.22,1 : 0.33,신청없음
"교양학부(독,프,중)",LCS2001-06,독일언어와문화I,1 : 0.90,1 : 1.00,1 : 1.00,신청없음
"교양학부(독,프,중)",LCS2001-07,독일언어와문화I,신청없음,1 : 0.15,1 : 0.15,신청없음
"교양학부(독,프,중)",LCS2001-08,독일언어와문화I,1 : 0.70,신청없음,1 : 0.63,1 : 0.22
"교양학부(독,프,중)",LCS2001-09,독일언어와문화I,1 : 0.20,1 : 0.36,1 : 0.56,1 : 0.05
"교양학부(독,프,중)",LCS2002-01,독일언어와문화II,1 : 1.20,1 : 0.67,신청없음,신청없음
"교양학부(독,프,중)",LCS2003-01,프랑스언어와문화I,1 : 3.00,1 : 0.67,1 : 1.00,1 : 0.06
"교양학부(독,프,중)",LCS2003-02,프랑스언어와문화I,1 : 0.67,1 : 0.25,신청없음,신청없음
"교양학부(독,프,중)",LCS2003-03,프랑스언어와문화I,1 : 1.67,1 : 1.67,1 : 0.67,1 : 0.05
"교양학부(독,프,중)",LCS2003-04,프랑스언어와문화I,1 : 0.67,1 : 0.25,신청없음,1 : 0.04
"교양학부(독,프,중)",LCS2003-05,프랑스언어와문화I,1 : 0.67,신청없음,1 : 0.14,신청없음
"교양학부(독,프,중)",LCS2003-06,프랑스언어와문화I,신청없음,신청없음,1 : 0.11,신청없음
"교양학부(독,프,중)",LCS2003-07,프랑스언어와문화I,1 : 0.67,1 : 1.00,신청없음,신청없음
"교양학부(독,프,중)",LCS2003-08,프랑스언어와문화I,1 : 2.67,1 : 0.33,1 : 0.20,신청없음
"교양학부(독,프,중)",LCS2003-09,프랑스언어와문화I,신청없음,1 : 0.17,신청없음,1 : 0.12
"교양학부(독,프,중)",LCS2003-10,프랑스언어와문화I,1 : 4.00,1 : 1.33,1 : 1.00,1 : 0.11
"교양학부(독,프,중)",LCS2004-01,프랑스언어와문화II,1 : 3.00,1 : 0.33,1 : 0.40,신청없음
"교양학부(독,프,중)",LCS2005-01,중국언어와문화I,1 : 1.10,1 : 0.20,1 : 0.11,1 : 0.11
"교양학부(독,프,중)",LCS2005-02,중국언어와문화I,1 : 0.30,1 : 0.08,신청없음,신청없음
"교양학부(독,프,중)",LCS2005-03,중국언어와문화I,1 : 0.20,1 : 0.08,1 : 0.06,신청없음
"교양학부(독,프,중)",LCS2005-04,중국언어와문화I,신청없음,1 : 0.13,신청없음,신청없음
"교양학부(독,프,중)",LCS2005-05,중국언어와문화I,1 : 0.40,1 : 0.36,1 : 0.50,1 : 0.25
"교양학부(독,프,중)",LCS2005-06,중국언어와문화I,1 : 0.20,1 : 0.08,1 : 0.06,1 : 0.04
"교양학부(독,프,중)",LCS2005-07,중국언어와문화I,1 : 0.40,1 : 0.18,1 : 0.07,신청없음
"교양학부(독,프,중)",LCS2007-01,일본언어와문화I,1 : 0.50,1 : 0.10,1 : 0.21,1 : 0.19
"교양학부(독,프,중)",LCS2007-02,일본언어와문화I,1 : 0.90,1 : 0.83,1 : 1.33,1 : 0.20
"교양학부(독,프,중)",LCS2007-03,일본언어와문화I,1 : 0.50,1 : 0.50,1 : 0.50,신청없음
"교양학부(독,프,중)",LCS2007-04,일본언어와문화I,1 : 0.90,1 : 1.00,1 : 0.80,1 : 0.05
"교양학부(독,프,중)",LCS2007-05,일본언어와문화I,1 : 0.40,1 : 0.09,1 : 0.13,1 : 0.18
"교양학부(독,프,중)",LCS2007-06,일본언어와문화I,1 : 1.10,1 : 0.60,1 : 0.29,1 : 0.20
"교양학부(독,프,중)",LCS2009-01,한국어와문화I,1 : 0.50,1 : 0.43,쿼터없음,신청없음
"교양학부(독,프,중)",LCS2009-02,한국어와문화I,1 : 0.20,신청없음,쿼터없음,1 : 0.05
"교양학부(독,프,중)",LCS2009-03,한국어와문화I,1 : 1.10,신청없음,쿼터없음,1 : 0.10
"교양학부(독,프,중)",LCS2010-01,한국어와문화II,1 : 0.10,신청없음,쿼터없음,신청없음
교양학부,LCU4021-01,초급라틴어,1 : 0.27,1 : 0.10,1 : 0.38,신청없음
교양학부,LCU4025-01,초급이탈리아어,1 : 0.30,1 : 0.24,1 : 0.48,1 : 0.05
교양학부,LCU4029-01,이탈리아사회와문화,1 : 0.80,1 : 0.50,1 : 1.38,신청없음
교양학부,LCU4030-01,초급스페인어,1 : 1.00,1 : 0.75,1 : 0.55,1 : 0.36
교양학부,LCU4035-01,초급러시아어,1 : 1.40,1 : 2.30,1 : 2.20,1 : 0.20
교양학부,LCU4039-01,러시아사회와문화,1 : 0.20,1 : 0.07,1 : 0.13,신청없음
교양학부,LCU4103-01,기본영어,1 : 6.00,신청없음,신청없음,1 : 0.36
교양학부,LCU4103-02,기본영어,1 : 11.00,1 : 2.00,1 : 1.00,1 : 0.70
교양학부,LCU4103-03,기본영어,1 : 5.00,1 : 3.00,1 : 4.00,1 : 0.35
교양학부,LCU4105-01,초급아랍어,1 : 1.00,1 : 0.60,1 : 0.29,1 : 0.05
교양학부,LCU4106-01,현대중동이해,1 : 0.15,1 : 0.07,1 : 0.08,신청없음
교양학부,LCU4107-01,튜터링을통한글쓰기능력신장,1 : 0.50,1 : 0.30,1 : 1.39,쿼터없음
교양학부,LCU4107-02,튜터링을통한글쓰기능력신장,1 : 0.15,1 : 0.27,1 : 0.23,쿼터없음
교양학부,LCU4109-01,글쓰기를위한기초인문학,1 : 0.88,1 : 0.50,1 : 1.36,신청없음
교양학부,LCU4110-01,문학예술과창의적글쓰기,1 : 1.38,1 : 2.57,1 : 3.43,1 : 0.13
교양학부,LCU4111-01,해석과설득적글쓰기,1 : 1.88,1 : 0.57,1 : 1.30,신청없음
교양학부,LCU4113-01,사회학적참여관찰과글쓰기,1 : 1.00,1 : 1.14,1 : 2.86,신청없음
교양학부(중핵자유),LED3010-01,발표와토론,신청없음,1 : 0.07,1 : 0.17,쿼터없음
교양학부(중핵자유),LED3010-02,발표와토론,1 : 0.20,1 : 0.07,1 : 0.07,쿼터없음
교양학부(중핵자유),LED3013-01,국제적의사소통실습,1 : 0.10,1 : 0.03,1 : 0.04,1 : 0.01
교양학부(중핵자유),LED3015-01,자기브랜드리더십,1 : 1.60,1 : 0.10,1 : 0.16,1 : 0.05
수학전공,MAT1050-01,미적분학실습I,1 : 2.00,1 : 3.00,1 : 1.00,신청없음
수학전공,MAT1050-02,미적분학실습I,1 : 0.50,1 : 0.67,1 : 0.33,신청없음
수학전공,MAT1050-03,미적분학실습I,1 : 1.00,1 : 1.00,1 : 1.00,1 : 0.08
수학전공,MAT1050-05,미적분학실습I,1 : 1.50,신청없음,1 : 0.50,1 : 0.14
수학전공,MAT2010-01,집합론,1 : 0.55,1 : 0.86,1 : 0.36,쿼터없음
수학전공,MAT2010-02,집합론,1 : 1.13,1 : 1.40,1 : 1.00,쿼터없음
수학전공,MAT2110-01,선형대수학,1 : 1.48,1 : 1.20,1 : 0.60,쿼터없음
수학전공,MAT2110-02,선형대수학,1 : 0.40,1 : 0.47,1 : 0.29,쿼터없음
수학전공,MAT2110-03,선형대수학,1 : 1.45,1 : 1.90,1 : 1.00,쿼터없음
수학전공,MAT2110-04,선형대수학,1 : 1.20,1 : 1.20,1 : 0.60,쿼터없음
수학전공,MAT2110-05,선형대수학,1 : 0.10,1 : 0.11,1 : 0.06,쿼터없음
수학전공,MAT2210-01,고등미적분학I,1 : 0.65,1 : 0.54,1 : 0.29,쿼터없음
수학전공,MAT2210-02,고등미적분학I,1 : 1.10,1 : 3.30,1 : 0.90,쿼터없음
수학전공,MAT2410-01,응용수학I,1 : 0.90,1 : 0.30,1 : 0.12,쿼터없음
수학전공,MAT2410-02,응용수학I,1 : 1.47,1 : 0.60,1 : 0.44,쿼터없음
수학전공,MAT2510-01,푸리에해석및응용,1 : 0.15,1 : 0.24,1 : 0.25,쿼터없음
수학전공,MAT3020-01,통계학입문,1 : 1.65,1 : 1.60,1 : 0.90,쿼터없음
수학전공,MAT3110-01,이산수학,1 : 0.23,1 : 1.05,1 : 3.60,쿼터없음
수학전공,MAT3430-01,응용통계학및실습,1 : 0.40,1 : 0.25,1 : 1.27,쿼터없음
수학전공,MAT3430-02,응용통계학및실습,신청없음,1 : 0.30,1 : 0.83,쿼터없음
수학전공,MAT3440-01,통신수학,신청없음,1 : 0.13,1 : 0.20,쿼터없음
수학전공,MAT4110-01,추상대수학I,1 : 0.30,1 : 0.51,1 : 0.16,쿼터없음
수학전공,MAT4110-02,추상대수학I,1 : 0.30,1 : 1.38,1 : 0.50,쿼터없음
수학전공,MAT4210-02,복소수함수론I,1 : 0.10,1 : 0.56,1 : 0.46,쿼터없음
수학전공,MAT4310-01,미분기하학,1 : 0.20,1 : 0.74,1 : 1.13,쿼터없음
수학전공,MAT4330-01,위상수학개론II,신청없음,1 : 0.10,1 : 0.14,쿼터없음
수학전공,MAT4510-01,학부개별연구,쿼터없음,1 : 0.14,1 : 0.23,쿼터없음
수학전공,MATG110-01,고급선형대수학,신청없음,1 : 0.17,1 : 0.11,쿼터없음
수학전공,MATG210-01,실해석학I,신청없음,1 : 0.10,1 : 0.34,쿼터없음
수학전공,MATQ981-01,수학교과교육론,신청없음,1 : 0.14,1 : 0.16,쿼터없음
기계공학전공,MEE1005-01,C프로그래밍기초,1 : 0.96,1 : 0.29,쿼터없음,쿼터없음
기계공학전공,MEE2006-01,공학수학I,1 : 0.71,1 : 0.21,1 : 0.07,쿼터없음
기계공학전공,MEE2011-01,고체역학,1 : 0.76,1 : 0.48,1 : 0.05,쿼터없음
기계공학전공,MEE2011-02,고체역학,1 : 0.82,1 : 0.50,1 : 0.21,쿼터없음
기계공학전공,MEE2022-01,열역학I,1 : 0.62,1 : 0.26,신청없음,쿼터없음
기계공학전공,MEE2022-02,열역학I,1 : 0.93,1 : 0.15,1 : 0.05,쿼터없음
기계공학전공,MEE2025-01,모형설계제작,1 : 1.71,1 : 2.00,신청없음,쿼터없음
기계공학전공,MEE2025-02,모형설계제작,1 : 1.52,1 : 4.00,신청없음,쿼터없음
기계공학전공,MEE2026-01,2DCAD,1 : 0.60,1 : 0.36,1 : 0.37,쿼터없음
기계공학전공,MEE3003-01,진동학,쿼터없음,1 : 0.84,1 : 0.19,쿼터없음
기계공학전공,MEE3004-01,생산공정,쿼터없음,1 : 0.73,1 : 0.18,쿼터없음
기계공학전공,MEE3006-01,기계공학해석,쿼터없음,1 : 0.66,1 : 0.10,쿼터없음
기계공학전공,MEE3013-01,자동제어,쿼터없음,1 : 0.83,1 : 0.37,쿼터없음
기계공학전공,MEE3022-01,유체역학II,쿼터없음,1 : 0.08,1 : 0.08,쿼터없음
기계공학전공,MEE3026-01,기계공학실험II,쿼터없음,1 : 0.60,1 : 1.36,쿼터없음
기계공학전공,MEE3026-02,기계공학실험II,쿼터없음,신청없음,1 : 0.44,쿼터없음
기계공학전공,MEE3032-01,열전달,쿼터없음,1 : 1.00,1 : 0.62,쿼터없음
기계공학전공,MEE4002-01,냉동및공기조화,쿼터없음,1 : 0.08,1 : 0.11,쿼터없음
기계공학전공,MEE4004-01,3D-CAD,쿼터없음,1 : 0.36,1 : 0.25,쿼터없음
기계공학전공,MEE4014-01,MEMS설계제작,쿼터없음,1 : 0.12,1 : 0.20,쿼터없음
기계공학전공,MEE4015-01,바이오역학,쿼터없음,1 : 0.20,1 : 0.10,쿼터없음
기계공학전공,MEE4021-01,창의적종합설계,쿼터없음,쿼터없음,1 : 1.67,쿼터없음
기계공학전공,MEE4021-02,창의적종합설계,쿼터없음,쿼터없음,1 : 0.47,쿼터없음
기계공학전공,MEE4022-01,신재생에너지공학개론,쿼터없음,1 : 0.06,1 : 0.33,쿼터없음
기계공학전공,MEE4032-01,미소열유체역학,쿼터없음,1 : 0.14,1 : 0.16,쿼터없음
기계공학전공,MEEG013-01,고급제어1,쿼터없음,신청없음,1 : 0.28,쿼터없음
경영학전공,MGT2002-01,경영통계학,1 : 2.07,1 : 1.90,1 : 0.20,1 : 0.33
경영학전공,MGT2002-02,경영통계학,신청없음,1 : 0.20,1 : 0.03,1 : 0.02
경영학전공,MGT2002-03,경영통계학,1 : 1.60,1 : 2.00,1 : 0.30,1 : 0.14
경영학전공,MGT2002-04,경영통계학,1 : 0.47,1 : 0.22,1 : 0.21,1 : 0.13
경영학전공,MGT2002-05,경영통계학,1 : 0.20,1 : 0.14,1 : 0.10,1 : 0.03
경영학전공,MGT2003-01,회계학원론,1 : 0.27,1 : 0.12,1 : 0.10,1 : 0.05
경영학전공,MGT2003-02,회계학원론,1 : 3.53,1 : 2.00,1 : 4.00,1 : 1.80
경영학전공,MGT2003-03,회계학원론,1 : 2.40,1 : 1.20,1 : 2.60,1 : 1.00
경영학전공,MGT2003-04,회계학원론,1 : 1.07,1 : 0.40,1 : 0.43,1 : 0.22
경영학전공,MGT2003-05,회계학원론,1 : 0.57,1 : 0.30,1 : 0.26,1 : 0.03
경영학전공,MGT2003-06,회계학원론,1 : 1.20,1 : 1.03,1 : 2.80,1 : 0.20
경영학전공,MGT3001-01,조직행동이론,1 : 0.20,1 : 0.06,1 : 0.08,신청없음
경영학전공,MGT3001-02,조직행동이론,1 : 2.06,1 : 2.06,1 : 15.00,쿼터없음
경영학전공,MGT3001-03,조직행동이론,1 : 0.33,1 : 0.16,쿼터없음,쿼터없음
경영학전공,MGT3001-04,조직행동이론,1 : 0.95,1 : 0.72,쿼터없음,쿼터없음
경영학전공,MGT3001-05,조직행동이론,1 : 1.07,1 : 0.87,1 : 1.29,쿼터없음
경영학전공,MGT3001-06,조직행동이론,1 : 0.23,1 : 0.14,1 : 0.13,신청없음
경영학전공,MGT3002-01,경영정보시스템,1 : 0.04,1 : 0.33,1 : 0.17,쿼터없음
경영학전공,MGT3002-02,경영정보시스템,1 : 0.04,1 : 0.08,1 : 0.05,쿼터없음
경영학전공,MGT3002-03,경영정보시스템,1 : 1.00,1 : 2.76,1 : 2.85,쿼터없음
경영학전공,MGT3003-01,생산관리론,1 : 5.10,1 : 1.28,1 : 0.48,쿼터없음
경영학전공,MGT3003-02,생산관리론,1 : 3.65,1 : 1.44,1 : 0.36,쿼터없음
경영학전공,MGT3003-03,생산관리론,1 : 0.65,1 : 0.22,1 : 0.10,쿼터없음
경영학전공,MGT3003-04,생산관리론,1 : 1.50,1 : 0.88,1 : 0.36,쿼터없음
경영학전공,MGT3004-01,재무관리,1 : 1.30,1 : 1.15,1 : 1.20,신청없음
경영학전공,MGT3004-02,재무관리,1 : 0.35,1 : 0.39,1 : 0.10,신청없음
경영학전공,MGT3004-03,재무관리,1 : 2.10,1 : 1.45,1 : 0.65,신청없음
경영학전공,MGT3004-04,재무관리,1 : 2.20,1 : 1.75,1 : 0.75,1 : 0.07
경영학전공,MGT3004-05,재무관리,1 : 0.35,1 : 0.27,1 : 0.34,신청없음
