과목코드-분반,과목명,2018_2_1학년,2018_2_2학년,2018_2_3학년,2018_2_4학년
PHY1002-07,일반물리II,1 : 0.67,1 : 0.28,1 : 0.07,신청없음
PHY1002-08,일반물리II,1 : 0.42,1 : 0.08,1 : 0.02,신청없음
PHY1102-01,일반물리실험II,1 : 2.00,1 : 2.50,1 : 0.50,1 : 1.00
PHY1102-02,일반물리실험II,1 : 1.18,1 : 3.00,1 : 1.50,1 : 2.00
PHY1102-03,일반물리실험II,1 : 2.27,1 : 2.50,1 : 1.00,1 : 2.00
PHY1102-04,일반물리실험II,1 : 0.64,1 : 0.17,신청없음,1 : 0.13
PHY1102-05,일반물리실험II,1 : 1.27,신청없음,1 : 0.50,1 : 0.67
PHY1102-06,일반물리실험II,1 : 0.27,1 : 0.10,1 : 0.09,신청없음
PHY1102-07,일반물리실험II,1 : 0.09,1 : 0.17,신청없음,1 : 0.08
PHY1102-08,일반물리실험II,1 : 0.27,신청없음,신청없음,1 : 0.08
PHY1102-09,일반물리실험II,1 : 1.36,1 : 0.50,신청없음,1 : 0.25
PHY1102-10,일반물리실험II,1 : 0.45,1 : 0.25,신청없음,신청없음
PHY1102-11,일반물리실험II,1 : 0.73,신청없음,신청없음,1 : 0.13
PHY1102-12,일반물리실험II,1 : 1.36,신청없음,신청없음,1 : 0.40
PHY1102-13,일반물리실험II,1 : 0.45,1 : 0.13,신청없음,신청없음
PHY1102-14,일반물리실험II,1 : 0.73,신청없음,신청없음,1 : 0.13
PHY1102-15,일반물리실험II,1 : 3.00,1 : 0.50,신청없음,신청없음
PHY1102-16,일반물리실험II,1 : 2.00,1 : 1.50,1 : 0.50,신청없음
PHY1102-17,일반물리실험II,1 : 1.18,1 : 1.00,신청없음,1 : 0.33
PHY1102-18,일반물리실험II,1 : 0.55,1 : 0.43,신청없음,신청없음
PHY1102-19,일반물리실험II,1 : 0.55,1 : 0.14,신청없음,신청없음
PHY1102-20,일반물리실험II,1 : 0.73,1 : 0.60,신청없음,1 : 0.20
PHY1102-21,일반물리실험II,1 : 1.36,1 : 0.50,1 : 0.33,1 : 0.33
PHY1102-22,일반물리실험II,1 : 0.91,1 : 0.67,신청없음,신청없음
PHY1102-23,일반물리실험II,1 : 0.73,1 : 0.20,신청없음,1 : 0.43
PHY1102-24,일반물리실험II,1 : 0.82,1 : 0.25,1 : 0.20,신청없음
PHY1102-25,일반물리실험II,1 : 0.18,1 : 0.09,신청없음,신청없음
PHY1102-26,일반물리실험II,1 : 0.18,신청없음,신청없음,신청없음
PHY2002-01,역학II,쿼터없음,1 : 0.18,1 : 0.11,1 : 0.04
PHY2003-01,전자기학I,쿼터없음,1 : 0.13,1 : 0.04,신청없음
PHY2004-01,전자기학II,쿼터없음,1 : 0.35,1 : 0.13,1 : 0.08
PHY2006-01,수리물리학II,쿼터없음,1 : 0.43,1 : 0.12,1 : 0.06
PHY2007-01,전자물리학I,쿼터없음,1 : 0.15,1 : 0.06,1 : 0.10
PHY2009-01,현대물리학,쿼터없음,1 : 0.78,1 : 0.14,1 : 0.11
PHY2102-01,실험물리학II,쿼터없음,1 : 1.45,1 : 0.50,신청없음
PHY2102-02,실험물리학II,쿼터없음,1 : 0.73,1 : 0.40,신청없음
PHY2102-03,실험물리학II,쿼터없음,1 : 0.45,1 : 0.13,1 : 0.13
PHY2102-04,실험물리학II,쿼터없음,1 : 0.55,1 : 0.14,신청없음
PHY3002-01,양자물리학II,쿼터없음,신청없음,1 : 0.15,1 : 0.03
PHY3004-01,통계물리학,쿼터없음,1 : 0.05,1 : 0.17,1 : 0.05
PHY3102-01,실험물리학Ⅳ,쿼터없음,신청없음,1 : 0.45,1 : 0.43
PHY3102-02,실험물리학Ⅳ,쿼터없음,신청없음,1 : 0.64,1 : 0.40
PHY3102-03,실험물리학Ⅳ,쿼터없음,신청없음,1 : 0.64,1 : 0.40
PHY4002-01,고체물리학II,쿼터없음,신청없음,신청없음,1 : 0.07
PHY4007-01,전산물리학I,쿼터없음,신청없음,1 : 0.09,1 : 0.07
PHY4011-01,천체물리학,쿼터없음,신청없음,1 : 0.10,1 : 0.08
PHY4012-01,나노물리,쿼터없음,신청없음,신청없음,1 : 0.03
PHY4204-01,졸업프로젝트,쿼터없음,쿼터없음,신청없음,1 : 0.03
PHYG003-01,통계역학,쿼터없음,쿼터없음,쿼터없음,1 : 0.07
POL2002-01,정치학개론,1 : 0.24,1 : 0.15,1 : 0.08,1 : 0.05
POL2002-02,정치학개론,1 : 0.10,1 : 0.05,1 : 0.07,1 : 0.04
POL2004-01,연구방법론,1 : 1.00,1 : 1.20,1 : 0.70,1 : 1.62
POL2005-01,"정치,행정과법",1 : 0.30,1 : 0.13,1 : 0.11,1 : 0.08
POL3068-01,한국의선거,1 : 0.16,1 : 0.21,1 : 0.19,1 : 0.09
POL3081-01,남북한관계의이해,1 : 0.20,1 : 0.23,1 : 0.19,1 : 0.11
POL3094-01,정당과정당제,1 : 0.02,1 : 0.11,1 : 0.07,1 : 0.05
POL3107-01,고대중세정치사상,1 : 0.08,1 : 0.07,1 : 0.06,1 : 0.06
POL3122-01,소유와화폐의정치,1 : 0.02,1 : 0.02,1 : 0.01,1 : 0.02
POL3132-01,동북아정치질서,1 : 0.60,1 : 0.93,1 : 1.73,신청없음
POL3138-01,외교정책론,1 : 0.20,1 : 0.31,1 : 0.15,1 : 0.15
POL3153-01,한국외교사,1 : 0.04,1 : 0.16,1 : 0.08,1 : 0.12
POL3165-01,중국정치의이해,1 : 0.24,1 : 0.30,1 : 0.17,1 : 0.08
POL3168-01,특수지역연구,1 : 0.20,1 : 0.17,1 : 0.04,1 : 0.09
POL3179-01,비교민주주의론,신청없음,1 : 0.02,1 : 0.03,1 : 0.02
POL3182-01,정치경제론,1 : 0.06,1 : 0.27,1 : 0.19,1 : 0.14
POL4084-01,한반도정치론,신청없음,1 : 0.05,1 : 0.09,1 : 0.06
POL4169-01,비교정치특강,1 : 0.08,1 : 0.01,1 : 0.02,1 : 0.03
PSY2001-01,일반심리학,1 : 2.08,1 : 2.20,1 : 1.32,1 : 1.28
PSY2001-02,일반심리학,1 : 0.29,1 : 0.34,1 : 0.13,1 : 0.39
PSY2003-01,발달심리학,1 : 1.15,1 : 2.05,1 : 2.33,1 : 2.67
PSY3002-01,상담심리학,쿼터없음,1 : 1.60,1 : 1.05,1 : 0.85
PSY3009-01,사회심리학,1 : 0.37,1 : 0.28,1 : 0.18,1 : 0.19
PSY3013-01,지각심리학,신청없음,1 : 0.30,1 : 0.45,1 : 0.71
PSY3014-01,학습심리학,신청없음,1 : 1.00,1 : 1.90,1 : 3.80
PSY3016-01,동기및정서심리학,1 : 0.10,1 : 0.21,1 : 0.22,1 : 0.24
PSY3020-01,아동청소년상담과심리치료,쿼터없음,1 : 0.40,1 : 0.44,1 : 0.63
PSY4001-01,이상심리학,쿼터없음,1 : 1.35,1 : 1.80,1 : 1.40
PSY4002-01,심리검사및측정,1 : 0.10,1 : 0.66,1 : 0.53,1 : 0.71
PSY4016-01,조직심리학,신청없음,1 : 0.67,1 : 0.68,1 : 1.13
PSY4025-01,심리학연구방법론,쿼터없음,1 : 0.10,1 : 0.26,1 : 0.13
PSY4043-01,계량심리학세미나,쿼터없음,1 : 0.30,1 : 0.15,1 : 0.12
PUB2005-01,법과현대사회,1 : 0.05,1 : 0.03,1 : 0.07,1 : 0.12
PUB3001-01,국민의기본적권리에대한이해,신청없음,1 : 0.05,1 : 0.15,1 : 0.24
PUB3002-01,국가와통치구조에대한이해,1 : 0.13,1 : 0.30,1 : 0.23,1 : 0.31
PUB3003-01,법치행정의이해,1 : 0.10,1 : 0.16,1 : 0.17,1 : 0.25
PUB3004-01,재산관계와법I,1 : 0.05,1 : 0.08,1 : 0.13,1 : 0.10
PUB3006-01,가족관계와법,신청없음,1 : 0.10,1 : 0.13,1 : 0.13
PUB3007-01,민사분쟁처리와법,신청없음,1 : 0.03,1 : 0.05,1 : 0.12
PUB3008-01,범죄와형벌의이해,1 : 0.10,1 : 0.24,1 : 0.08,1 : 0.12
PUB3010-01,기업과법,1 : 0.05,1 : 0.08,1 : 0.13,1 : 0.22
PUB3017-01,형사정책과법,쿼터없음,1 : 1.50,1 : 0.33,1 : 0.43
PUB3019-01,미국의법체계와소송,신청없음,1 : 0.28,1 : 0.10,1 : 0.13
PUB4001-01,국제사회와법,신청없음,1 : 0.03,1 : 0.08,1 : 0.12
PUB4002-01,환경과법,신청없음,1 : 0.03,1 : 0.02,1 : 0.03
PUB4005-01,저작권의이해,신청없음,신청없음,1 : 0.02,1 : 0.04
REL2001-01,종교의이해,1 : 0.10,1 : 0.05,신청없음,1 : 0.01
REL2010-01,종교학답사I,1 : 0.03,1 : 0.03,1 : 0.01,신청없음
REL3004-01,중국종교의이해,1 : 0.03,1 : 0.08,1 : 0.02,1 : 0.05
REL3006-01,고대근동의종교,1 : 0.05,1 : 0.04,1 : 0.04,1 : 0.01
REL3010-01,현대사회와이슬람교,1 : 0.10,1 : 0.05,1 : 0.05,1 : 0.07
REL3021-01,도교강독,1 : 0.03,1 : 0.04,1 : 0.03,1 : 0.05
REL3032-01,한국신종교의이해,신청없음,신청없음,신청없음,1 : 0.02
REL3033-01,한국무교의이해,신청없음,1 : 0.03,신청없음,1 : 0.01
REL3035-01,불교와그리스도교의만남,1 : 0.05,1 : 0.13,1 : 0.03,1 : 0.02
REL3039-01,종교간의대화,1 : 0.03,1 : 0.04,1 : 0.03,1 : 0.01
REL3043-01,수양과명상,1 : 0.20,신청없음,1 : 0.21,1 : 1.04
RELG001-01,종교연구방법론,신청없음,1 : 0.01,1 : 0.02,1 : 0.04
ROT4002-01,무관후보생교육II,쿼터없음,쿼터없음,1 : 0.41,쿼터없음
ROT4004-01,무관후보생교육IV,쿼터없음,쿼터없음,쿼터없음,1 : 0.30
SHS2001-01,현대사회의이해,1 : 0.60,1 : 0.06,1 : 0.05,1 : 0.03
SHS2001-02,현대사회의이해,1 : 0.24,1 : 0.23,1 : 0.14,1 : 0.04
SHS2002-01,한국과세계,1 : 1.04,1 : 0.80,1 : 0.17,1 : 0.31
SHS2002-02,한국과세계,1 : 3.52,1 : 1.28,1 : 0.80,1 : 1.76
SHS2002-03,한국과세계,1 : 0.60,1 : 0.17,1 : 0.15,1 : 0.12
SHS2002-04,한국과세계,1 : 1.64,1 : 0.88,1 : 0.14,1 : 0.14
SHS2002-05,한국과세계,1 : 1.50,쿼터없음,쿼터없음,쿼터없음
SHS2002-06,한국과세계,1 : 0.53,쿼터없음,쿼터없음,쿼터없음
SHS2002-07,한국과세계,쿼터없음,1 : 0.85,1 : 0.48,1 : 0.05
SHS2003-01,커뮤니케이션과사회,1 : 0.18,1 : 0.08,신청없음,신청없음
SHS2004-01,경제와사회,1 : 0.20,1 : 0.19,1 : 0.15,1 : 0.24
SHS2005-01,법과지식산업,1 : 1.00,1 : 0.17,1 : 0.13,1 : 0.14
SHS2005-02,법과지식산업,1 : 1.00,1 : 0.43,1 : 0.03,1 : 0.04
SHS2005-03,법과지식산업,1 : 0.67,1 : 0.25,1 : 0.06,1 : 0.11
SHS2005-04,법과지식산업,1 : 0.63,1 : 0.15,1 : 0.02,1 : 0.08
SHS2005-05,법과지식산업,1 : 0.93,1 : 0.25,1 : 0.41,1 : 0.47
SHS2005-06,법과지식산업,1 : 0.47,1 : 0.15,1 : 0.08,1 : 0.14
SHS2005-07,법과지식산업,1 : 0.03,1 : 0.02,1 : 0.10,1 : 0.08
SHS2005-08,법과지식산업,1 : 0.37,1 : 0.10,1 : 0.05,1 : 0.04
SHS2006-01,기업과경영의이해,1 : 0.05,1 : 0.38,1 : 0.14,1 : 0.21
SHS2007-01,생활속의심리학,1 : 1.12,1 : 0.40,1 : 0.15,1 : 0.18
SHS2007-02,생활속의심리학,1 : 1.52,1 : 0.80,1 : 0.58,1 : 0.67
SHU4001-01,북한의이해와통일후한국,1 : 0.14,1 : 0.16,1 : 0.08,1 : 0.10
SHU4003-01,시민참여와시민교육,1 : 0.05,신청없음,신청없음,1 : 0.01
SHU4006-01,인권과정의,1 : 0.10,1 : 0.05,1 : 0.02,1 : 0.04
SHU4011-01,아프리카전통사회의이해,신청없음,1 : 0.25,1 : 0.20,1 : 0.50
SHU4014-01,식량과사회,1 : 0.10,1 : 0.05,신청없음,1 : 0.21
SHU4023-01,성의식과인간이해,1 : 0.27,1 : 0.12,1 : 0.05,1 : 0.16
SHU4027-01,영화로사회읽기,1 : 0.36,1 : 0.24,1 : 0.20,1 : 0.28
SHU4054-01,인간관계의심리와대인관계기술,쿼터없음,1 : 0.70,1 : 0.27,1 : 0.41
SHU4058-01,내가설계하는최고의인문학강의(스탈링스),1 : 0.20,1 : 0.11,1 : 0.10,1 : 0.29
SHU4060-01,생명의사랑학,1 : 0.20,1 : 0.46,1 : 0.25,1 : 0.71
SHU4063-01,4차산업혁명과기업가정신,1 : 0.06,1 : 0.08,1 : 0.11,1 : 0.66
SHU4064-01,문제해결을위한효과적인정보탐색이란?,신청없음,신청없음,신청없음,1 : 0.03
SHU4067-01,동남아시아현대사회의이해,신청없음,1 : 0.04,신청없음,1 : 0.01
SHU4068-01,한중정치사회의이해(중국어),1 : 0.40,1 : 0.61,1 : 0.63,1 : 0.13
SHU4069-01,공공외교의이해,1 : 0.15,1 : 0.16,1 : 0.12,1 : 0.22
SOC2001-01,사회학개론,1 : 0.45,1 : 0.13,1 : 0.09,1 : 0.13
SOC2001-02,사회학개론,신청없음,1 : 0.15,1 : 0.04,1 : 0.03
SOC2001-03,사회학개론,1 : 0.65,1 : 0.19,1 : 0.14,1 : 0.13
SOC2004-01,사회통계학,1 : 0.05,1 : 0.15,1 : 0.17,1 : 0.06
SOC2007-01,이론과사회:현대에서포스트모던이론까지,1 : 0.30,1 : 0.29,1 : 0.30,1 : 0.12
SOC3002-01,문화이론,1 : 0.05,1 : 0.18,1 : 0.13,1 : 0.11
SOC3017-01,예술사회학,1 : 0.25,1 : 0.11,1 : 0.18,1 : 0.08
SOC3018-01,일상생활의사회학,1 : 0.15,1 : 0.30,1 : 0.15,1 : 0.17
SOC3019-01,교육사회학,1 : 0.20,1 : 0.50,1 : 0.47,1 : 0.25
SOC3022-01,경제사회학,1 : 0.15,1 : 0.22,1 : 0.14,1 : 0.10
SOC3023-01,환경사회학,신청없음,1 : 0.03,1 : 0.02,1 : 0.06
SOC3028-01,불평등의사회사,1 : 0.10,1 : 0.13,1 : 0.09,1 : 0.07
SOC3034-01,국제이주와초국가주의,1 : 0.05,1 : 0.03,1 : 0.07,1 : 0.12
SOC3045-01,시대진단의사회학,1 : 0.15,1 : 0.41,1 : 0.24,1 : 0.17
SOC3051-01,시장과사회,신청없음,1 : 0.10,1 : 0.02,신청없음
SOC3052-01,문화현장연구실습,신청없음,1 : 0.03,신청없음,1 : 0.01
SOC3053-01,사회학과기업현장의만남,1 : 0.40,1 : 0.31,1 : 0.43,1 : 0.75
SOC4001-01,졸업논문,신청없음,신청없음,신청없음,1 : 0.01
SOCG007-01,사회통계학연습,쿼터없음,쿼터없음,쿼터없음,쿼터없음
SOCG011-01,고급데이터분석,신청없음,1 : 0.03,1 : 0.07,1 : 0.01
SPM3001-01,운동처방,신청없음,1 : 0.15,1 : 0.22,1 : 0.15
SPM3004-01,스포츠프로모션,1 : 0.20,1 : 0.33,1 : 0.26,1 : 0.20
SPM3005-01,레크리에이션의이론과실제,1 : 0.50,1 : 0.33,1 : 0.15,1 : 0.78
SPM3006-01,스포츠경영특강,신청없음,1 : 0.15,1 : 0.06,1 : 0.07
SPM3007-01,스포츠사회학,신청없음,1 : 0.15,1 : 0.03,1 : 0.04
SPM3009-01,스포츠마케팅,신청없음,1 : 0.30,1 : 0.52,1 : 0.21
SPM3015-01,서사적체육:스포츠와스토리텔링,신청없음,신청없음,1 : 0.08,1 : 0.24
SPM3101-01,스쿠바다이빙,신청없음,1 : 0.31,1 : 0.19,1 : 1.30
SPM3101-02,스쿠바다이빙,1 : 0.13,신청없음,1 : 0.08,1 : 0.63
SPM3103-01,패러글라이딩,신청없음,신청없음,1 : 0.19,1 : 0.23
SPM3104-01,필드골프I,신청없음,1 : 0.23,1 : 0.18,1 : 1.48
SPM3106-01,체력트레이닝,1 : 0.38,1 : 0.79,1 : 1.00,1 : 3.22
SPM3110-01,라켓볼,1 : 0.17,1 : 0.33,1 : 0.80,1 : 3.30
SPM3113-01,댄스스포츠I,신청없음,1 : 0.18,1 : 0.22,1 : 0.96
SPM3114-01,댄스스포츠II,신청없음,1 : 0.06,1 : 0.08,1 : 0.63
SPM3116-01,태권도,신청없음,1 : 0.12,1 : 0.08,1 : 0.10
SPM3119-01,파워요가,1 : 0.13,1 : 0.31,1 : 0.20,1 : 0.84
SPM3120-01,댄스피트니스,신청없음,신청없음,1 : 0.08,1 : 0.36
STS2001-01,자연과인간,1 : 1.43,1 : 0.67,1 : 0.55,1 : 0.63
STS2002-01,생명과환경,1 : 0.80,1 : 0.67,1 : 0.47,1 : 1.31
STS2002-02,생명과환경,1 : 0.22,1 : 0.05,1 : 0.03,1 : 0.02
STS2004-01,대학수학,1 : 0.06,신청없음,신청없음,신청없음
STS2004-02,대학수학,1 : 0.94,1 : 1.13,1 : 0.67,1 : 0.33
STS2004-03,대학수학,1 : 0.52,1 : 0.45,1 : 0.11,1 : 0.11
STS2004-04,대학수학,1 : 0.08,1 : 0.04,1 : 0.08,신청없음
STS2004-05,대학수학,1 : 0.54,1 : 0.36,1 : 0.38,1 : 0.13
STS2004-06,대학수학,1 : 1.28,1 : 3.00,1 : 0.67,1 : 0.33
STS2004-07,대학수학,1 : 1.94,1 : 2.60,1 : 1.67,1 : 3.00
STS2004-08,대학수학,1 : 0.70,1 : 0.50,1 : 0.62,1 : 0.43
STS2006-01,미적분학II,1 : 0.16,1 : 0.06,신청없음,신청없음
STS2006-02,미적분학II,1 : 0.32,1 : 0.15,1 : 0.08,신청없음
STS2006-03,미적분학II,1 : 1.68,1 : 3.20,1 : 2.00,1 : 2.50
STS2006-04,미적분학II,1 : 2.72,1 : 5.60,1 : 3.00,1 : 1.50
STS2006-05,미적분학II,1 : 0.94,1 : 2.75,1 : 2.00,1 : 1.00
STS2006-06,미적분학II,1 : 0.96,1 : 2.29,1 : 0.33,1 : 0.50
STS2006-07,미적분학II,1 : 0.34,1 : 0.03,1 : 0.03,신청없음
STS2006-08,미적분학II,1 : 0.42,1 : 0.06,1 : 0.03,1 : 0.03
STS2006-09,미적분학II,1 : 0.74,1 : 0.56,1 : 0.09,1 : 0.17
STS2006-10,미적분학II,1 : 0.10,1 : 0.02,신청없음,신청없음
STS2006-11,미적분학II,1 : 0.16,1 : 0.06,신청없음,1 : 0.02
STS2006-12,미적분학II,1 : 0.42,1 : 0.06,1 : 0.14,1 : 0.03
STS2008-01,고급응용C프로그래밍,쿼터없음,1 : 1.45,1 : 1.17,1 : 2.25
STS2008-02,고급응용C프로그래밍,쿼터없음,1 : 1.40,1 : 0.50,1 : 0.29
STS2008-03,고급응용C프로그래밍,쿼터없음,1 : 0.80,1 : 0.50,1 : 0.56
STS2008-04,고급응용C프로그래밍,쿼터없음,1 : 0.65,1 : 0.46,1 : 0.27
STS2010-01,과학사,1 : 0.65,1 : 0.26,1 : 0.13,1 : 0.16
STS2010-02,과학사,1 : 0.30,1 : 0.06,1 : 0.02,1 : 0.07
STU4004-01,생명의신비,신청없음,1 : 0.13,1 : 0.05,1 : 0.06
STU4005-01,바다의이해,신청없음,1 : 0.13,1 : 0.13,1 : 0.54
STU4007-01,지구과학,1 : 0.70,1 : 0.62,1 : 0.50,1 : 0.97
STU4010-01,건강과한의학,1 : 0.50,1 : 0.31,1 : 0.11,1 : 0.19
STU4012-01,물리학의세계,1 : 0.10,1 : 0.08,신청없음,1 : 0.09
STU4023-01,우주와인생,쿼터없음,1 : 0.20,1 : 0.14,1 : 0.10
SUA2003-01,창의적문제해결과신제품개발(스타트업),1 : 0.20,1 : 0.33,1 : 0.19,1 : 0.13
SUA2005-01,실전스타트업(캡스톤디자인),쿼터없음,신청없음,1 : 0.42,1 : 0.33
SUA4010-01,스타트업사업운영실습,신청없음,1 : 0.20,1 : 0.28,1 : 0.39
TLS1001-01,독서와토론,1 : 0.60,1 : 0.09,신청없음,1 : 0.15
TLS1001-02,독서와토론,1 : 0.27,1 : 0.50,1 : 0.08,신청없음
TLS1001-03,독서와토론,1 : 0.07,1 : 0.37,1 : 0.47,신청없음
TLS1002-01,비평적글쓰기연습,1 : 1.40,1 : 2.60,1 : 0.60,1 : 0.71
TLS1002-02,비평적글쓰기연습,1 : 1.60,1 : 0.60,1 : 0.14,1 : 0.55
TLS1002-03,비평적글쓰기연습,1 : 0.20,신청없음,1 : 0.05,1 : 0.04
TLS1002-04,비평적글쓰기연습,1 : 1.47,1 : 2.40,1 : 0.40,1 : 0.38
TLS1002-05,비평적글쓰기연습,1 : 1.53,1 : 0.80,신청없음,신청없음
TLS1002-06,비평적글쓰기연습,1 : 2.33,1 : 2.60,신청없음,1 : 0.30
TLS1002-07,비평적글쓰기연습,1 : 0.73,1 : 1.11,신청없음,1 : 0.10
TLS1003-01,스토리텔링글쓰기연습,1 : 2.27,1 : 3.00,신청없음,1 : 0.30
TLS1003-02,스토리텔링글쓰기연습,1 : 1.33,1 : 2.40,신청없음,1 : 0.30
TLS1003-03,스토리텔링글쓰기연습,1 : 0.33,1 : 0.40,신청없음,1 : 0.11
TLS1003-04,스토리텔링글쓰기연습,1 : 1.20,1 : 2.40,신청없음,신청없음
TLS1004-01,글로벌의사소통II,1 : 1.17,1 : 0.83,1 : 0.13,1 : 0.36
TLS1004-02,글로벌의사소통II,1 : 2.17,1 : 1.00,1 : 0.29,1 : 0.42
TLS1004-03,글로벌의사소통II,1 : 6.33,1 : 3.50,1 : 1.14,1 : 0.57
TLS1004-04,글로벌의사소통II,1 : 1.83,1 : 1.50,1 : 0.43,1 : 0.55
TLS1004-05,글로벌의사소통II,1 : 3.00,1 : 1.00,1 : 0.14,1 : 0.08
TLS1004-06,글로벌의사소통II,1 : 3.50,1 : 0.50,1 : 0.20,1 : 0.07
TLS1004-07,글로벌의사소통II,1 : 3.00,1 : 1.17,신청없음,1 : 0.21
TLS1004-09,글로벌의사소통II,1 : 1.83,1 : 1.33,신청없음,1 : 0.07
TLS1004-10,글로벌의사소통II,1 : 0.17,신청없음,신청없음,신청없음
TLS1005-01,영어읽기와토론연습,1 : 1.67,1 : 0.83,1 : 0.63,1 : 0.20
TLS1005-02,영어읽기와토론연습,1 : 0.33,1 : 0.40,1 : 0.23,1 : 0.18
TLS1006-01,실용영어와발표연습,1 : 0.83,신청없음,1 : 0.07,1 : 0.35
TLS1006-02,실용영어와발표연습,1 : 0.50,1 : 0.22,1 : 0.14,1 : 0.11
