과목번호,분반,과목코드,과목명,교수,담은인원,수강생수,exp_capa,review,popular,score
COR1016,01,COR1016-01,알바트로스세미나(경영),민재형,56,7,11,0.0,0,6.618181818181818
COR1013,05,COR1013-05,자연계글쓰기,김영경,108,30,27,10.0,0,5.252000000000001
ETS2004,01,ETS2004-01,종교와세계문화,김종만,186,157,49,4.0,0,4.954432653061224
COR1003,02,COR1003-02,영어글로벌의사소통I,김영옥,97,26,26,20.0,0,4.947000000000001
COR1003,09,COR1003-09,영어글로벌의사소통I,홍진영,85,26,23,24.0,0,4.919652173913043
COR1003,01,COR1003-01,영어글로벌의사소통I,김영옥,94,26,26,20.0,0,4.7940000000000005
MGT4247,01,MGT4247-01,공급체인관리와e-business,김민균,127,140,46,6.0,1,4.693864782608696
MGT4313,01,MGT4313-01,벤처와금융시장(캡스톤디자인),정유신,225,196,87,10.0,1,4.414396551724138
PHY1101,02,PHY1101-02,일반물리실험I,손원민,60,20,18,3.0,0,4.346333333333333
MGT4505,01,MGT4505-01,브랜드전략론,전성률,211,194,86,12.0,1,4.196152093023256
CSE2003,03,CSE2003-03,기초공학설계,서정연,51,45,16,3.0,0,4.1561812499999995
SHS2005,04,SHS2005-04,법과지식산업,강기봉,303,229,107,76.0,0,3.9610878504672904
PHY1101,04,PHY1101-04,일반물리실험I,손원민,54,16,18,3.0,0,3.9116999999999997
COR1016,20,COR1016-20,알바트로스세미나(경영),조봉순,33,8,11,1.0,0,3.9038999999999993
ECO2001,08,ECO2001-08,경제학원론I,왕윤종,229,167,105,19.0,1,3.7558399047619044
ETS2004,02,ETS2004-02,종교와세계문화,박현준,162,158,58,32.0,0,3.747227586206897
PEP3100,01,PEP3100-01,사회변동과제도의정치경제학,구본우,33,27,12,1.0,0,3.5785749999999994
COR1012,04,COR1012-04,인문사회글쓰기,조원규,82,31,32,66.0,0,3.5511125000000003
STS2004,02,STS2004-02,대학수학,김순영,139,98,55,73.0,0,3.5252927272727272
COR1013,04,COR1013-04,자연계글쓰기,김영경,72,30,27,10.0,0,3.5013333333333336
CBE4011,01,CBE4011-01,전기화학,박흥목,91,91,34,3.0,0,3.4898499999999997
CHS2002,02,CHS2002-02,현대한국의형성,서진교,67,61,26,36.0,0,3.4706000000000006
POL2002,01,POL2002-01,정치학개론,조영호,79,74,30,5.0,0,3.44045
CHM1001,02,CHM1001-02,일반화학I,권용석,149,75,58,12.0,0,3.379731034482759
MGT4507,01,MGT4507-01,유통전략론,임채운,187,190,95,9.0,1,3.3565712631578943
MGT2002,02,MGT2002-02,경영통계학,김명석,112,63,59,36.0,1,3.323628474576271
SHS2007,04,SHS2007-04,생활속의심리학,조명현,183,80,73,16.0,0,3.311046575342466
MGT3007,01,MGT3007-01,국제경영론,이철,77,75,40,8.0,1,3.2792760000000007
COR1003,13,COR1003-13,영어글로벌의사소통I,"Bailey, Andrew",42,25,17,16.0,0,3.263152941176471
SHS2005,03,SHS2005-03,법과지식산업,강기봉,246,188,107,76.0,0,3.2159327102803745
SHS2001,02,SHS2001-02,현대사회의이해,민병교,266,195,117,83.0,0,3.2008666666666667
MGT2002,01,MGT2002-01,경영통계학,이군희,113,64,62,35.0,1,3.187966935483871
MGT4308,01,MGT4308-01,벤처캐피탈과투자분석(캡스톤디자인),안성필,26,25,14,0.0,1,3.1385714285714292
COR1003,08,COR1003-08,영어글로벌의사소통I,홍진영,53,26,23,24.0,0,3.067547826086957
COR1003,12,COR1003-12,영어글로벌의사소통I,"Bailey, Andrew",39,24,17,16.0,0,3.030070588235294
ENG3108,01,ENG3108-01,최근미국문학,황은주,44,28,19,2.0,0,3.016547368421053
STS2004,05,STS2004-05,대학수학,유지현,136,63,62,50.0,0,2.994193548387097
MGT3007,03,MGT3007-03,국제경영론,이강표,139,95,80,17.0,1,2.986293375
MGT4404,01,MGT4404-01,원가회계,황국재,185,198,107,22.0,1,2.9862457943925236
ETS2002,05,ETS2002-05,논리와비판적사고,서상복,87,63,40,40.0,0,2.9406000000000003
MGT3003,02,MGT3003-02,생산관리론,김민균,101,91,60,16.0,1,2.8903506666666674
MEE4002,01,MEE4002-01,냉동및공기조화,정시영,42,42,19,4.0,0,2.8851789473684213
MGT4510,01,MGT4510-01,국제마케팅론,이철,79,80,47,12.0,1,2.8747259574468087
